"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
2,2,4.78703158954173e-06,0.1363,0.6852,NA,NA,NA,NA,NA,NA,NA,NA,0.6567,0.3433,NA,NA,NA,NA,NA,NA,NA,NA,4.78703158954173e-06,2,1,"Forest_disc_NLD50","ion"
2,3,4.02519358376932e-32,0.3431,0.0277,0.7706,NA,NA,NA,NA,NA,NA,NA,0.4708,0.3295,0.1997,NA,NA,NA,NA,NA,NA,NA,4.02519358376932e-31,3,1,"Forest_disc_NLD50","ion"
2,4,7.99415001316254e-30,0.0683,0.447,0.5047,0.8624,NA,NA,NA,NA,NA,NA,0.4625,0.2313,0.2082,0.098,NA,NA,NA,NA,NA,NA,7.99415001316254e-28,4,1,"Forest_disc_NLD50","ion"
2,5,3.19885950078539e-12,0.1701,0.7193,0.2157,-0.2147,0.4404,NA,NA,NA,NA,NA,0.465,0.2806,0.1885,0.0398,0.0262,NA,NA,NA,NA,NA,3.19885950078539e-09,5,1,"Forest_disc_NLD50","ion"
2,6,1.51019870659181e-29,0.158,0.7638,0.4293,0.1262,0.4397,-0.1326,NA,NA,NA,NA,0.3645,0.2004,0.1397,0.1387,0.1,0.0568,NA,NA,NA,NA,1.51019870659181e-25,6,1,"Forest_disc_NLD50","ion"
2,7,6.80199937758684e-30,0.1342,0.7857,0.5336,0.2859,-0.0689,0.3581,0.3945,NA,NA,NA,0.3527,0.1648,0.1322,0.1238,0.0959,0.0852,0.0453,NA,NA,NA,6.80199937758684e-25,7,1,"Forest_disc_NLD50","ion"
2,8,1.27402635557261e-09,0.1405,0.736,0.1805,0.3539,0.4517,-0.2147,0.5866,0.886,NA,NA,0.3831,0.2261,0.1748,0.0844,0.0701,0.033,0.0233,0.0052,NA,NA,0.00127402635557261,8,1,"Forest_disc_NLD50","ion"
2,9,6.66371760757984e-32,0.549,0.1145,0.4325,0.0715,0.0112,0.0708,0.9144,0.5365,0.2266,NA,0.2573,0.2442,0.1162,0.0963,0.0858,0.0676,0.0636,0.0601,0.0088,NA,6.66371760757984e-25,9,1,"Forest_disc_NLD50","ion"
2,10,4.68288089473571e-07,0.1009,0.5601,0.5579,0.1209,0.918,-0.022,0.918,0.8604,0.6642,0.271,0.4481,0.2942,0.0899,0.0849,0.0309,0.0185,0.017,0.0069,0.005,0.0045,4.68288089473571,9,1,"Forest_disc_NLD50","ion"
3,2,0.00296873459573994,0.47703,-0.47424,NA,NA,NA,NA,NA,NA,NA,NA,0.5062,0.4912,NA,NA,NA,NA,NA,NA,NA,NA,0.00296873459573994,2,1,"Forest_disc_NLD50","ion"
3,3,1.77946767409399e-30,0.01161,0.70729,-0.70032,NA,NA,NA,NA,NA,NA,NA,0.5899,0.2053,0.2048,NA,NA,NA,NA,NA,NA,NA,1.77946767409399e-29,3,1,"Forest_disc_NLD50","ion"
3,4,9.31594499910286e-29,-0.05525,0.64917,-0.17329,-0.78824,NA,NA,NA,NA,NA,NA,0.4446,0.2619,0.1536,0.1399,NA,NA,NA,NA,NA,NA,9.31594499910286e-27,4,1,"Forest_disc_NLD50","ion"
3,5,1.44327497508593e-28,-0.13607,0.56519,-0.8327,0.745,0.81525,NA,NA,NA,NA,NA,0.58,0.2477,0.1154,0.0408,0.0162,NA,NA,NA,NA,NA,1.44327497508593e-25,5,1,"Forest_disc_NLD50","ion"
3,6,4.71170805148571e-30,-0.63923,0.15301,0.03735,0.1593,0.81081,0.10526,NA,NA,NA,NA,0.2633,0.1965,0.1431,0.1394,0.1307,0.127,NA,NA,NA,NA,4.71170805148571e-26,6,1,"Forest_disc_NLD50","ion"
3,7,5.01070397337442e-30,0.16642,-0.61854,-0.02718,0.8152,-0.70513,0.11947,0.7915,NA,NA,NA,0.4289,0.1975,0.1526,0.1266,0.0621,0.0319,4e-04,NA,NA,NA,5.01070397337442e-25,7,1,"Forest_disc_NLD50","ion"
3,8,3.17834112236349e-30,-0.16724,0.65695,-0.25056,0.20229,0.09582,-0.477,-0.92191,-0.69514,NA,NA,0.2643,0.2413,0.1365,0.1053,0.1034,0.0767,0.0693,0.0032,NA,NA,3.17834112236349e-24,8,1,"Forest_disc_NLD50","ion"
3,9,1.50829784382935e-28,0.16628,-0.22194,-0.69966,0.81618,0.81261,-0.53609,0.44762,-0.03652,-0.86243,NA,0.4355,0.1755,0.1555,0.0713,0.0473,0.0428,0.0422,0.0206,0.0092,NA,1.50829784382935e-21,9,1,"Forest_disc_NLD50","ion"
3,10,1.85460169949572e-29,0.18077,0.81325,-0.7687,-0.13646,-0.00201,-0.59481,-0.31092,0.5945,-0.31729,-0.67325,0.365,0.1041,0.1027,0.1019,0.0774,0.0651,0.0634,0.0569,0.0516,0.012,1.85460169949572e-21,10,1,"Forest_disc_NLD50","ion"
