"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,1.49496363397139e-11,87.2,103.9,NA,NA,NA,NA,NA,NA,NA,NA,0.6265,0.3735,NA,NA,NA,NA,NA,NA,NA,NA,1.49496363397139e-11,2,1,"Forest_disc_25","vehicle"
1,3,1.88656966058169e-20,90,105.5,80.5,NA,NA,NA,NA,NA,NA,NA,0.6179,0.2831,0.0989,NA,NA,NA,NA,NA,NA,NA,1.88656966058169e-19,3,1,"Forest_disc_25","vehicle"
1,4,1.81543546931827e-20,90,105.5,80.5,80.5,NA,NA,NA,NA,NA,NA,0.618,0.2832,0.0494,0.0494,NA,NA,NA,NA,NA,NA,1.81543546931827e-19,3,1,"Forest_disc_25","vehicle"
1,5,1.15775058807708e-20,90,105.5,80.5,80.5,80.5,NA,NA,NA,NA,NA,0.618,0.2832,0.0329,0.0329,0.0329,NA,NA,NA,NA,NA,1.15775058807708e-19,3,1,"Forest_disc_25","vehicle"
1,6,1.92103612917201e-20,90,105.5,80.5,80.5,80.5,80.5,NA,NA,NA,NA,0.618,0.2832,0.0247,0.0247,0.0247,0.0247,NA,NA,NA,NA,1.92103612917201e-19,3,1,"Forest_disc_25","vehicle"
1,7,9.84482066990259e-21,90,105.5,80.5,80.5,80.5,80.5,80.5,NA,NA,NA,0.618,0.2832,0.0198,0.0198,0.0198,0.0198,0.0198,NA,NA,NA,9.84482066990259e-20,3,1,"Forest_disc_25","vehicle"
1,8,1.77364145068952e-20,90,105.5,80.5,80.5,80.5,80.5,80.5,80.5,NA,NA,0.6181,0.2832,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,NA,NA,1.77364145068952e-19,3,1,"Forest_disc_25","vehicle"
1,9,1.85380751002301e-20,90,105.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,NA,0.6181,0.2832,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,NA,1.85380751002301e-19,3,1,"Forest_disc_25","vehicle"
1,10,1.90826849689083e-20,90,105.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,0.6181,0.2832,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,1.90826849689083e-19,3,1,"Forest_disc_25","vehicle"
2,2,4.3406861503193e-10,39,52,NA,NA,NA,NA,NA,NA,NA,NA,0.622,0.378,NA,NA,NA,NA,NA,NA,NA,NA,4.3406861503193e-10,2,1,"Forest_disc_25","vehicle"
2,3,2.23289823133088e-21,41,53,34.1,NA,NA,NA,NA,NA,NA,NA,0.5975,0.3018,0.1008,NA,NA,NA,NA,NA,NA,NA,2.23289823133088e-20,3,1,"Forest_disc_25","vehicle"
2,4,1.07544116148317e-20,41,53,34.1,34.1,NA,NA,NA,NA,NA,NA,0.5976,0.3018,0.0503,0.0503,NA,NA,NA,NA,NA,NA,1.07544116148317e-19,3,1,"Forest_disc_25","vehicle"
2,5,8.23873437973068e-21,41,53,34.1,34.1,34.1,NA,NA,NA,NA,NA,0.5977,0.3018,0.0335,0.0335,0.0335,NA,NA,NA,NA,NA,8.23873437973068e-20,3,1,"Forest_disc_25","vehicle"
2,6,9.31612819915409e-21,41,53,34,34,34,34,NA,NA,NA,NA,0.5978,0.3019,0.0251,0.0251,0.0251,0.0251,NA,NA,NA,NA,9.31612819915409e-20,3,1,"Forest_disc_25","vehicle"
2,7,9.45759880654588e-21,41,53,34,34,34,34,34,NA,NA,NA,0.5979,0.3019,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,9.45759880654588e-20,3,1,"Forest_disc_25","vehicle"
2,8,4.7988041197013e-21,41,53,34,34,34,34,34,34,NA,NA,0.598,0.3019,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,NA,NA,4.7988041197013e-20,3,1,"Forest_disc_25","vehicle"
2,9,5.32858811775793e-21,41,53,34,34,34,34,34,34,34,NA,0.598,0.3019,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,NA,5.32858811775793e-20,3,1,"Forest_disc_25","vehicle"
2,10,1.06277924086466e-20,40.9,53,34,34,34,34,34,34,34,34,0.5981,0.302,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,1.06277924086466e-19,3,1,"Forest_disc_25","vehicle"
3,2,1.01311054704956e-08,67.3,96.7,NA,NA,NA,NA,NA,NA,NA,NA,0.5144,0.4856,NA,NA,NA,NA,NA,NA,NA,NA,1.01311054704956e-08,2,1,"Forest_disc_25","vehicle"
3,3,4.49187091280044e-23,72.3,99.5,42,NA,NA,NA,NA,NA,NA,NA,0.5959,0.3742,0.0299,NA,NA,NA,NA,NA,NA,NA,4.49187091280044e-22,3,1,"Forest_disc_25","vehicle"
3,4,2.31773587571614e-23,72.3,99.5,42,42,NA,NA,NA,NA,NA,NA,0.5959,0.3742,0.0149,0.0149,NA,NA,NA,NA,NA,NA,2.31773587571614e-22,3,1,"Forest_disc_25","vehicle"
3,5,4.51106698446323e-23,72.3,99.5,42,42,42,NA,NA,NA,NA,NA,0.5959,0.3742,0.01,0.01,0.01,NA,NA,NA,NA,NA,4.51106698446323e-22,3,1,"Forest_disc_25","vehicle"
3,6,4.51687207943154e-23,72.3,99.5,42,42,42,42,NA,NA,NA,NA,0.5959,0.3742,0.0075,0.0075,0.0075,0.0075,NA,NA,NA,NA,4.51687207943154e-22,3,1,"Forest_disc_25","vehicle"
