"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","mean_NB_interval..22","std_NB_interval..23"
"TAE","test","AMEVA",4.2,0.605063380907533,0.203307723999023,0.037103573749352,0,0,0.506521739130435,0.117533143928946,0.52053803089803,0.129156911808186,0.506064814814815,0.117854450031393,0.497327859723676,0.124904996086461,0.26039800621726,0.176062468817405,0.29126015164102,0.17473988728204,4.2,0.605063380907533
"TAE","test","CACC",14.0666666666667,1.42456257534495,0.597463726997375,0.0429478522373483,0,0,0.556159420289855,0.112661026603244,0.564735827604228,0.119453272009425,0.554884259259259,0.112864140530037,0.549997732309743,0.116009407030857,0.333523885834168,0.169064842145392,0.33773612663824,0.177203608155296,12.5666666666667,1.30232300054177
"TAE","test","CAIM",3,0,0.165552592277527,0.0287907706543718,0,0,0.49963768115942,0.0980809475242578,0.52086450564394,0.106728028219379,0.499722222222222,0.0981276109937401,0.489294121924256,0.102532436446424,0.250419480494589,0.146878443309506,0.280292514098425,0.152522710827329,3,0
"TAE","test","Chi2",17.6,2.37596248710138,0.346858358383179,0.0559747819194663,0,0,0.573188405797101,0.134066767289604,0.585260604960458,0.139148604094897,0.571805555555555,0.13442406870391,0.567778858421724,0.134906299720005,0.359106198253449,0.201219428784459,0.349520398683699,0.21554646238202,16.0666666666667,1.41660850661605
"TAE","test","ChiMerge",5.36666666666667,0.956098474941421,0.224403119087219,0.03771141313039,0,0,0.522463768115942,0.116620924433853,0.541415164971507,0.119874812914036,0.521759259259259,0.117150950596399,0.512813514013391,0.121160390214117,0.283343430473013,0.175247725497931,0.291626419773939,0.17591321221558,5.36666666666667,0.956098474941421
"TAE","test","ClusterDisc",3,0,0.0040733814239502,0.000928758320345393,0,0,0.535144927536232,0.103066598983383,0.548965161606605,0.100637570561398,0.534629629629629,0.10291316306632,0.529203977474373,0.104067481866589,0.30311593655414,0.154171085602173,0.340153537664346,0.15128047884857,3,0
"TAE","test","Extended Chi2",1.1,0.215238666637338,0.797489213943481,0.067166596578065,0.417391304347826,0.21159554886628,0.448550724637681,0.0590916615403327,0.366901804852724,0.102609994731116,0.447314814814814,0.0597164006856246,0.362527731920015,0.0857093712676401,0.173488472485441,0.0900992345314607,0.236270623109979,0.112694940598717,1.1,0.215238666637338
"TAE","test","Forest_disc_100",4,0,3.14253678321838,0.826001005762967,0,0,0.52427536231884,0.102129740578282,0.536528939269358,0.106340582801151,0.523055555555556,0.102407525180736,0.517897461243121,0.105020927604451,0.286528732895974,0.153221053685781,0.329509171263741,0.152652467258342,4,0
"TAE","test","Forest_disc_125",4,0,3.58443059921265,0.857008219850029,0,0,0.518840579710145,0.102002212829141,0.530904905792521,0.105378504092591,0.517615740740741,0.102236669070254,0.51163550717505,0.105524727769061,0.278463467224948,0.152753924105793,0.32532384586757,0.14787424940761,4,0
"TAE","test","Forest_disc_150",4,0,4.52768878936768,1.35284726214023,0,0,0.521739130434782,0.10085978149894,0.531937513259546,0.104166836927903,0.520578703703704,0.100913738307357,0.515058729588264,0.104073466695838,0.282903744658475,0.150835683470524,0.326142159992001,0.150042895994778,4,0
"TAE","test","Forest_disc_175",4,0,4.1813506603241,0.787950251189488,0,0,0.523913043478261,0.0957007312939813,0.537177085943422,0.098280320612061,0.522777777777778,0.0958867792231913,0.517958975530812,0.0987442436527727,0.286101085902938,0.143298221262636,0.330247433360296,0.142451508465389,4,0
"TAE","test","Forest_disc_200",4,0,5.51917915344238,1.6630237135802,0,0,0.522463768115942,0.0968874701374743,0.533543348085302,0.0997644921019182,0.521226851851852,0.0970542979660318,0.515533423996163,0.100414621399403,0.283836093440111,0.145134526488619,0.327708146141842,0.146060519359166,4,0
"TAE","test","Forest_disc_25",4,0,3.84253380298615,2.09629628139116,0,0,0.521739130434783,0.099902230248376,0.533008904012983,0.101441764199403,0.520601851851852,0.100099071643166,0.515475700785201,0.103125775449521,0.282857056177837,0.149629439150748,0.325834587218004,0.149342440026375,4,0
"TAE","test","Forest_disc_50",4,0,3.22752990722656,0.941582125431491,0,0,0.529710144927536,0.096639132295289,0.541881069379887,0.0989325978780169,0.528518518518518,0.0967595483525598,0.522581301303155,0.100122812917343,0.294657131750846,0.144858353665472,0.333851291799769,0.147091560355555,4,0
"TAE","test","Forest_disc_75",4,0,3.82991709709167,1.07866480361585,0,0,0.522463768115942,0.100139810203975,0.533031839450009,0.104824787563444,0.521203703703704,0.100372640423898,0.515118276868847,0.104451046161429,0.283838078099234,0.150114121713109,0.325932018091721,0.146352948998884,4,0
"TAE","test","Forest_disc_DIR100",5.73333333333333,0.578328001082568,3.20567469596863,0.398036895507477,0,0,0.521739130434783,0.121731234610772,0.539993723625718,0.123505836337577,0.521018518518518,0.121579446015847,0.516845003654392,0.123105456500616,0.282901507255298,0.182314384233123,0.30956029396503,0.187821311003166,5.73333333333333,0.578328001082568
"TAE","test","Forest_disc_DIR200",5.9,0.39915164273532,4.59312179088593,0.144787359093592,0,0,0.548550724637681,0.124230138088243,0.565003623419583,0.12738872376592,0.547986111111111,0.123712881834198,0.543742638013075,0.125876033635121,0.323441816102238,0.185804793718471,0.349777521212819,0.195854909904769,5.9,0.39915164273532
"TAE","test","Forest_disc_DIR50",5.4,0.911942113337846,2.70475742816925,0.0702987791282663,0,0,0.558333333333333,0.112176516986528,0.577446450782642,0.11329250396432,0.55800925925926,0.111605059865575,0.551149929786686,0.116462176331793,0.338188443349233,0.167315687671007,0.369968103235111,0.169872285582265,5.4,0.911942113337846
"TAE","test","Forest_disc_NLD100",6.7,1.13943191316803,1.90815789699554,0.0656947728071305,0,0,0.53768115942029,0.121392987919594,0.55359184453887,0.120731912448788,0.536921296296296,0.121369190760065,0.532312652662882,0.123587757961963,0.306821400861796,0.181418237535916,0.328201710047085,0.181453100079901,6.7,1.13943191316803
"TAE","test","Forest_disc_NLD200",6.8,0.853043736170197,3.39262442588806,0.110202388646282,0,0,0.534057971014493,0.1108747428001,0.550720397370958,0.112259731363985,0.533703703703704,0.110821440519752,0.52637868351142,0.114519356325886,0.301146753168896,0.166007616347899,0.323013140699257,0.166372559377558,6.8,0.853043736170197
"TAE","test","Forest_disc_NLD50",7.16666666666667,1.23279114666655,1.4735214471817,0.0600259134285839,0,0,0.536594202898551,0.120107743932759,0.55051624047193,0.130059350557772,0.536435185185185,0.120105952635198,0.530061918187018,0.123351928216388,0.305189674489467,0.180180150935027,0.324531858798485,0.195392251561649,7.16666666666667,1.23279114666655
"TAE","test","GLMDisc",2.73333333333334,0.392010607489365,4.43029823303223,0.229266503722909,0,0,0.498913043478261,0.0804915253259019,0.543690493902224,0.0981250801422508,0.498726851851852,0.080132457494163,0.480422668268858,0.0869639912535248,0.249489720897623,0.119865171592525,0.28932578325669,0.125565617672973,2.73333333333334,0.392010607489365
"TAE","test","MDLP",1,0,0.058447790145874,0.0649865136927787,0.513043478260869,0.0280746086918268,0.441666666666667,0.0602361594352283,0.332259945076523,0.0755409092079609,0.440324074074074,0.0607687974432087,0.339343337611199,0.0730892885310079,0.163026140311519,0.0918597049458064,0.224446320207732,0.116553040706492,1,0
"TAE","test","Modified Chi2",1,0,0.326290488243103,0.0284037783164873,0.513043478260869,0.0280746086918268,0.441666666666667,0.0602361594352283,0.332259945076523,0.0755409092079609,0.440324074074074,0.0607687974432087,0.339343337611199,0.0730892885310079,0.163026140311519,0.0918597049458064,0.224446320207732,0.116553040706492,1,0
"TAE","test","OneR",5.53333333333333,0.503097748586464,0.0394868612289429,0.0593169052003792,0,0,0.563405797101449,0.116299383269042,0.575669287834654,0.123200810104325,0.56287037037037,0.116482644153811,0.557822865306665,0.118981768538442,0.345021678928298,0.17465517317895,0.374455890215154,0.171007454032946,5.53333333333333,0.503097748586464
"TAE","test","RDGR",4.36666666666667,0.645715999912015,0.789092564582825,0.166464163425517,0,0,0.543840579710145,0.117068229976424,0.561188008481344,0.117892480714324,0.543796296296296,0.117069652707819,0.538120160425342,0.119057796019836,0.316507258075434,0.174926322994207,0.340824740354325,0.170670688085657,4.36666666666667,0.645715999912015
"TAE","test","RSTGDH",4.33333333333334,0,0.0461854696273804,0.0144727158753802,0,0,0.543840579710145,0.109356258340032,0.554587701129637,0.108443993838977,0.543611111111111,0.109748947852444,0.539487297630977,0.111103192525674,0.315628224340058,0.164409648715529,0.332922618328758,0.16896123504311,4.33333333333334,0
"TAE","test","RSTI",5,0,0.00730128288269043,0.00298677798211082,0,0,0.546739130434783,0.116404942068416,0.55816818772141,0.115197778609013,0.545648148148148,0.116493758815328,0.539424266104645,0.118793754891031,0.319917898244008,0.174673373810347,0.36284368334269,0.170981054697624,5,0
"TAE","test","RSTLDH",3,0,0.0124980211257935,0.00290609179454015,0,0,0.543840579710145,0.096100949196287,0.565808133294133,0.0947586756415321,0.544143518518518,0.0956460517758266,0.538841456719929,0.0955767360235819,0.316610438397335,0.143366620054569,0.34737548486737,0.137357985960069,3,0
