"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","forest","mean_opt_value","std_opt_value"
"TAE","test","Forest_disc_100",4,0,3.14253678321838,0.826001005762967,0,0,0.52427536231884,0.102129740578282,0.536528939269358,0.106340582801151,0.523055555555556,0.102407525180736,0.517897461243121,0.105020927604451,0.286528732895974,0.153221053685781,0.329509171263741,0.152652467258342,"Forest_disc_100",2.3512258997785e-23,1.06098864604783e-23
"TAE","test","Forest_disc_125",4,0,3.58443059921265,0.857008219850029,0,0,0.518840579710145,0.102002212829141,0.530904905792521,0.105378504092591,0.517615740740741,0.102236669070254,0.51163550717505,0.105524727769061,0.278463467224948,0.152753924105793,0.32532384586757,0.14787424940761,"Forest_disc_125",2.84250126150887e-23,7.98313784693524e-24
"TAE","test","Forest_disc_150",4,0,4.52768878936768,1.35284726214023,0,0,0.521739130434782,0.10085978149894,0.531937513259546,0.104166836927903,0.520578703703704,0.100913738307357,0.515058729588264,0.104073466695838,0.282903744658475,0.150835683470524,0.326142159992001,0.150042895994778,"Forest_disc_150",2.076094715054e-23,1.13641180575667e-23
"TAE","test","Forest_disc_175",4,0,4.1813506603241,0.787950251189488,0,0,0.523913043478261,0.0957007312939813,0.537177085943422,0.098280320612061,0.522777777777778,0.0958867792231913,0.517958975530812,0.0987442436527727,0.286101085902938,0.143298221262636,0.330247433360296,0.142451508465389,"Forest_disc_175",2.46300427176121e-23,1.02378090092727e-23
"TAE","test","Forest_disc_200",4,0,5.51917915344238,1.6630237135802,0,0,0.522463768115942,0.0968874701374743,0.533543348085302,0.0997644921019182,0.521226851851852,0.0970542979660318,0.515533423996163,0.100414621399403,0.283836093440111,0.145134526488619,0.327708146141842,0.146060519359166,"Forest_disc_200",2.20607510237321e-23,7.26768203302853e-24
"TAE","test","Forest_disc_25",4,0,3.84253380298615,2.09629628139116,0,0,0.521739130434783,0.099902230248376,0.533008904012983,0.101441764199403,0.520601851851852,0.100099071643166,0.515475700785201,0.103125775449521,0.282857056177837,0.149629439150748,0.325834587218004,0.149342440026375,"Forest_disc_25",2.95614896556861e-23,1.13199670925998e-23
"TAE","test","Forest_disc_50",4,0,3.22752990722656,0.941582125431491,0,0,0.529710144927536,0.096639132295289,0.541881069379887,0.0989325978780169,0.528518518518518,0.0967595483525598,0.522581301303155,0.100122812917343,0.294657131750846,0.144858353665472,0.333851291799769,0.147091560355555,"Forest_disc_50",2.05450726984277e-23,8.2685031497463e-24
"TAE","test","Forest_disc_75",4,0,3.82991709709167,1.07866480361585,0,0,0.522463768115942,0.100139810203975,0.533031839450009,0.104824787563444,0.521203703703704,0.100372640423898,0.515118276868847,0.104451046161429,0.283838078099234,0.150114121713109,0.325932018091721,0.146352948998884,"Forest_disc_75",2.16403345554364e-23,5.96868674288559e-24
"TAE","test","Forest_disc_DIR100",5.73333333333333,0.578328001082568,3.20567469596863,0.398036895507477,0,0,0.521739130434783,0.121731234610772,0.539993723625718,0.123505836337577,0.521018518518518,0.121579446015847,0.516845003654392,0.123105456500616,0.282901507255298,0.182314384233123,0.30956029396503,0.187821311003166,"Forest_disc_DIR100",6.78251712997912e-07,4.17197117906915e-07
"TAE","test","Forest_disc_DIR200",5.9,0.39915164273532,4.59312179088593,0.144787359093592,0,0,0.548550724637681,0.124230138088243,0.565003623419583,0.12738872376592,0.547986111111111,0.123712881834198,0.543742638013075,0.125876033635121,0.323441816102238,0.185804793718471,0.349777521212819,0.195854909904769,"Forest_disc_DIR200",4.60483142929991e-07,3.31655183649091e-07
"TAE","test","Forest_disc_DIR50",5.4,0.911942113337846,2.70475742816925,0.0702987791282663,0,0,0.558333333333333,0.112176516986528,0.577446450782642,0.11329250396432,0.55800925925926,0.111605059865575,0.551149929786686,0.116462176331793,0.338188443349233,0.167315687671007,0.369968103235111,0.169872285582265,"Forest_disc_DIR50",1.38781786025739e-06,1.21063534955299e-06
"TAE","test","Forest_disc_NLD100",6.7,1.13943191316803,1.90815789699554,0.0656947728071305,0,0,0.53768115942029,0.121392987919594,0.55359184453887,0.120731912448788,0.536921296296296,0.121369190760065,0.532312652662882,0.123587757961963,0.306821400861796,0.181418237535916,0.328201710047085,0.181453100079901,"Forest_disc_NLD100",2.33085859465213e-30,4.26494316827565e-30
"TAE","test","Forest_disc_NLD200",6.8,0.853043736170197,3.39262442588806,0.110202388646282,0,0,0.534057971014493,0.1108747428001,0.550720397370958,0.112259731363985,0.533703703703704,0.110821440519752,0.52637868351142,0.114519356325886,0.301146753168896,0.166007616347899,0.323013140699257,0.166372559377558,"Forest_disc_NLD200",1.9543772685267e-23,5.29204634118748e-23
"TAE","test","Forest_disc_NLD50",7.16666666666667,1.23279114666655,1.4735214471817,0.0600259134285839,0,0,0.536594202898551,0.120107743932759,0.55051624047193,0.130059350557772,0.536435185185185,0.120105952635198,0.530061918187018,0.123351928216388,0.305189674489467,0.180180150935027,0.324531858798485,0.195392251561649,"Forest_disc_NLD50",9.89845110512861e-31,1.07199391211434e-30
