"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","forest","mean_opt_value","std_opt_value"
"Penbased","test","Forest_disc_100",4,0,10.081878900528,0.0824466974985341,0,0,0.880843434343434,0.107036643166696,0.885550775103273,0.103230573949639,0.880430067475391,0.10765130320392,0.879290866415288,0.108701777794352,0.867572361069217,0.11896238438181,0.90384833728432,0.0806661532821589,"Forest_disc_100",4.83327607577063e-25,1.24332338735967e-25
"Penbased","test","Forest_disc_125",4,0,12.6024222373962,0.272101790725102,0,0,0.881116161616162,0.105573044598363,0.885710863502059,0.101916311681507,0.880693653757132,0.106212379159853,0.879558144025168,0.107262148459604,0.867877249703339,0.117333517018608,0.902945493421149,0.0815724435613693,"Forest_disc_125",4.74176770850988e-25,2.47619375994181e-25
"Penbased","test","Forest_disc_150",4,0,15.7816322803497,0.59672724746062,0,0,0.882111111111111,0.104597122426237,0.886616829601851,0.100929165638486,0.881679588464498,0.105258448040279,0.880505378511838,0.106387127903337,0.868982208402609,0.116249635028652,0.903525827682615,0.081561634490878,"Forest_disc_150",5.38490806297937e-25,1.56017726846218e-25
"Penbased","test","Forest_disc_175",4,0,19.1138792276382,0.808966803167932,0,0,0.881540404040404,0.105107986764212,0.886407895265064,0.101130139250629,0.881111780448998,0.105748734565571,0.879990612826444,0.106787916561618,0.868348767236634,0.116815426215307,0.902850524323376,0.0820523078028211,"Forest_disc_175",4.43697050653015e-25,9.82750459881715e-26
"Penbased","test","Forest_disc_200",4,0,24.3161979436874,0.492080624505226,0,0,0.882075757575758,0.104854746332802,0.886581619298715,0.101251132009967,0.881648763155555,0.105539472846682,0.880543866158607,0.106558416320887,0.868942489353735,0.116537832741535,0.904346071741758,0.0798353431605794,"Forest_disc_200",4.54858661616063e-25,1.48413234031196e-25
"Penbased","test","Forest_disc_25",4,0,5.85724606513977,0.279825401628269,0,0,0.880469696969697,0.107084912511027,0.885477657069334,0.103068112319046,0.880063321407878,0.107683626771953,0.879071849152314,0.108520024064663,0.867159102283573,0.119012350962983,0.902858640205438,0.0819732528251148,"Forest_disc_25",7.0225135477293e-25,2.84293763702072e-25
"Penbased","test","Forest_disc_50",4,0,6.74437227249146,0.168540363732529,0,0,0.881090909090909,0.106142754890792,0.885827128961048,0.102354919427437,0.88064584463799,0.106821738490142,0.879483696904226,0.107892688408836,0.867848388804376,0.117968473805653,0.903248040482728,0.0816845394628639,"Forest_disc_50",6.85651211349366e-25,3.08840766005408e-25
"Penbased","test","Forest_disc_75",4,0,8.15337598323822,0.156950763319005,0,0,0.880510101010101,0.107356881317772,0.885141026659837,0.103591676794979,0.880071108208944,0.107995024133949,0.879054783865238,0.108893368986651,0.867201598406049,0.119317328227135,0.902530972690404,0.082483012298199,"Forest_disc_75",4.97881718818895e-25,1.50701273982607e-25
"Penbased","test","Forest_disc_DIR100",5.28125,0.298633008438139,11.753916478157,0.263233169706666,0,0,0.884772727272727,0.0988165741926418,0.889135414253885,0.0952769603082926,0.884608176754253,0.0992371526163054,0.883828432139211,0.0998321768530276,0.871951662293281,0.109814445032076,0.903111348870376,0.0792268467866457,"Forest_disc_DIR100",1.98310639353184e-06,3.8252143482141e-07
"Penbased","test","Forest_disc_DIR200",5.29375,0.368643154586829,25.7022086620331,1.04579608249681,0,0,0.882530303030303,0.101130446071847,0.886495264306459,0.0980588576642156,0.882314044139513,0.101577780441771,0.881515298931404,0.102143075933329,0.869461811762957,0.112383650818663,0.902740057411995,0.0793766436940615,"Forest_disc_DIR200",2.09288105550148e-06,6.62845518340153e-07
"Penbased","test","Forest_disc_DIR50",5.3,0.335646984650666,8.61494827270508,0.138430432147963,0,0,0.883161616161616,0.101050394805209,0.887674779876011,0.0976013493089139,0.882960088046034,0.101490942965568,0.882267191575845,0.101926203747324,0.870163337145481,0.112293318161986,0.904315803219902,0.0752926054682481,"Forest_disc_DIR50",2.32036304088329e-06,6.75300443361145e-07
"Penbased","test","Forest_disc_NLD100",6.45,0.41214352856207,9.80955121517181,0.15604121349135,0,0,0.881853535353535,0.0998941571764209,0.886587931371943,0.0965435623985624,0.881615899176254,0.100317991228831,0.88092242022902,0.100843021547206,0.868706403676038,0.111009278352297,0.900185750140774,0.0806491747244205,"Forest_disc_NLD100",3.28578941134242e-14,7.37759139895336e-14
"Penbased","test","Forest_disc_NLD200",6.4125,0.473503440826544,23.512193775177,0.639404031082386,0,0,0.881419191919192,0.103448898767296,0.886321971721987,0.0996587573025413,0.881156569883474,0.103908608412547,0.880493625211524,0.104326239784839,0.868226757560107,0.114957646180058,0.899231938608408,0.085365656450168,"Forest_disc_NLD200",3.80212658019559e-23,1.20233790172702e-22
"Penbased","test","Forest_disc_NLD50",6.23125,0.506616706483447,6.5094137430191,0.195057055900854,0,0,0.883080808080808,0.0981562954941557,0.888094466369867,0.0946010703212243,0.882744448838571,0.0987519081564008,0.882061760641521,0.0992735635455497,0.870067010889149,0.109084835342299,0.90059852937539,0.0801766801831045,"Forest_disc_NLD50",5.37557283345204e-10,1.69990538795335e-09
