"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,8.02562277117387e-07,0.723,0.298,NA,NA,NA,NA,NA,NA,NA,NA,0.5908,0.4092,NA,NA,NA,NA,NA,NA,NA,NA,8.02562277117387e-07,2,1,"Forest_disc_25","thyroid"
1,3,1.21263408802628e-18,0.436,0.762,0.086,NA,NA,NA,NA,NA,NA,NA,0.4766,0.4375,0.0859,NA,NA,NA,NA,NA,NA,NA,1.21263408802628e-17,3,1,"Forest_disc_25","thyroid"
1,4,2.79858802896733e-19,0.445,0.765,0.096,0.096,NA,NA,NA,NA,NA,NA,0.4784,0.4278,0.0469,0.0469,NA,NA,NA,NA,NA,NA,2.79858802896733e-18,3,1,"Forest_disc_25","thyroid"
1,5,1.03386681374735e-18,0.449,0.766,0.101,0.101,0.101,NA,NA,NA,NA,NA,0.4796,0.4222,0.0327,0.0327,0.0327,NA,NA,NA,NA,NA,1.03386681374735e-17,3,1,"Forest_disc_25","thyroid"
1,6,6.3960659323976e-18,0.448,0.766,0.1,0.1,0.1,0.1,NA,NA,NA,NA,0.4792,0.4239,0.0242,0.0242,0.0242,0.0242,NA,NA,NA,NA,6.3960659323976e-17,3,1,"Forest_disc_25","thyroid"
1,7,1.3162159595951e-17,0.443,0.764,0.094,0.094,0.094,0.094,0.094,NA,NA,NA,0.478,0.4298,0.0184,0.0184,0.0184,0.0184,0.0184,NA,NA,NA,1.3162159595951e-16,3,1,"Forest_disc_25","thyroid"
1,8,9.20716660501571e-18,0.438,0.762,0.088,0.088,0.088,0.088,0.088,0.088,NA,NA,0.4768,0.4361,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,NA,NA,9.20716660501571e-17,3,1,"Forest_disc_25","thyroid"
1,9,2.40065141442857e-17,0.433,0.761,0.081,0.081,0.081,0.081,0.081,0.081,0.081,NA,0.4759,0.4417,0.0118,0.0118,0.0118,0.0118,0.0118,0.0118,0.0118,NA,2.40065141442857e-16,3,1,"Forest_disc_25","thyroid"
1,10,2.72664765174234e-17,0.429,0.76,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.4751,0.4464,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,2.72664765174234e-16,3,1,"Forest_disc_25","thyroid"
17,2,1.97078186069665e-13,0.00918,0.08898,NA,NA,NA,NA,NA,NA,NA,NA,0.9505,0.0495,NA,NA,NA,NA,NA,NA,NA,NA,1.97078186069665e-13,2,1,"Forest_disc_25","thyroid"
17,3,3.4425021826016e-17,0.00306,0.019,0.10757,NA,NA,NA,NA,NA,NA,NA,0.5124,0.4616,0.026,NA,NA,NA,NA,NA,NA,NA,3.4425021826016e-16,3,1,"Forest_disc_25","thyroid"
17,4,1.33565037736871e-13,0.01126,0.00306,0.00306,0.09198,NA,NA,NA,NA,NA,NA,0.747,0.1043,0.1043,0.0444,NA,NA,NA,NA,NA,NA,1.33565037736871e-12,3,1,"Forest_disc_25","thyroid"
17,5,1.02404553526505e-17,0.02069,0.00634,0.00306,0.00306,0.10827,NA,NA,NA,NA,NA,0.384,0.1969,0.1969,0.1969,0.0253,NA,NA,NA,NA,NA,1.02404553526505e-15,4,1,"Forest_disc_25","thyroid"
17,6,4.22091457322348e-17,0.01899,0.00306,0.00306,0.00306,0.00306,0.10754,NA,NA,NA,NA,0.4618,0.128,0.128,0.128,0.128,0.026,NA,NA,NA,NA,4.22091457322348e-16,3,1,"Forest_disc_25","thyroid"
17,7,9.33478010829186e-14,0.01275,0.00306,0.00306,0.00306,0.00306,0.00306,0.09437,NA,NA,NA,0.6557,0.0607,0.0607,0.0607,0.0607,0.0607,0.0407,NA,NA,NA,9.33478010829186e-13,3,1,"Forest_disc_25","thyroid"
17,8,8.55646697987865e-14,0.01306,0.00306,0.00306,0.00306,0.00306,0.00306,0.00306,0.0949,NA,NA,0.6401,0.0533,0.0533,0.0533,0.0533,0.0533,0.0533,0.04,NA,NA,8.55646697987865e-13,3,1,"Forest_disc_25","thyroid"
17,9,7.92799225823123e-14,0.01332,0.00306,0.00306,0.00306,0.00306,0.00306,0.00306,0.00306,0.09535,NA,0.6278,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0393,NA,7.92799225823123e-13,3,1,"Forest_disc_25","thyroid"
17,10,7.46324151964216e-14,0.01352,0.00306,0.00306,0.00306,0.00306,0.00306,0.00306,0.00306,0.00306,0.0957,0.619,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,0.0388,7.46324151964216e-13,3,1,"Forest_disc_25","thyroid"
18,2,4.06092768510335e-17,0.01261,0.02617,NA,NA,NA,NA,NA,NA,NA,NA,0.6236,0.3764,NA,NA,NA,NA,NA,NA,NA,NA,4.06092768510335e-17,2,1,"Forest_disc_25","thyroid"
18,3,1.39897756280367e-17,0.01483,0.0286,0.00075,NA,NA,NA,NA,NA,NA,NA,0.7299,0.2403,0.0298,NA,NA,NA,NA,NA,NA,NA,1.39897756280367e-16,3,1,"Forest_disc_25","thyroid"
18,4,1.42506847010837e-17,0.01487,0.02866,0.00075,0.00075,NA,NA,NA,NA,NA,NA,0.7322,0.2376,0.0151,0.0151,NA,NA,NA,NA,NA,NA,1.42506847010837e-16,3,1,"Forest_disc_25","thyroid"
18,5,1.68800515328236e-17,0.01503,0.02893,0.00075,0.00075,0.00075,NA,NA,NA,NA,NA,0.7412,0.2265,0.0108,0.0108,0.0108,NA,NA,NA,NA,NA,1.68800515328236e-16,3,1,"Forest_disc_25","thyroid"
18,6,1.4377231995349e-17,0.01489,0.02869,0.00075,0.00075,0.00075,0.00075,NA,NA,NA,NA,0.7332,0.2362,0.0076,0.0076,0.0076,0.0076,NA,NA,NA,NA,1.4377231995349e-16,3,1,"Forest_disc_25","thyroid"
18,7,1.49918964874555e-17,0.01489,0.0287,0.00075,0.00075,0.00075,0.00075,0.00075,NA,NA,NA,0.7336,0.2359,0.0061,0.0061,0.0061,0.0061,0.0061,NA,NA,NA,1.49918964874555e-16,3,1,"Forest_disc_25","thyroid"
18,8,1.3881072858475e-17,0.01489,0.02869,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,NA,NA,0.7333,0.2362,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,NA,NA,1.3881072858475e-16,3,1,"Forest_disc_25","thyroid"
18,9,1.50643468196173e-17,0.0149,0.02871,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,NA,0.7338,0.2355,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,NA,1.50643468196173e-16,3,1,"Forest_disc_25","thyroid"
18,10,1.47181370883087e-17,0.0149,0.02871,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.7339,0.2354,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,1.47181370883087e-16,3,1,"Forest_disc_25","thyroid"
19,2,2.34957160448797e-12,0.0567,0.1226,NA,NA,NA,NA,NA,NA,NA,NA,0.5621,0.4379,NA,NA,NA,NA,NA,NA,NA,NA,2.34957160448797e-12,2,1,"Forest_disc_25","thyroid"
19,3,1.90382088466846e-15,0.0814,0.1383,0.0341,NA,NA,NA,NA,NA,NA,NA,0.6113,0.2164,0.1723,NA,NA,NA,NA,NA,NA,NA,1.90382088466846e-14,3,1,"Forest_disc_25","thyroid"
19,4,4.72800697673419e-15,0.0898,0.1443,0.0406,0.0406,NA,NA,NA,NA,NA,NA,0.5865,0.1555,0.129,0.129,NA,NA,NA,NA,NA,NA,4.72800697673419e-14,3,1,"Forest_disc_25","thyroid"
19,5,4.70501488945162e-15,0.0933,0.1476,0.0427,0.0427,0.0427,NA,NA,NA,NA,NA,0.5795,0.1294,0.097,0.097,0.097,NA,NA,NA,NA,NA,4.70501488945162e-14,3,1,"Forest_disc_25","thyroid"
19,6,1.5666606636888e-16,0.0928,0.1464,0.0428,0.0428,0.0428,0.0428,NA,NA,NA,NA,0.572,0.1364,0.0729,0.0729,0.0729,0.0729,NA,NA,NA,NA,1.5666606636888e-15,3,1,"Forest_disc_25","thyroid"
19,7,4.83452169910446e-15,0.0964,0.1513,0.0442,0.0442,0.0442,0.0442,0.0442,NA,NA,NA,0.5755,0.1056,0.0638,0.0638,0.0638,0.0638,0.0638,NA,NA,NA,4.83452169910446e-14,3,1,"Forest_disc_25","thyroid"
19,8,4.73209814679562e-15,0.0972,0.1523,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446,NA,NA,0.5746,0.0996,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,NA,NA,4.73209814679562e-14,3,1,"Forest_disc_25","thyroid"
19,9,4.2844303974687e-15,0.0977,0.153,0.0449,0.0449,0.0449,0.0449,0.0449,0.0449,0.0449,NA,0.5737,0.0959,0.0472,0.0472,0.0472,0.0472,0.0472,0.0472,0.0472,NA,4.2844303974687e-14,3,1,"Forest_disc_25","thyroid"
19,10,4.92096098326327e-15,0.098,0.1535,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.574,0.0937,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,4.92096098326327e-14,3,1,"Forest_disc_25","thyroid"
20,2,2.09422679657752e-13,0.0855,0.1297,NA,NA,NA,NA,NA,NA,NA,NA,0.6155,0.3845,NA,NA,NA,NA,NA,NA,NA,NA,2.09422679657752e-13,2,1,"Forest_disc_25","thyroid"
20,3,8.05176998186014e-15,0.0937,0.1379,0.0515,NA,NA,NA,NA,NA,NA,NA,0.7193,0.239,0.0417,NA,NA,NA,NA,NA,NA,NA,8.05176998186014e-14,3,1,"Forest_disc_25","thyroid"
20,4,5.71912169333359e-15,0.0939,0.1383,0.0515,0.0515,NA,NA,NA,NA,NA,NA,0.7232,0.2339,0.0214,0.0214,NA,NA,NA,NA,NA,NA,5.71912169333359e-14,3,1,"Forest_disc_25","thyroid"
20,5,5.04192753050991e-15,0.094,0.1384,0.0515,0.0515,0.0515,NA,NA,NA,NA,NA,0.7245,0.2322,0.0144,0.0144,0.0144,NA,NA,NA,NA,NA,5.04192753050991e-14,3,1,"Forest_disc_25","thyroid"
20,6,4.73730101319174e-15,0.0941,0.1384,0.0515,0.0515,0.0515,0.0515,NA,NA,NA,NA,0.7251,0.2315,0.0109,0.0109,0.0109,0.0109,NA,NA,NA,NA,4.73730101319174e-14,3,1,"Forest_disc_25","thyroid"
20,7,4.76525334069594e-15,0.0941,0.1385,0.0518,0.0518,0.0518,0.0518,0.0518,NA,NA,NA,0.7249,0.2306,0.0089,0.0089,0.0089,0.0089,0.0089,NA,NA,NA,4.76525334069594e-14,3,1,"Forest_disc_25","thyroid"
20,8,4.48216057945946e-15,0.0941,0.1385,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,NA,NA,0.7256,0.2308,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,NA,NA,4.48216057945946e-14,3,1,"Forest_disc_25","thyroid"
20,9,4.42502900373995e-15,0.0941,0.1385,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,NA,0.7257,0.2306,0.0062,0.0062,0.0062,0.0062,0.0062,0.0062,0.0062,NA,4.42502900373995e-14,3,1,"Forest_disc_25","thyroid"
20,10,4.38490355529477e-15,0.0941,0.1385,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,0.7258,0.2305,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,4.38490355529477e-14,3,1,"Forest_disc_25","thyroid"
21,2,1.95571522954784e-12,0.0567,0.1169,NA,NA,NA,NA,NA,NA,NA,NA,0.5864,0.4136,NA,NA,NA,NA,NA,NA,NA,NA,1.95571522954784e-12,2,1,"Forest_disc_25","thyroid"
21,3,3.37082202630168e-16,0.0709,0.1296,0.0159,NA,NA,NA,NA,NA,NA,NA,0.7039,0.2372,0.0589,NA,NA,NA,NA,NA,NA,NA,3.37082202630168e-15,3,1,"Forest_disc_25","thyroid"
21,4,2.73969821648625e-14,0.0708,0.1303,0.0118,0.0118,NA,NA,NA,NA,NA,NA,0.7176,0.2317,0.0254,0.0254,NA,NA,NA,NA,NA,NA,2.73969821648625e-13,3,1,"Forest_disc_25","thyroid"
21,5,2.13533887265716e-15,0.0726,0.1309,0.0201,0.0201,0.0201,NA,NA,NA,NA,NA,0.7033,0.2218,0.025,0.025,0.025,NA,NA,NA,NA,NA,2.13533887265716e-14,3,1,"Forest_disc_25","thyroid"
21,6,5.29357720810754e-15,0.0729,0.1313,0.0203,0.0203,0.0203,0.0203,NA,NA,NA,NA,0.7053,0.2177,0.0192,0.0192,0.0192,0.0192,NA,NA,NA,NA,5.29357720810754e-14,3,1,"Forest_disc_25","thyroid"
21,7,4.8774614897499e-17,0.0715,0.1299,0.0179,0.0179,0.0179,0.0179,0.0179,NA,NA,NA,0.7017,0.2331,0.013,0.013,0.013,0.013,0.013,NA,NA,NA,4.8774614897499e-16,3,1,"Forest_disc_25","thyroid"
