"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,1.9407225818675e-08,72.3,43.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5637,0.4363,NA,NA,NA,NA,NA,NA,NA,NA,1.9407225818675e-08,2,1,"Forest_disc_NLD50","BRcancer"
1,3,4.30883055765942e-15,63.4,39.7,77.7,NA,NA,NA,NA,NA,NA,NA,0.4475,0.3079,0.2446,NA,NA,NA,NA,NA,NA,NA,4.30883055765942e-14,3,1,"Forest_disc_NLD50","BRcancer"
1,4,6.64434439824129e-31,64.1,77.6,37.8,43.9,NA,NA,NA,NA,NA,NA,0.4281,0.2412,0.1746,0.1562,NA,NA,NA,NA,NA,NA,6.64434439824129e-29,4,1,"Forest_disc_NLD50","BRcancer"
1,5,1.06941257056813e-32,49.8,74.1,33,72.1,69.7,NA,NA,NA,NA,NA,0.416,0.3869,0.1014,0.0956,0,NA,NA,NA,NA,NA,1.06941257056813e-30,4,1,"Forest_disc_NLD50","BRcancer"
1,6,1.18688302265935e-09,67.6,41.4,81,38.3,47.2,56.7,NA,NA,NA,NA,0.5258,0.3066,0.1129,0.0404,0.0133,0.0011,NA,NA,NA,NA,1.18688302265935e-05,6,1,"Forest_disc_NLD50","BRcancer"
1,7,9.93481140719082e-09,41.5,72.2,73.2,63.4,75.8,46.9,73.2,NA,NA,NA,0.32,0.1611,0.161,0.1432,0.1004,0.0814,0.033,NA,NA,NA,9.93481140719082e-05,6,1,"Forest_disc_NLD50","BRcancer"
1,8,3.08521384657058e-31,42,63.8,77.3,77.3,68.8,60.6,32,61.8,NA,NA,0.2976,0.2342,0.1467,0.0963,0.0896,0.0628,0.0371,0.0358,NA,NA,3.08521384657058e-26,7,1,"Forest_disc_NLD50","BRcancer"
1,9,1.52153872582994e-08,72.9,42.9,44.7,69,54.9,66.8,38.2,47,69.5,NA,0.4763,0.3283,0.044,0.0386,0.0277,0.0273,0.0249,0.0181,0.0149,NA,0.152153872582994,9,1,"Forest_disc_NLD50","BRcancer"
1,10,1.59313146248983e-08,43.5,68.8,72.1,72.7,75.6,40.8,72,72.8,71,71.4,0.3627,0.1294,0.1098,0.0967,0.0866,0.0645,0.0594,0.0559,0.0347,2e-04,1.59313146248983,10,1,"Forest_disc_NLD50","BRcancer"
2,2,2.45926678426836e-09,33.5,23.9,NA,NA,NA,NA,NA,NA,NA,NA,0.5551,0.4449,NA,NA,NA,NA,NA,NA,NA,NA,2.45926678426836e-09,2,1,"Forest_disc_NLD50","BRcancer"
2,3,7.02987079469138e-11,28.7,35.1,21.3,NA,NA,NA,NA,NA,NA,NA,0.5014,0.3057,0.1929,NA,NA,NA,NA,NA,NA,NA,7.02987079469138e-10,3,1,"Forest_disc_NLD50","BRcancer"
2,4,4.02337353456152e-32,28.5,21.6,34.2,35.5,NA,NA,NA,NA,NA,NA,0.4491,0.205,0.2033,0.1425,NA,NA,NA,NA,NA,NA,4.02337353456152e-30,4,1,"Forest_disc_NLD50","BRcancer"
2,5,1.08519926525153e-09,32.3,25.3,22.5,35,32.6,NA,NA,NA,NA,NA,0.3359,0.2296,0.2055,0.191,0.0381,NA,NA,NA,NA,NA,1.08519926525153e-06,5,1,"Forest_disc_NLD50","BRcancer"
2,6,1.93618167315906e-12,21.6,28.5,30.4,34.6,35.8,26.6,NA,NA,NA,NA,0.2039,0.2021,0.1922,0.1909,0.1076,0.1033,NA,NA,NA,NA,1.93618167315906e-08,6,1,"Forest_disc_NLD50","BRcancer"
2,7,6.7685935971809e-12,35.5,31.2,21.3,26.5,29.6,25.3,32.2,NA,NA,NA,0.2254,0.1782,0.1588,0.125,0.1216,0.1113,0.0798,NA,NA,NA,6.7685935971809e-07,7,1,"Forest_disc_NLD50","BRcancer"
2,8,1.68453421047311e-13,29.3,35.5,34.4,21.1,28.4,22.7,26.2,32.6,NA,NA,0.2834,0.1582,0.1475,0.1269,0.1126,0.0823,0.0662,0.0229,NA,NA,1.68453421047311e-07,8,1,"Forest_disc_NLD50","BRcancer"
2,9,1.60376975538401e-31,35.3,21.1,28.7,33.5,28.1,26.1,27.3,32.3,26.6,NA,0.2066,0.1605,0.1313,0.1293,0.0914,0.0784,0.0711,0.066,0.0653,NA,1.60376975538401e-24,9,1,"Forest_disc_NLD50","BRcancer"
2,10,9.8307777696403e-10,33.9,25.3,33.6,24,21,25.5,26.5,30.3,26.4,32.9,0.3766,0.1739,0.117,0.0941,0.0824,0.0649,0.0628,0.0124,0.0104,0.0054,0.098307777696403,10,1,"Forest_disc_NLD50","BRcancer"
3,2,3.04343322135946e-06,102.6,72,NA,NA,NA,NA,NA,NA,NA,NA,0.7223,0.278,NA,NA,NA,NA,NA,NA,NA,NA,3.04343322135946e-06,2,1,"Forest_disc_NLD50","BRcancer"
3,3,6.79162091706859e-32,92.6,128.6,72,NA,NA,NA,NA,NA,NA,NA,0.8346,0.0898,0.0755,NA,NA,NA,NA,NA,NA,NA,6.79162091706859e-31,3,1,"Forest_disc_NLD50","BRcancer"
