"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,0.000631326066296875,0.989,-1.151,NA,NA,NA,NA,NA,NA,NA,NA,0.5048,0.4947,NA,NA,NA,NA,NA,NA,NA,NA,0.000631326066296875,2,1,"Forest_disc_NLD50","wave"
1,3,7.70223992107943e-29,-0.221,1.46,-1.787,NA,NA,NA,NA,NA,NA,NA,0.5839,0.2467,0.1693,NA,NA,NA,NA,NA,NA,NA,7.70223992107943e-28,3,1,"Forest_disc_NLD50","wave"
1,4,3.07520411609739e-29,-0.303,1.408,-2.003,-1.483,NA,NA,NA,NA,NA,NA,0.5752,0.27,0.0916,0.0632,NA,NA,NA,NA,NA,NA,3.07520411609739e-27,4,1,"Forest_disc_NLD50","wave"
1,5,2.10444884116821e-30,0.61,-1.432,-0.174,2.4,-0.898,NA,NA,NA,NA,NA,0.5014,0.3112,0.127,0.044,0.0164,NA,NA,NA,NA,NA,2.10444884116821e-27,5,1,"Forest_disc_NLD50","wave"
1,6,2.30558792277593e-30,-0.717,1.275,-0.032,-1.305,-2.795,-0.477,NA,NA,NA,NA,0.4816,0.3339,0.0951,0.0499,0.0277,0.0118,NA,NA,NA,NA,2.30558792277593e-26,6,1,"Forest_disc_NLD50","wave"
1,7,9.35567856345626e-32,1.52,0.027,-1.734,-0.235,-0.44,0.02,-1.78,NA,NA,NA,0.2195,0.1822,0.1689,0.1433,0.1373,0.1345,0.0143,NA,NA,NA,9.35567856345626e-27,7,1,"Forest_disc_NLD50","wave"
1,8,2.44854157744158e-28,0.554,-1.41,0.275,-0.537,1.969,1.983,-0.612,-2.03,NA,NA,0.3048,0.2389,0.2046,0.1019,0.0487,0.0399,0.0311,0.03,NA,NA,2.44854157744158e-22,8,1,"Forest_disc_NLD50","wave"
1,9,8.49156664315141e-30,-0.472,0.746,1.664,-0.131,-1.806,-0.098,-0.509,-1.274,0.655,NA,0.1594,0.1585,0.1487,0.1459,0.1447,0.1408,0.0487,0.0403,0.013,NA,8.49156664315141e-23,9,1,"Forest_disc_NLD50","wave"
1,10,4.89097146843727e-30,1.611,0.183,-1.789,0.341,-0.165,-0.611,-1.07,-0.277,0.284,-0.331,0.1802,0.1748,0.1485,0.1157,0.1109,0.1047,0.0723,0.0559,0.0324,0.0045,4.89097146843727e-22,10,1,"Forest_disc_NLD50","wave"
2,2,0.000221102642516652,-0.52,1.803,NA,NA,NA,NA,NA,NA,NA,NA,0.5612,0.4387,NA,NA,NA,NA,NA,NA,NA,NA,0.000221102642516652,2,1,"Forest_disc_NLD50","wave"
2,3,5.4178496756666e-30,0.327,2.137,-1.312,NA,NA,NA,NA,NA,NA,NA,0.5535,0.2628,0.1838,NA,NA,NA,NA,NA,NA,NA,5.4178496756666e-29,3,1,"Forest_disc_NLD50","wave"
2,4,1.57669169865516e-28,0.48,-1.129,1.886,3.016,NA,NA,NA,NA,NA,NA,0.475,0.2489,0.246,0.0301,NA,NA,NA,NA,NA,NA,1.57669169865516e-26,4,1,"Forest_disc_NLD50","wave"
2,5,2.28304216928948e-30,2.023,0.166,0.08,-0.357,-1.699,NA,NA,NA,NA,NA,0.3154,0.3088,0.1515,0.1351,0.0893,NA,NA,NA,NA,NA,2.28304216928948e-27,5,1,"Forest_disc_NLD50","wave"
2,6,2.28692168911858e-29,-0.369,0.647,2.049,2.082,-2.056,-0.487,NA,NA,NA,NA,0.3996,0.2435,0.2251,0.0641,0.0449,0.0228,NA,NA,NA,NA,2.28692168911858e-25,6,1,"Forest_disc_NLD50","wave"
2,7,2.94486080117888e-32,0.194,2.1,-1.483,-0.236,0.655,0.153,-1.308,NA,NA,NA,0.3242,0.2767,0.1284,0.1181,0.1126,0.0372,0.0029,NA,NA,NA,2.94486080117888e-27,7,1,"Forest_disc_NLD50","wave"
2,8,2.4264590526764e-30,0.327,1.6,-1.198,-0.321,1.474,2.966,1.614,1.64,NA,NA,0.326,0.2587,0.2035,0.0877,0.0622,0.0453,0.0154,0.0012,NA,NA,2.4264590526764e-24,8,1,"Forest_disc_NLD50","wave"
2,9,9.15235485279185e-33,0.757,1.985,0.069,2.281,0.187,-0.09,-0.718,-1.602,0.002,NA,0.1923,0.1554,0.1151,0.1081,0.1004,0.1002,0.0979,0.0916,0.039,NA,9.15235485279185e-26,9,1,"Forest_disc_NLD50","wave"
2,10,1.22321425753148e-30,2.071,0.179,-0.163,0.291,-0.187,-0.774,1.567,-2.026,-1.397,-0.54,0.259,0.1441,0.1429,0.1187,0.1141,0.0801,0.0774,0.0426,0.014,0.0071,1.22321425753148e-22,10,1,"Forest_disc_NLD50","wave"
3,2,0.000108554147046398,-0.32,2.327,NA,NA,NA,NA,NA,NA,NA,NA,0.6084,0.3916,NA,NA,NA,NA,NA,NA,NA,NA,0.000108554147046398,2,1,"Forest_disc_NLD50","wave"
