"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
34,2,8.22668216612898e-07,19.8,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.6462,0.3538,NA,NA,NA,NA,NA,NA,NA,NA,8.22668216612898e-07,2,1,"Forest_disc_NLD50","derma"
34,3,3.22853027571881e-30,16,39,60.6,NA,NA,NA,NA,NA,NA,NA,0.4593,0.4175,0.1232,NA,NA,NA,NA,NA,NA,NA,3.22853027571881e-29,3,1,"Forest_disc_NLD50","derma"
34,4,1.43948671485336e-08,15.5,34.8,57.1,35.2,NA,NA,NA,NA,NA,NA,0.4169,0.2731,0.1932,0.1168,NA,NA,NA,NA,NA,NA,1.43948671485336e-06,4,1,"Forest_disc_NLD50","derma"
34,5,5.241767057687e-33,13.5,39.5,25.3,58.5,36.6,NA,NA,NA,NA,NA,0.2931,0.2819,0.267,0.1581,0,NA,NA,NA,NA,NA,5.241767057687e-31,4,1,"Forest_disc_NLD50","derma"
34,6,1.93492703868356e-29,16.2,40,42.8,40.9,62.8,20.9,NA,NA,NA,NA,0.4502,0.1773,0.1256,0.1195,0.0909,0.0365,NA,NA,NA,NA,1.93492703868356e-25,6,1,"Forest_disc_NLD50","derma"
34,7,6.68342505007358e-30,23.2,12.7,38.4,58,47.9,39.9,61.2,NA,NA,NA,0.3066,0.236,0.218,0.1028,0.0498,0.048,0.0388,NA,NA,NA,6.68342505007358e-25,7,1,"Forest_disc_NLD50","derma"
34,8,5.89237045782023e-09,15.9,44.1,38.7,26.4,58.4,32.2,64.3,47.1,NA,NA,0.433,0.1624,0.1434,0.0655,0.0631,0.0584,0.041,0.0332,NA,NA,0.00589237045782023,8,1,"Forest_disc_NLD50","derma"
34,9,7.93655071692685e-31,25.1,54.5,7.5,26.1,8.6,28.3,7.7,12.8,20.2,NA,0.4968,0.2731,0.0651,0.0519,0.0472,0.0442,0.013,0.0056,0.0032,NA,7.93655071692685e-24,9,1,"Forest_disc_NLD50","derma"
34,10,6.80501028225576e-08,15.5,53.3,38.8,23.6,33,26.4,59.6,36.3,57.5,14.4,0.3719,0.1406,0.1295,0.0764,0.0756,0.0747,0.0685,0.0539,0.0088,0,0.680501028225576,9,1,"Forest_disc_NLD50","derma"
34,2,4.82152115679277e-07,20.6,48.9,NA,NA,NA,NA,NA,NA,NA,NA,0.602,0.3979,NA,NA,NA,NA,NA,NA,NA,NA,4.82152115679277e-07,2,1,"Forest_disc_NLD100","derma"
34,3,1.52781917101479e-30,30.1,52.4,14,NA,NA,NA,NA,NA,NA,NA,0.4842,0.2629,0.2529,NA,NA,NA,NA,NA,NA,NA,1.52781917101479e-29,3,1,"Forest_disc_NLD100","derma"
34,4,2.44503865667614e-29,27.7,53,13,41.1,NA,NA,NA,NA,NA,NA,0.4568,0.2317,0.2078,0.1037,NA,NA,NA,NA,NA,NA,2.44503865667614e-27,4,1,"Forest_disc_NLD100","derma"
34,5,9.33330177128744e-30,16.7,41,31.7,47.1,59.8,NA,NA,NA,NA,NA,0.388,0.2169,0.1947,0.1285,0.0719,NA,NA,NA,NA,NA,9.33330177128744e-27,5,1,"Forest_disc_NLD100","derma"
34,6,6.71060539306792e-08,17,28.1,49.1,43.4,58.1,48.1,NA,NA,NA,NA,0.3536,0.2574,0.1683,0.164,0.0564,2e-04,NA,NA,NA,NA,0.000671060539306792,6,1,"Forest_disc_NLD100","derma"
34,7,3.65152373956747e-08,17.4,35.8,48.3,51.5,22.2,43.3,62.2,NA,NA,NA,0.378,0.2386,0.1162,0.0992,0.0819,0.0584,0.0276,NA,NA,NA,0.00365152373956747,7,1,"Forest_disc_NLD100","derma"
34,8,1.10412006728082e-18,22,39.9,53.6,31.8,9.9,19.4,33.5,54.4,NA,NA,0.309,0.1787,0.1724,0.1033,0.0909,0.072,0.0427,0.0311,NA,NA,1.10412006728082e-12,8,1,"Forest_disc_NLD100","derma"
34,9,1.04807921403405e-09,15.7,37.5,27.4,54.6,33.5,37,54.8,28.3,46.2,NA,0.3281,0.1546,0.1035,0.1017,0.0896,0.0816,0.0742,0.0352,0.0314,NA,0.0104807921403405,9,1,"Forest_disc_NLD100","derma"
34,10,8.78415327231211e-31,40.2,17.2,15.4,59.7,34.8,25.1,54.6,58.6,30,52.7,0.386,0.3457,0.0534,0.0487,0.0417,0.0405,0.0359,0.0192,0.016,0.013,8.78415327231211e-23,10,1,"Forest_disc_NLD100","derma"
34,2,6.71331828145635e-07,20.9,49.8,NA,NA,NA,NA,NA,NA,NA,NA,0.6198,0.3801,NA,NA,NA,NA,NA,NA,NA,NA,6.71331828145635e-07,2,1,"Forest_disc_NLD200","derma"
34,3,5.62875696236705e-31,31.7,13.6,54.8,NA,NA,NA,NA,NA,NA,NA,0.524,0.2636,0.2124,NA,NA,NA,NA,NA,NA,NA,5.62875696236705e-30,3,1,"Forest_disc_NLD200","derma"
34,4,1.13996078402677e-07,18.6,38.7,48.8,65.5,NA,NA,NA,NA,NA,NA,0.496,0.2408,0.2347,0.0284,NA,NA,NA,NA,NA,NA,1.13996078402677e-05,4,1,"Forest_disc_NLD200","derma"
34,5,2.05654505304579e-30,24.6,42.5,54.1,7.8,57.1,NA,NA,NA,NA,NA,0.54,0.1914,0.1146,0.0926,0.0614,NA,NA,NA,NA,NA,2.05654505304579e-27,5,1,"Forest_disc_NLD200","derma"
34,6,6.41258089260608e-30,31.9,17.7,14,41,38.9,58.5,NA,NA,NA,NA,0.2181,0.1905,0.1695,0.1589,0.1402,0.1227,NA,NA,NA,NA,6.41258089260608e-26,6,1,"Forest_disc_NLD200","derma"
34,7,6.49900144592717e-08,27.3,13.5,51,47.5,58.9,56.9,56.8,NA,NA,NA,0.477,0.2096,0.1712,0.0998,0.042,4e-04,0,NA,NA,NA,0.000649900144592717,6,1,"Forest_disc_NLD200","derma"
34,8,7.42090177508108e-08,16.2,43.2,55.9,29.4,34.5,24.9,34.3,20.1,NA,NA,0.3341,0.1757,0.1539,0.1323,0.1051,0.0694,0.0276,0.0019,NA,NA,0.0742090177508108,8,1,"Forest_disc_NLD200","derma"
34,9,2.0681650241839e-30,30.6,14.3,57,46.8,51.2,21.5,7.8,37.3,27.1,NA,0.4297,0.2105,0.1176,0.0859,0.0514,0.0426,0.0266,0.0251,0.0107,NA,2.0681650241839e-23,9,1,"Forest_disc_NLD200","derma"
