"name","data","class_method","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","mean_NB_interval..23","std_NB_interval..24"
"horsecolic","test","Boosting","AMEVA",3.1,0.210818510677892,0.449163508415222,0.0810082933380664,0,0,0.825225225225225,0.0165574159184267,0.812957073098799,0.0181698213028807,0.812926829268293,0.0180434508279774,0.812523107735948,0.017717063358836,0.625221392557577,0.0354229481008985,0.625221392557577,0.0354229481008985,3.1,0.210818510677892
"horsecolic","test","Boosting","CACC",17.9125,4.37442456533174,11.936340713501,4.12856702312659,0,0,0.826126126126126,0.0208270761374171,0.815172601343775,0.0205687634704173,0.810609756097561,0.0281025867603149,0.811859851540218,0.024809705658042,0.624191021815099,0.0491241903987095,0.624191021815099,0.0491241903987095,8.65,1.69946887127845
"horsecolic","test","Boosting","CAIM",2,0,0.316485381126404,0.0639417030409641,0,0,0.808108108108108,0.012049491079723,0.795675764609846,0.0130332780120927,0.791777003484321,0.014603880728598,0.792875564443812,0.0131809644021349,0.586156441974335,0.0261928122163743,0.586156441974335,0.0261928122163743,2,0
"horsecolic","test","Boosting","Chi2",9.9375,1.30869156454495,3.2636402130127,0.154890289481933,0,0,0.828828828828829,0.0228701895070988,0.820080139566578,0.02473941589671,0.812247386759582,0.0266037058682446,0.814339076511863,0.0251463462943429,0.629446855264961,0.0498643622051843,0.629446855264961,0.0498643622051843,7.35,0.606103218198939
"horsecolic","test","Boosting","ChiMerge",9.9375,1.30869156454495,2.64738681316376,0.0806167532174087,0,0,0.828828828828829,0.0228701895070988,0.820080139566578,0.02473941589671,0.812247386759582,0.0266037058682446,0.814339076511863,0.0251463462943429,0.629446855264961,0.0498643622051843,0.629446855264961,0.0498643622051843,7.35,0.606103218198939
"horsecolic","test","Boosting","ClusterDisc",3,0,0.00586731433868408,0.00479688791130086,0,0,0.81981981981982,0.0228701895070988,0.80827094886511,0.0259260657258352,0.805104529616725,0.0203366568027436,0.806087454696201,0.0227302621531955,0.612425375366698,0.0454651720458394,0.612425375366698,0.0454651720458394,3,0
"horsecolic","test","Boosting","Extended Chi2",1.175,0.120761472884912,4.54719161987305,0.109795493557245,0,0,0.798198198198198,0.0165574159184267,0.785189217255962,0.0182051638164122,0.781898954703833,0.0149150016960496,0.782608884781588,0.0161234465017068,0.565695139718106,0.0319638929438465,0.565695139718106,0.0319638929438465,1.175,0.120761472884912
"horsecolic","test","Boosting","Forest_disc_100",4.0625,0.13501543121683,17.0903588533401,2.30260363288374,0,0,0.81981981981982,0.0185117537626696,0.807231630659365,0.0186046604139392,0.809651567944251,0.0257241565859023,0.807313056106199,0.0219208878517587,0.615126281066129,0.0436012455962564,0.615126281066129,0.0436012455962564,4.0625,0.13501543121683
"horsecolic","test","Boosting","Forest_disc_125",4.0625,0.0883883476483183,17.0773098707199,2.19301964129548,0,0,0.820720720720721,0.0263341276497222,0.808020478764789,0.0275407898528194,0.808850174216028,0.0340483079214699,0.807595155062993,0.0302322176186457,0.615532163549797,0.0605535971884635,0.615532163549797,0.0605535971884635,4.0625,0.0883883476483183
"horsecolic","test","Boosting","Forest_disc_150",4.0125,0.0709557765246934,16.1856186151505,3.56411283441892,0,0,0.811711711711712,0.0187296890444597,0.798677463308965,0.0201240988071041,0.800191637630662,0.0227687381461426,0.79856000829302,0.0203010020446979,0.597493767798918,0.0407638459186426,0.597493767798918,0.0407638459186426,4.0125,0.0709557765246934
"horsecolic","test","Boosting","Forest_disc_175",4.0875,0.144937726091051,16.8152568101883,2.14776086825146,0,0,0.818018018018018,0.0132948610337409,0.806469930202739,0.0133975901565211,0.803675958188153,0.018903389026476,0.803907474417597,0.0156424839250166,0.608340719540392,0.0310046074276591,0.608340719540392,0.0310046074276591,4.0875,0.144937726091051
"horsecolic","test","Boosting","Forest_disc_200",4.025,0.0790569415042096,17.229411315918,2.81431415943391,0,0,0.817117117117117,0.0228898966968883,0.804877614945408,0.0249202514462021,0.805993031358885,0.0282087975638936,0.804193033146719,0.0255725028337285,0.608915495885898,0.0511663505567809,0.608915495885898,0.0511663505567809,4.025,0.0790569415042096
"horsecolic","test","Boosting","Forest_disc_25",4.05,0.0874007373475126,16.6095646619797,3.37684883635323,0,0,0.824324324324324,0.024488748393844,0.812129880953013,0.0248688322855474,0.812212543554007,0.0305870791218007,0.811349219176721,0.0277186898682733,0.623066159480001,0.0552028937922844,0.623066159480001,0.0552028937922844,4.05,0.0874007373475126
"horsecolic","test","Boosting","Forest_disc_50",4.0875,0.102909075293571,15.4824439287186,2.18405842751655,0,0,0.815315315315315,0.022572517084644,0.802282770092302,0.0235195360117362,0.803554006968641,0.0265508122444508,0.802225633922025,0.0248814670882539,0.604775522779626,0.049612723230013,0.604775522779626,0.049612723230013,4.0875,0.102909075293571
"horsecolic","test","Boosting","Forest_disc_75",4.05,0.0874007373475126,16.1178192853928,3.04315799997093,0,0,0.820720720720721,0.0249267338972338,0.808480154231786,0.026256631989946,0.810365853658537,0.0289677769835178,0.808325253642068,0.0269445289107034,0.6171178722072,0.0538524303214715,0.6171178722072,0.0538524303214715,4.05,0.0874007373475126
"horsecolic","test","Boosting","Forest_disc_DIR100",4.3,0.53748384988657,3.79763119220734,0.0896047751737933,0,0,0.823423423423423,0.0208919244815929,0.811617210902628,0.0226881222431663,0.811498257839721,0.0220021654379588,0.810711467854077,0.0221140146879026,0.621802095991643,0.0439976370368537,0.621802095991643,0.0439976370368537,4.3,0.53748384988657
"horsecolic","test","Boosting","Forest_disc_DIR200",4.1875,0.453573772022442,4.89632999897003,0.0676804320213569,0,0,0.831531531531531,0.0127760044361458,0.822179057645588,0.0136014066398459,0.815905923344948,0.0185201552764752,0.817589630747682,0.0150120344174524,0.635760689477049,0.0297641303243446,0.635760689477049,0.0297641303243446,4.1875,0.453573772022442
"horsecolic","test","Boosting","Forest_disc_DIR50",4.3125,0.531147865999248,3.47562770843506,0.0312545274015933,0,0,0.820720720720721,0.0155751381139819,0.809247451025339,0.0169617214427806,0.803797909407665,0.0155849088095548,0.80604975377809,0.0161946035438469,0.612309548862424,0.0322666832897572,0.612309548862424,0.0322666832897572,4.3125,0.531147865999248
"horsecolic","test","Boosting","Forest_disc_NLD100",7.2,0.874404559304978,2.73094902038574,0.111509828150954,0,0,0.822522522522523,0.020827076137417,0.811266701515023,0.0224337771364855,0.807247386759582,0.0244224664093207,0.808395081143901,0.0228455473336328,0.617151769172794,0.0455595209965835,0.617151769172794,0.0455595209965835,7.2,0.874404559304978
"horsecolic","test","Boosting","Forest_disc_NLD200",6.6625,0.803745571959463,3.81495981216431,0.0842200443103382,0,0,0.82972972972973,0.0249267338972337,0.820918733564862,0.0298244104376379,0.812961672473868,0.0235633859643642,0.815591254093548,0.0254108629760172,0.631682485799613,0.0509024694953945,0.631682485799613,0.0509024694953945,6.6625,0.803745571959463
"horsecolic","test","Boosting","Forest_disc_NLD50",6.6,0.853505841937958,2.40347213745117,0.0992553102080054,0,0,0.827927927927928,0.0201223610423435,0.817128854058251,0.0210799415914955,0.813048780487805,0.0247364197713761,0.814161442634437,0.0227700876671397,0.628722698129357,0.0452535682118125,0.628722698129357,0.0452535682118125,6.6,0.853505841937958
"horsecolic","test","Boosting","GLMDisc",3,0.311804782231162,11.3854520082474,0.142654549562386,0,0,0.817117117117117,0.0208270761374171,0.804414694500701,0.0222892977381053,0.802456445993031,0.0238849616509477,0.803083923536022,0.0229519356079513,0.606327583162173,0.045847724619879,0.606327583162173,0.045847724619879,3,0.311804782231162
"horsecolic","test","Boosting","MDLP",1.2375,0.0709557765246933,0.102084517478943,0.00991940503748297,0,0,0.798198198198198,0.0195541388541738,0.785150825289321,0.0211834806188217,0.779878048780488,0.0209798746890809,0.781660321986996,0.020788153709886,0.563754548998428,0.0413991952310269,0.563754548998428,0.0413991952310269,1.2375,0.0709557765246933
"horsecolic","test","Boosting","Modified Chi2",1.125,0,2.84781081676483,0.0489978990129363,0,0,0.795495495495495,0.0194848386756857,0.782032523021169,0.0220210395485689,0.779250871080139,0.0185211385431347,0.779850189545637,0.0197103956556751,0.560100605263944,0.0393340078890407,0.560100605263944,0.0393340078890407,1.125,0
"horsecolic","test","Boosting","OneR",8.9875,0.644016261009335,0.0652007818222046,0.00715712018039541,0,0,0.815315315315316,0.0318516568102048,0.804750883329444,0.0340535733576673,0.794965156794425,0.0368019372031482,0.798572451164121,0.0356887677248724,0.59776074804226,0.0709709761682836,0.59776074804226,0.0709709761682836,8.9875,0.644016261009335
"horsecolic","test","Boosting","RDGR",2.0875,0.0843685697138191,0.393680477142334,0.0191195695247656,0,0,0.804504504504505,0.0261967909760533,0.791580467045903,0.0280885717008168,0.790940766550523,0.0268586652830686,0.790347159804609,0.0271345611294524,0.581144150550919,0.0540752885065784,0.581144150550919,0.0540752885065784,2.0875,0.0843685697138191
"horsecolic","test","Boosting","RSTGDH",3.0875,0.0843685697138191,0.0396645545959473,0.0124045819992156,0,0,0.813513513513514,0.0251428656924138,0.8010663996454,0.0263801437265607,0.798588850174216,0.0280245974385976,0.799135082111221,0.0271282510689901,0.598602135133585,0.0540499059303861,0.598602135133585,0.0540499059303861,3.0875,0.0843685697138191
"horsecolic","test","Boosting","RSTI",5,0,0.00924568176269531,0.0023486806402226,0,0,0.807207207207207,0.0288663419596346,0.794118735317533,0.0301170283150812,0.795104529616725,0.0336011139405221,0.79352064457064,0.0313869974707039,0.587558728714289,0.0626602623245602,0.587558728714289,0.0626602623245602,5,0
"horsecolic","test","Boosting","RSTLDH",3,0,0.0135413646697998,0.00279514836037683,0,0,0.825225225225225,0.021738091376401,0.813760237928993,0.0231407402344966,0.811411149825784,0.0252018135718857,0.811817990631392,0.0235783341734763,0.623950513348805,0.0471451263471159,0.623950513348805,0.0471451263471159,3,0
