"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,1.4014386857215e-09,82.6,61.8,NA,NA,NA,NA,NA,NA,NA,NA,0.5689,0.4311,NA,NA,NA,NA,NA,NA,NA,NA,1.4014386857215e-09,2,1,"Forest_disc_NLD50","sat"
1,3,1.14923344795776e-09,82,61.6,94.5,NA,NA,NA,NA,NA,NA,NA,0.5746,0.4164,0.009,NA,NA,NA,NA,NA,NA,NA,1.14923344795776e-08,3,1,"Forest_disc_NLD50","sat"
1,4,2.75169878918391e-30,69.4,85.4,53.4,51,NA,NA,NA,NA,NA,NA,0.5295,0.3707,0.0611,0.0387,NA,NA,NA,NA,NA,NA,2.75169878918391e-28,4,1,"Forest_disc_NLD50","sat"
1,5,1.31244372369299e-09,82.6,61.2,66.1,83.3,86.2,NA,NA,NA,NA,NA,0.5327,0.3568,0.0838,0.0267,0,NA,NA,NA,NA,NA,1.31244372369299e-07,4,1,"Forest_disc_NLD50","sat"
1,6,3.31761800869936e-11,70.1,85.6,54.7,53.9,81.4,54,NA,NA,NA,NA,0.4934,0.3362,0.0903,0.0442,0.0359,0,NA,NA,NA,NA,3.31761800869936e-08,5,1,"Forest_disc_NLD50","sat"
1,7,1.17617368827378e-09,62,80.1,84.6,83.3,79.5,58.5,79.3,NA,NA,NA,0.372,0.1896,0.1633,0.1594,0.0717,0.044,0,NA,NA,NA,1.17617368827378e-05,6,1,"Forest_disc_NLD50","sat"
1,8,6.8818833707546e-10,82.2,63.2,55.5,72.4,81.7,90.9,65.4,75.9,NA,NA,0.4673,0.3249,0.0699,0.046,0.0436,0.0277,0.0187,0.0019,NA,NA,0.00068818833707546,8,1,"Forest_disc_NLD50","sat"
1,9,1.07615544956346e-09,60.3,63,80,82.8,84.9,82.1,84.8,76.4,73.3,NA,0.2342,0.165,0.1292,0.1212,0.099,0.0947,0.0793,0.0493,0.028,NA,0.0107615544956346,9,1,"Forest_disc_NLD50","sat"
1,10,1.66477990660383e-07,67.1,57.1,76.4,81.8,91,74.2,80.5,87.7,84.7,84.1,0.3321,0.1273,0.1173,0.1039,0.097,0.0816,0.0723,0.0379,0.0295,0.001,16.6477990660383,10,1,"Forest_disc_NLD50","sat"
2,2,2.12467823450175e-08,100.5,65.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5552,0.4448,NA,NA,NA,NA,NA,NA,NA,NA,2.12467823450175e-08,2,1,"Forest_disc_NLD50","sat"
2,3,1.11537160963581e-08,102.8,61,81.6,NA,NA,NA,NA,NA,NA,NA,0.4342,0.2942,0.2716,NA,NA,NA,NA,NA,NA,NA,1.11537160963581e-07,3,1,"Forest_disc_NLD50","sat"
2,4,5.62288808617526e-09,102.3,72.6,64,47.8,NA,NA,NA,NA,NA,NA,0.4735,0.402,0.0696,0.0549,NA,NA,NA,NA,NA,NA,5.62288808617526e-07,4,1,"Forest_disc_NLD50","sat"
2,5,1.14621433606688e-09,86.4,99.2,57,75,115.6,NA,NA,NA,NA,NA,0.3028,0.3002,0.2182,0.1063,0.0724,NA,NA,NA,NA,NA,1.14621433606688e-06,5,1,"Forest_disc_NLD50","sat"
2,6,4.02792526462162e-10,82.7,104.9,54.8,114.8,108.6,74.8,NA,NA,NA,NA,0.5064,0.2701,0.1846,0.0342,0.0034,0.0012,NA,NA,NA,NA,4.02792526462162e-06,6,1,"Forest_disc_NLD50","sat"
2,7,1.75759840397295e-12,86.7,55.4,111.5,99.3,85.4,86.7,67.1,NA,NA,NA,0.5122,0.2044,0.1675,0.0446,0.0358,0.0236,0.0119,NA,NA,NA,1.75759840397295e-08,6,1,"Forest_disc_NLD50","sat"
2,8,2.41036571759447e-31,84.6,53.8,111.9,108.5,107.2,89.1,69,102.1,NA,NA,0.5032,0.1717,0.0724,0.0718,0.0714,0.0495,0.0346,0.0254,NA,NA,2.41036571759447e-25,8,1,"Forest_disc_NLD50","sat"
2,9,4.41026255936675e-13,86.1,55.3,111.2,109.7,102.5,91.5,111.5,112,67.6,NA,0.5732,0.2056,0.1152,0.0358,0.0225,0.019,0.0182,0.0105,0,NA,4.41026255936675e-07,8,1,"Forest_disc_NLD50","sat"
2,10,1.01437206571974e-10,84.3,54.4,107.9,101.6,109.8,109.7,89.9,70.2,106.5,114.6,0.4891,0.1784,0.0737,0.053,0.0444,0.042,0.036,0.0345,0.0337,0.0151,0.0101437206571974,10,1,"Forest_disc_NLD50","sat"
3,2,2.3191558241132e-06,102.9,66.5,NA,NA,NA,NA,NA,NA,NA,NA,0.8245,0.1758,NA,NA,NA,NA,NA,NA,NA,NA,2.3191558241132e-06,2,1,"Forest_disc_NLD50","sat"
3,3,8.53572151352423e-31,89.2,111.5,66.5,NA,NA,NA,NA,NA,NA,NA,0.5693,0.3828,0.0479,NA,NA,NA,NA,NA,NA,NA,8.53572151352423e-30,3,1,"Forest_disc_NLD50","sat"
3,4,1.2316040380553e-10,91.1,113.4,66.5,103.7,NA,NA,NA,NA,NA,NA,0.6095,0.2967,0.061,0.0328,NA,NA,NA,NA,NA,NA,1.2316040380553e-08,4,1,"Forest_disc_NLD50","sat"
3,5,1.98942440488438e-11,89,111.5,103.2,115.8,66.5,NA,NA,NA,NA,NA,0.5213,0.1956,0.143,0.0892,0.0509,NA,NA,NA,NA,NA,1.98942440488438e-08,5,1,"Forest_disc_NLD50","sat"
3,6,8.34429863522508e-10,94,110.4,119.6,66.5,89.9,116.1,NA,NA,NA,NA,0.6332,0.113,0.0942,0.0765,0.0507,0.0323,NA,NA,NA,NA,8.34429863522508e-06,6,1,"Forest_disc_NLD50","sat"
