"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_exe_time_pervar","std_exe_time_pervar","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw"
"sat","test","AMEVA",6,0,10.090048122406,0.111932719551101,0.280279114511278,0.00310924220975282,0,0,0.855880829015544,0.0714323531223029,0.840813289675535,0.0827726031970612,0.828675285592873,0.0777233771886463,0.829991511199762,0.0829711017884761,0.822441914426613,0.0872817592788203,0.870590695343171,0.065337793515275
"sat","test","CACC",6,0,10.0527059793472,0.116715289188191,0.279241832759645,0.00324209136633861,0,0,0.855690846286702,0.071330339284221,0.840565117696644,0.0826417782200956,0.828364852834137,0.077576399899636,0.829713976103786,0.0828311412133171,0.82220311550868,0.0871544090660884,0.870362254656452,0.0652074885030522
"sat","test","CAIM",6,0,10.3351389408112,0.167279889345103,0.28708719280031,0.00464666359291952,0,0,0.855397236614853,0.0722670069089665,0.840417787781705,0.0846920021586832,0.827471323730916,0.0776597839329462,0.829666036035049,0.0834041586477699,0.821835043887183,0.0882986842937994,0.869236052269909,0.0680030905151177
"sat","test","Chi2",17.4222222222222,0.213260934042549,16.9664068937302,0.43015595374894,0.471289080381393,0.0119487764930261,0,0,0.859637305699482,0.0648399481990413,0.84467680746407,0.0776499481286784,0.830314500882704,0.0709540636038721,0.832553600995219,0.0764355173116805,0.826958770124979,0.0791482414133522,0.876343732479497,0.0548881720326727
"sat","test","ChiMerge",17.4222222222222,0.213260934042549,11.0679157495499,0.11910608788628,0.307442104154163,0.00330850244128556,0,0,0.859343696027634,0.0646269476602993,0.844273745604222,0.0773638461555796,0.830035624143098,0.0707791579511124,0.83224133723637,0.0762183252805739,0.826596254534499,0.0788861582296433,0.876091188253209,0.0547041761742646
"sat","test","ClusterDisc",3,0,0.0464581966400146,0.00534581381745434,0.00129050546222263,0.00014849482826262,0,0,0.842288428324698,0.0688429867301316,0.824955657613072,0.0844005761201584,0.802607709799459,0.0775765029404819,0.80621445909899,0.0844561140373117,0.804910506400851,0.0844009801651941,0.857645763212794,0.0636751050952951
"sat","test","Extended Chi2",11.75,0.085883759162513,35.5674792289734,6.19927417765246,0.98798553413815,0.172202060490346,0,0,0.860725388601036,0.0669410965086529,0.845845568158251,0.0794903885725595,0.832481101477547,0.0729879912531902,0.834263156584325,0.0786699418888125,0.828395669354527,0.0816938913411918,0.878377726722466,0.0573647309801065
"sat","test","Forest_disc_100",4,0,35.2264046192169,1.03122217624954,0.978511239422692,0.0286450604513763,0,0,0.833117443868739,0.0782697291853724,0.812239667510611,0.089434323030279,0.805321429546626,0.0824904177282783,0.804870767991449,0.0886541181911593,0.794810231248645,0.0950751685833243,0.859768080405646,0.0613830467844647
"sat","test","Forest_disc_125",4,0,38.3905844688416,0.692007774316902,1.06640512413449,0.0192224381754694,0,0,0.833221070811744,0.0771753443769171,0.815035304465107,0.0856444163610048,0.805669646915689,0.0808834307849122,0.806105370038669,0.0860649532160813,0.795005037400725,0.0937553816397682,0.859628239899786,0.0613305325420602
"sat","test","Forest_disc_150",4,0,42.178036737442,0.957837098758639,1.17161213159561,0.0266065860766286,0,0,0.832150259067357,0.0786474603466485,0.813803733271267,0.0874109449936826,0.805371303524491,0.0824814936933613,0.805510152029952,0.0877944516279748,0.793764393177394,0.0954786069272442,0.85828551631469,0.0620156889404944
"sat","test","Forest_disc_175",4,0,46.4943639993668,0.969350353137865,1.29151011109352,0.026926398698274,0,0,0.831796200345423,0.078180014320201,0.811986977398712,0.0871346514585128,0.805000545343877,0.0823133725447172,0.804736070555164,0.0874607946349145,0.793320505014005,0.0949426541819454,0.858399382488133,0.0621386370268076
"sat","test","Forest_disc_200",4,0,52.3820461273193,1.56400026605595,1.45505683686998,0.0434444518348873,0,0,0.833221070811744,0.0781932905155181,0.812840607526608,0.089610160617953,0.806226582166917,0.081900913537592,0.805709315103066,0.088246340687526,0.795013182467728,0.0949983325282147,0.859732572883077,0.0618430714482066
"sat","test","Forest_disc_25",4,0,29.9924892187119,0.682170237173616,0.833124700519774,0.0189491732548228,0,0,0.831839378238342,0.079256352322719,0.80944852317128,0.0918979753606931,0.804023062117201,0.0848484096315495,0.802864604975985,0.0909961781978751,0.793223089420378,0.0963796488963274,0.858273259426198,0.0630826393567832
"sat","test","Forest_disc_50",4,0,31.5503333568573,0.788270717629196,0.876398148801592,0.0218964088230332,0,0,0.83213298791019,0.0788955068606249,0.812217552313278,0.0899274968368073,0.804656874522004,0.0829638750536569,0.804517621639232,0.0888908158379631,0.793674198275893,0.0958173097723696,0.858014160013423,0.0628431368374087
"sat","test","Forest_disc_75",4,0,32.9512020111084,0.85660382829228,0.915311166975233,0.0237945507858967,0,0,0.832158894645941,0.0782528434341456,0.810954766753635,0.0901677057307202,0.804719026913203,0.082460035927975,0.803642811530632,0.0891804389738754,0.793661889638041,0.0950622841267827,0.858156442682427,0.0623231233849622
"sat","test","MDLP",10.8138888888889,0.178510437077603,3.03772764205933,0.0871912816275146,0.0843813233905369,0.00242198004520873,0,0,0.85926597582038,0.068126481316474,0.843049163827187,0.0805209917675666,0.830882715146561,0.0748330191129893,0.832508237549049,0.0799767928412187,0.826583772208761,0.0832168339202231,0.876135759463617,0.0603268344084462
"sat","test","Modified Chi2",10.9166666666667,0.13893596189105,25.5590739250183,0.124473281962088,0.709974275694954,0.00345759116561354,0,0,0.860483592400691,0.0680365062978032,0.845031604385872,0.0808339189099617,0.832493948305194,0.0742208086185601,0.83422449402733,0.079787329043154,0.828119197538512,0.083047008858046,0.878267808690593,0.0582983034909952
"sat","test","OneR",4.10277777777778,0.137830240300316,1.12689926624298,0.0623471723150073,0.0313027573956384,0.00173186589763909,0,0,0.714067357512953,0.061047156057285,0.732477374313836,0.0741547579941848,0.682035489411924,0.0591728344328136,0.674991877146375,0.0673418757063534,0.645631995292692,0.0745547493783893,0.727220201899592,0.0556805559077723
"sat","test","RDGR",5,0,8.57339322566986,0.192481755356145,0.238149811824163,0.00534671542655961,0,0,0.850233160621762,0.0712690694038054,0.836666881902123,0.0826859025815177,0.820281896314106,0.0749929917551166,0.822918177041164,0.0815235386695067,0.815481291892781,0.0867409848006812,0.869488920219175,0.0628229306598535
"sat","test","RSTGDH",1.27777777777778,0,0.404485130310059,0.0488682390737458,0.0112356980641683,0.00135745108538183,0,0,0.756200345423143,0.051614570956092,0.720081509859543,0.0546816414228861,0.714599812022821,0.0528068596071578,0.710944327998862,0.0566248436434082,0.699663279834081,0.0610304827762019,0.776393846543606,0.0246015891721604
"sat","test","RSTI",5,0,0.0280223369598389,0.00885539859169715,0.000778398248884413,0.00024598329421381,0,0,0.838583765112263,0.0762937785605071,0.817342705584154,0.0896121706232507,0.8110149620265,0.0813151296118605,0.809813023107257,0.0884046061808019,0.801456237728275,0.0928817153441116,0.860528965087265,0.0660191735156064
"sat","test","RSTLDH",3,0,0.168388104438782,0.0107664889970496,0.00467744734552171,0.000299069138806935,0,0,0.837003454231433,0.0701651732771956,0.822807032192515,0.0809893079759498,0.80619110436592,0.0710854953788903,0.808533505862435,0.0781796978535201,0.799175173883992,0.0852014394927559,0.853917327147691,0.0634132357888699
"sat","test","RSTQ",5,0,0.0338124990463257,0.0047242499780913,0.000939236084620157,0.000131229166058092,0,0,0.848419689119171,0.0721059624757674,0.825175097233404,0.0903951862536959,0.818248692732026,0.0833735348293287,0.815977927100041,0.0916757073259248,0.813113113396649,0.0882911770553902,0.868889533682866,0.0629290072898948
"sat","test","cont",NA,NA,0,0,0,0,0,0,0.857184801381692,0.0755527498106891,0.83783977845523,0.0890064718197531,0.82943945945384,0.0859954600481463,0.829061148287486,0.0906911834337637,0.824012322290001,0.0925093122872788,0.874259318834709,0.0704773513513422
"sat","test","equalfrequencies",2,0,0.0633720874786377,0.0524791089800198,0.00176033576329549,0.00145775302722277,0,0,0.736744386873921,0.080350916044141,0.721794731570408,0.0908458570003025,0.71523763215229,0.086079395454539,0.704229606652027,0.0922021569813746,0.67708365400947,0.0964612451563174,0.749177633467535,0.0676695564849084
"sat","test","equalwidth",25.5527777777778,0.0835214449346239,0.0978889226913452,0.0119571583081087,0.00271913674142626,0.000332143286336352,0,0,0.852357512953368,0.0651301603586418,0.836171020119376,0.0796358229662754,0.821405888531607,0.0721598523759183,0.822908639637193,0.0783810088035844,0.817850771133855,0.0796152212924581,0.867428957840013,0.0577212118472988
"sat","test","infogain",4.98333333333334,0.0224097548484269,4.13717021942139,0.0463084973397398,0.114921394983927,0.00128634714832612,0,0,0.847219343696028,0.0735947605386275,0.830766435875864,0.0862685416572832,0.819841928910599,0.0770391498364352,0.821110111581845,0.0839073194113684,0.812062660650911,0.0895379262619134,0.866277274200195,0.062842381467311
"sat","test","logreg",4.88611111111111,0.0232686755482616,0.91865713596344,0.0330054349882451,0.0255182537767622,0.000916817638562365,0,0,0.839689119170984,0.0767165190362682,0.809199059816594,0.105685269490476,0.80373648425421,0.0891332586429375,0.802001473373361,0.0991947458259416,0.801905467517863,0.0943616768799666,0.861611569604846,0.069822461459
"sat","test","naive",6,0,0.0668517827987671,0.00739273507433987,0.00185699396663242,0.000205353752064996,0,0,0.853065630397236,0.0697107877255832,0.834658747511951,0.0863553965579643,0.823001791486724,0.0764035915103658,0.823894036886755,0.0833782343702864,0.818885601869457,0.0851300580340782,0.871429272935922,0.0618554732117151
"sat","train","AMEVA",6,0,10.090048122406,0.111932719551101,0.280279114511278,0.00310924220975282,0,0,0.897839437661858,0.0764835066425111,0.888014943810563,0.0870518786950287,0.878982973516411,0.0865625001538889,0.879347475588483,0.0898170499201727,0.874094415748131,0.0942357263493733,0.907270678210176,0.0807296173604412
"sat","train","CACC",6,0,10.0527059793472,0.116715289188191,0.279241832759645,0.00324209136633861,0,0,0.897876433592305,0.0765322180366109,0.888046014106241,0.0870916440611363,0.879041221041125,0.0866416816565201,0.87939275926422,0.089876908640059,0.874140109731089,0.0942959023938134,0.90729510098839,0.0807576126511014
"sat","train","CAIM",6,0,10.3351389408112,0.167279889345103,0.28708719280031,0.00464666359291952,0,0,0.893259341472438,0.0773146594320823,0.882555894473993,0.0894476763271642,0.873435889630886,0.0864545898009095,0.874252694137789,0.0902565238692069,0.868493981303282,0.0951636863016487,0.902824231059869,0.081673374272787
"sat","train","Chi2",17.4222222222222,0.213260934042549,16.9664068937302,0.43015595374894,0.471289080381393,0.0119487764930261,0,0,0.912870884202738,0.0702358945027031,0.904131768431586,0.0801189781490732,0.894909940935195,0.0824045970375107,0.895557299619613,0.0841703832397849,0.892507414687221,0.0867034068595654,0.922956671977375,0.0717930879908734
"sat","train","ChiMerge",17.4222222222222,0.213260934042549,11.0679157495499,0.11910608788628,0.307442104154163,0.00330850244128556,0,0,0.912870884202738,0.0702358945027031,0.904131768431586,0.0801189781490732,0.894909940935195,0.0824045970375107,0.895557299619613,0.0841703832397849,0.892507414687221,0.0867034068595654,0.922956671977375,0.0717930879908734
"sat","train","ClusterDisc",3,0,0.0464581966400146,0.00534581381745434,0.00129050546222263,0.00014849482826262,0,0,0.8659008509064,0.0756488945288587,0.853827952879192,0.0914732083215455,0.834382940044068,0.0883615615134502,0.836238052581667,0.0937799845768237,0.834282130292812,0.0933741172260579,0.879639324359074,0.0791197293383205
"sat","train","Extended Chi2",11.75,0.085883759162513,35.5674792289734,6.19927417765246,0.98798553413815,0.172202060490346,0,0,0.909507954125046,0.0724923713251809,0.900393360739197,0.0829284674226433,0.891883074857529,0.0838065179174055,0.892159534936795,0.0862067157187449,0.888441437014098,0.0893849812117581,0.920107650277192,0.0736403078389537
"sat","train","Forest_disc_100",4,0,35.2264046192169,1.03122217624954,0.978511239422692,0.0286450604513763,0,0,0.866093229744728,0.0853856050843859,0.848861057068323,0.0987169082680698,0.845317067272184,0.0932689402787867,0.843660007126218,0.0985986389407842,0.835436870439118,0.104490307981834,0.888392450671612,0.0755404441218806
"sat","train","Forest_disc_125",4,0,38.3905844688416,0.692007774316902,1.06640512413449,0.0192224381754694,0,0,0.865186829448761,0.0864063111228018,0.850309502401189,0.0967033281174809,0.845163143367968,0.0939473214713849,0.844021864745028,0.0982816724459992,0.834435004265637,0.105679681501368,0.888090885141394,0.0760622658026993
"sat","train","Forest_disc_150",4,0,42.178036737442,0.957837098758639,1.17161213159561,0.0266065860766286,0,0,0.864047354790973,0.0863533564080144,0.848649172635936,0.0970764107670241,0.844128851164074,0.0935443527285784,0.842779138485641,0.098142911025572,0.833064234583638,0.10557945932421,0.886920696838848,0.0763623258461328
"sat","train","Forest_disc_175",4,0,46.4943639993668,0.969350353137865,1.29151011109352,0.026926398698274,0,0,0.865497595264521,0.0851336837905102,0.84953627603269,0.0960496204867671,0.845991948063181,0.0918420600025096,0.844389545574448,0.0966008942831502,0.834851446965759,0.104047720913918,0.888456205590938,0.0748125713628154
"sat","train","Forest_disc_200",4,0,52.3820461273193,1.56400026605595,1.45505683686998,0.0434444518348873,0,0,0.865142434332224,0.0850900055620188,0.847624503389729,0.0986048526176369,0.845133233419469,0.0919866255159582,0.843044620348251,0.0977625743874561,0.834357178790039,0.104060922859375,0.887688248558858,0.0754946016780259
"sat","train","Forest_disc_25",4,0,29.9924892187119,0.682170237173616,0.833124700519774,0.0189491732548228,0,0,0.865948945615982,0.0878147443235319,0.847397269506809,0.103109431127426,0.845683760996039,0.0965159348291398,0.842829166941218,0.102605347678995,0.835287190859685,0.107494661803515,0.888286619862999,0.0775023471983017
"sat","train","Forest_disc_50",4,0,31.5503333568573,0.788270717629196,0.876398148801592,0.0218964088230332,0,0,0.865627081021088,0.0866238837174791,0.849183604497479,0.0994138016203558,0.845768519124111,0.0938402258880888,0.843913305322098,0.0993084058092055,0.834976211023638,0.105917767942491,0.888019799318901,0.0766306313203122
"sat","train","Forest_disc_75",4,0,32.9512020111084,0.85660382829228,0.915311166975233,0.0237945507858967,0,0,0.864032556418794,0.0859840077717105,0.845570598556172,0.100267268333056,0.843694093342951,0.0939956109424081,0.840870075705438,0.100118529399365,0.832954565718943,0.105205194736784,0.887197675575477,0.0757489798918961
"sat","train","MDLP",10.8138888888889,0.178510437077603,3.03772764205933,0.0871912816275146,0.0843813233905369,0.00242198004520873,0,0,0.905408805031446,0.0753846111611798,0.894353872758794,0.0871228225524054,0.886891612461649,0.0880644947366849,0.887074844371104,0.0900848945981998,0.883351865803632,0.0930380625520526,0.915806489077619,0.0769271853814347
