"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,1.38736562930047e-07,0.71,0.377,NA,NA,NA,NA,NA,NA,NA,NA,0.6679,0.3321,NA,NA,NA,NA,NA,NA,NA,NA,1.38736562930047e-07,2,1,"Forest_disc_NLD50","ecoli"
1,3,1.38293593588474e-07,0.71,0.376,0.418,NA,NA,NA,NA,NA,NA,NA,0.6674,0.3206,0.012,NA,NA,NA,NA,NA,NA,NA,1.38293593588474e-06,3,1,"Forest_disc_NLD50","ecoli"
1,4,6.93334779979405e-33,0.568,0.775,0.236,0.774,NA,NA,NA,NA,NA,NA,0.5662,0.3245,0.109,3e-04,NA,NA,NA,NA,NA,NA,6.93334779979405e-31,4,1,"Forest_disc_NLD50","ecoli"
1,5,8.05038716753865e-31,0.601,0.672,0.269,0.838,0.884,NA,NA,NA,NA,NA,0.4905,0.2293,0.1483,0.1318,0,NA,NA,NA,NA,NA,8.05038716753865e-29,4,1,"Forest_disc_NLD50","ecoli"
1,6,6.39254612251987e-09,0.631,0.687,0.507,0.812,0.269,0.355,NA,NA,NA,NA,0.3607,0.1781,0.1706,0.1555,0.1343,7e-04,NA,NA,NA,NA,6.39254612251987e-05,6,1,"Forest_disc_NLD50","ecoli"
1,7,2.18396541098053e-08,0.735,0.496,0.596,0.771,0.279,0.608,0.247,NA,NA,NA,0.2914,0.2204,0.1762,0.1323,0.0802,0.0601,0.0393,NA,NA,NA,0.00218396541098053,7,1,"Forest_disc_NLD50","ecoli"
1,8,1.91632571694057e-27,0.668,0.821,0.543,0.615,0.237,0.485,0.637,0.468,NA,NA,0.3314,0.149,0.122,0.1175,0.1052,0.1023,0.0497,0.0228,NA,NA,1.91632571694057e-21,8,1,"Forest_disc_NLD50","ecoli"
1,9,4.04853826223579e-08,0.75,0.564,0.669,0.376,0.359,0.742,0.366,0.681,0.107,NA,0.2647,0.1821,0.1552,0.0878,0.0838,0.0826,0.0701,0.063,0.0108,NA,0.404853826223579,9,1,"Forest_disc_NLD50","ecoli"
1,10,2.0398757189367e-08,0.745,0.464,0.237,0.442,0.498,0.588,0.586,0.689,0.579,0.535,0.4234,0.0927,0.0828,0.0792,0.0619,0.0559,0.0546,0.0532,0.0522,0.0442,2.0398757189367,10,1,"Forest_disc_NLD50","ecoli"
2,2,1.67628569133991e-05,0.628,0.315,NA,NA,NA,NA,NA,NA,NA,NA,0.714,0.2863,NA,NA,NA,NA,NA,NA,NA,NA,1.67628569133991e-05,2,1,"Forest_disc_NLD50","ecoli"
2,3,1.61200336345212e-31,0.595,0.409,0.842,NA,NA,NA,NA,NA,NA,NA,0.5222,0.3987,0.0791,NA,NA,NA,NA,NA,NA,NA,1.61200336345212e-30,3,1,"Forest_disc_NLD50","ecoli"
2,4,4.01651849014585e-17,0.491,0.699,0.315,0.844,NA,NA,NA,NA,NA,NA,0.6588,0.2128,0.0764,0.0521,NA,NA,NA,NA,NA,NA,4.01651849014585e-15,4,1,"Forest_disc_NLD50","ecoli"
2,5,2.00192452218064e-13,0.526,0.558,0.376,0.804,0.699,NA,NA,NA,NA,NA,0.3355,0.2829,0.2272,0.1223,0.032,NA,NA,NA,NA,NA,2.00192452218064e-10,5,1,"Forest_disc_NLD50","ecoli"
2,6,7.85135303081817e-09,0.491,0.75,0.455,0.418,0.651,0.341,NA,NA,NA,NA,0.3935,0.2185,0.1584,0.1293,0.0744,0.0259,NA,NA,NA,NA,7.85135303081817e-05,6,1,"Forest_disc_NLD50","ecoli"
