"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,7.89448056901646e-09,44.1,65.9,NA,NA,NA,NA,NA,NA,NA,NA,0.6213,0.3787,NA,NA,NA,NA,NA,NA,NA,NA,7.89448056901646e-09,2,1,"Forest_disc_25","Haberman"
1,3,3.98324273771418e-23,47.7,68.2,32.5,NA,NA,NA,NA,NA,NA,NA,0.6492,0.2799,0.0709,NA,NA,NA,NA,NA,NA,NA,3.98324273771418e-22,3,1,"Forest_disc_25","Haberman"
1,4,1.17497146045364e-22,47.7,68.2,32.5,32.5,NA,NA,NA,NA,NA,NA,0.6492,0.2799,0.0355,0.0355,NA,NA,NA,NA,NA,NA,1.17497146045364e-21,3,1,"Forest_disc_25","Haberman"
1,5,8.35994230422197e-23,47.7,68.2,32.5,32.5,32.5,NA,NA,NA,NA,NA,0.6492,0.2799,0.0236,0.0236,0.0236,NA,NA,NA,NA,NA,8.35994230422197e-22,3,1,"Forest_disc_25","Haberman"
1,6,1.17571927271146e-22,47.7,68.2,32.5,32.5,32.5,32.5,NA,NA,NA,NA,0.6492,0.2799,0.0177,0.0177,0.0177,0.0177,NA,NA,NA,NA,1.17571927271146e-21,3,1,"Forest_disc_25","Haberman"
1,7,3.99760589183285e-23,47.7,68.2,32.5,32.5,32.5,32.5,32.5,NA,NA,NA,0.6492,0.2799,0.0142,0.0142,0.0142,0.0142,0.0142,NA,NA,NA,3.99760589183285e-22,3,1,"Forest_disc_25","Haberman"
1,8,1.1677242645726e-22,47.7,68.2,32.5,32.5,32.5,32.5,32.5,32.5,NA,NA,0.6492,0.2799,0.0118,0.0118,0.0118,0.0118,0.0118,0.0118,NA,NA,1.1677242645726e-21,3,1,"Forest_disc_25","Haberman"
1,9,1.08664047276477e-22,47.7,68.2,32.5,32.5,32.5,32.5,32.5,32.5,32.5,NA,0.6492,0.2799,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,NA,1.08664047276477e-21,3,1,"Forest_disc_25","Haberman"
1,10,5.54213597937422e-23,47.7,68.2,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,0.6492,0.2799,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,5.54213597937422e-22,3,1,"Forest_disc_25","Haberman"
2,2,2.09478384820069e-13,60.1,66.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5106,0.4894,NA,NA,NA,NA,NA,NA,NA,NA,2.09478384820069e-13,2,1,"Forest_disc_25","Haberman"
2,3,1.36738126349278e-17,62.3,66.9,58.6,NA,NA,NA,NA,NA,NA,NA,0.4836,0.3191,0.1973,NA,NA,NA,NA,NA,NA,NA,1.36738126349278e-16,3,1,"Forest_disc_25","Haberman"
2,4,1.31225143154929e-17,62.3,66.9,58.5,58.5,NA,NA,NA,NA,NA,NA,0.4841,0.3198,0.098,0.098,NA,NA,NA,NA,NA,NA,1.31225143154929e-16,3,1,"Forest_disc_25","Haberman"
2,5,1.30451290923384e-17,62.3,66.9,58.5,58.5,58.5,NA,NA,NA,NA,NA,0.4845,0.3203,0.065,0.065,0.065,NA,NA,NA,NA,NA,1.30451290923384e-16,3,1,"Forest_disc_25","Haberman"
