"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_exe_time_pervar","std_exe_time_pervar","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw"
"bands","test","AMEVA",3.07368421052632,0.156010162659654,0.657460236549377,0.268962394754973,0.0346031703447041,0.0141559155134196,0,0,0.741499144178594,0.0927340483084534,0.738977846978874,0.0953983068025079,0.726693295839885,0.0977936177950237,0.728201810044509,0.0984280644496753,0.460298644517889,0.194729191251674,0.460298644517889,0.194729191251674
"bands","test","CACC",6.21578947368421,0.870652392476632,1.70122556686401,0.902066848733103,0.0895381877296849,0.0474772025649001,0,0,0.745556101824538,0.0871497342566161,0.747007342482546,0.0890152462953615,0.729117884401442,0.0923517121003151,0.730484277283722,0.0930995363700367,0.466823398533623,0.183130911367467,0.466823398533623,0.183130911367467
"bands","test","CAIM",2,0,0.504915690422058,0.217192754981473,0.0265745100222136,0.0114311976306039,0,0,0.720222877745002,0.0607373454967312,0.719526809537145,0.0634063847538465,0.705726311869538,0.0641901657460441,0.705916794625835,0.0659165671361559,0.417489823650016,0.128273344436305,0.417489823650016,0.128273344436305
"bands","test","Chi2",5.33684210526316,0.562302283827043,2.52323355674744,0.876258558372454,0.132801766144602,0.0461188714932871,0,0,0.731654466659383,0.0930471848737585,0.728603494112672,0.0959337543976679,0.719115791774975,0.0971063016977699,0.719869420696568,0.097344123302014,0.443011376136433,0.193305733204976,0.443011376136433,0.193305733204976
"bands","test","ChiMerge",5.33684210526316,0.562302283827043,1.60333611965179,0.536280227748614,0.0843861115606207,0.0282252751446639,0,0,0.732391929786226,0.0926168958828681,0.729247728476593,0.0954539210774179,0.720131574724816,0.0965437416226907,0.720898364347811,0.0967544419121062,0.444886222693775,0.192228703602165,0.444886222693775,0.192228703602165
"bands","test","ClusterDisc",3,0,0.0135019063949585,0.00552710584899126,0.000710626652366236,0.000290900307841646,0,0,0.713808769438071,0.101968899365445,0.708574845010912,0.105511104448425,0.70154130630703,0.107259318313913,0.701307697671252,0.107912482941972,0.406321997142256,0.213437070103978,0.406321997142256,0.213437070103978
"bands","test","Extended Chi2",2.21578947368421,0.0159227205501982,6.58502867221832,2.49892092483517,0.346580456432543,0.131522153938693,0,0,0.701979314614516,0.0543420358359836,0.702873217864613,0.0608944891938815,0.681462699100371,0.0584115558659295,0.681238134742436,0.0620899391614442,0.372263697867272,0.117763310330579,0.372263697867272,0.117763310330579
"bands","test","Forest_disc_100",3.88421052631579,0.052003387553218,66.9723425626755,24.0492934759479,3.52486013487766,1.26575228820778,0,0,0.724588477366255,0.0933192637972231,0.719098273619314,0.0964072201709857,0.714578118481435,0.096513966797276,0.714722766387351,0.096693812429032,0.431205554541894,0.19278958776046,0.431205554541894,0.19278958776046
"bands","test","Forest_disc_125",3.87368421052631,0.0260016937766092,66.9321815729141,28.3822501634581,3.52274639857443,1.49380264018201,0,0,0.725205761316873,0.0962518318391435,0.72012474615461,0.0997903062836762,0.715415102211097,0.0994864607705475,0.715477461932587,0.0995864021130882,0.432723183045325,0.198747454985319,0.432723183045325,0.198747454985319
"bands","test","Forest_disc_150",3.9,0.0371530146171292,65.3268555164337,23.942976239992,3.43825555349651,1.26015664421011,0,0,0.731275720164609,0.0964326585777851,0.726215195328533,0.0994087840171489,0.721187943262411,0.0999573844976991,0.721242677111598,0.100389098090739,0.444606889112939,0.199735207495776,0.444606889112939,0.199735207495776
