"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,0.000241388605511925,0.88407,-0.98737,NA,NA,NA,NA,NA,NA,NA,NA,0.6149,0.3849,NA,NA,NA,NA,NA,NA,NA,NA,0.000241388605511925,2,1,"Forest_disc_NLD50","banana"
1,3,1.36812611798621e-28,-0.34529,1.10128,-1.87869,NA,NA,NA,NA,NA,NA,NA,0.5015,0.4272,0.0713,NA,NA,NA,NA,NA,NA,NA,1.36812611798621e-27,3,1,"Forest_disc_NLD50","banana"
1,4,1.51480979124491e-29,-0.6202,1.13452,0.32626,-2.19976,NA,NA,NA,NA,NA,NA,0.3965,0.375,0.1926,0.036,NA,NA,NA,NA,NA,NA,1.51480979124491e-27,4,1,"Forest_disc_NLD50","banana"
1,5,3.14583177468611e-30,1.18658,0.02954,-0.64499,-1.75544,0.15231,NA,NA,NA,NA,NA,0.3488,0.3309,0.186,0.0843,0.0501,NA,NA,NA,NA,NA,3.14583177468611e-27,5,1,"Forest_disc_NLD50","banana"
1,6,1.76261306486054e-30,0.66699,-0.74307,-1.23689,0.08155,1.83002,-2.01056,NA,NA,NA,NA,0.5453,0.1734,0.1226,0.0726,0.0644,0.0217,NA,NA,NA,NA,1.76261306486054e-26,6,1,"Forest_disc_NLD50","banana"
1,7,7.99635076468733e-32,1.11531,-0.24258,-0.36003,-1.83889,-0.63511,0.01585,-2.18627,NA,NA,NA,0.4133,0.2504,0.1583,0.0707,0.0704,0.0342,0.0027,NA,NA,NA,7.99635076468733e-27,7,1,"Forest_disc_NLD50","banana"
1,8,4.71924877811297e-31,1.22363,-0.114,-1.58356,-0.36854,0.04551,0.24136,0.34305,-0.30607,NA,NA,0.3203,0.2025,0.1277,0.1127,0.093,0.0826,0.0503,0.0109,NA,NA,4.71924877811297e-25,8,1,"Forest_disc_NLD50","banana"
1,9,4.92835902537417e-32,1.21589,-1.56424,0.20426,0.02268,-0.09906,-0.10214,-0.27506,-0.0876,-0.24953,NA,0.3293,0.1342,0.1053,0.0991,0.0946,0.0888,0.0715,0.0396,0.0376,NA,4.92835902537417e-25,9,1,"Forest_disc_NLD50","banana"
1,10,2.86294186215249e-28,0.45471,0.6881,0.59874,1.25216,-1.5468,0.15317,-0.77505,0.42611,-0.87676,1.92309,0.1439,0.1213,0.1064,0.1063,0.1045,0.0986,0.0972,0.0964,0.0867,0.0386,2.86294186215249e-20,10,1,"Forest_disc_NLD50","banana"
2,2,0.000416796754178121,-0.56683,1.49257,NA,NA,NA,NA,NA,NA,NA,NA,0.5713,0.4283,NA,NA,NA,NA,NA,NA,NA,NA,0.000416796754178121,2,1,"Forest_disc_NLD50","banana"
2,3,4.79981905255854e-28,0.97304,-0.77334,2.25857,NA,NA,NA,NA,NA,NA,NA,0.4888,0.4321,0.0791,NA,NA,NA,NA,NA,NA,NA,4.79981905255854e-27,3,1,"Forest_disc_NLD50","banana"
2,4,6.11747917310542e-30,0.23139,-0.92767,1.19864,1.87096,NA,NA,NA,NA,NA,NA,0.3479,0.308,0.1762,0.1679,NA,NA,NA,NA,NA,NA,6.11747917310542e-28,4,1,"Forest_disc_NLD50","banana"
2,5,5.38221443792051e-29,-0.61586,1.7783,0.48859,0.5874,-1.07708,NA,NA,NA,NA,NA,0.2393,0.2385,0.1916,0.1836,0.1469,NA,NA,NA,NA,NA,5.38221443792051e-26,5,1,"Forest_disc_NLD50","banana"
2,6,2.43334812702756e-29,-0.87334,1.09364,1.93575,0.32805,0.26678,0.90931,NA,NA,NA,NA,0.3485,0.1544,0.1541,0.1429,0.1113,0.0887,NA,NA,NA,NA,2.43334812702756e-25,6,1,"Forest_disc_NLD50","banana"
2,7,3.71181239269306e-30,-0.95065,1.75232,0.40759,0.02427,0.77694,0.27336,0.07988,NA,NA,NA,0.2913,0.2514,0.1327,0.1177,0.1044,0.0528,0.0497,NA,NA,NA,3.71181239269306e-25,7,1,"Forest_disc_NLD50","banana"
2,8,4.78812327057994e-30,-1.03509,1.82277,1.19637,-0.21788,0.32187,0.20151,-0.07531,-0.84882,NA,NA,0.2156,0.1856,0.1667,0.1442,0.1263,0.0869,0.0546,0.0202,NA,NA,4.78812327057994e-24,8,1,"Forest_disc_NLD50","banana"
2,9,1.04059566391162e-31,-0.9773,1.83079,0.3042,1.31772,0.34862,0.38822,-0.56574,-0.96087,1.47102,NA,0.231,0.1822,0.156,0.1127,0.11,0.0953,0.0918,0.0157,0.0054,NA,1.04059566391162e-24,9,1,"Forest_disc_NLD50","banana"
2,10,1.21713707289395e-29,-0.87783,0.53669,0.02718,1.79104,-0.19039,-1.07075,0.9604,1.88923,1.09431,-0.82518,0.1458,0.1257,0.123,0.118,0.113,0.1109,0.1005,0.0787,0.068,0.0164,1.21713707289395e-21,10,1,"Forest_disc_NLD50","banana"
1,2,0.000234762686974652,0.8831,-0.96992,NA,NA,NA,NA,NA,NA,NA,NA,0.6171,0.3827,NA,NA,NA,NA,NA,NA,NA,NA,0.000234762686974652,2,1,"Forest_disc_NLD100","banana"
1,3,1.01549693122894e-27,0.41785,-1.27329,1.61977,NA,NA,NA,NA,NA,NA,NA,0.6428,0.2329,0.1243,NA,NA,NA,NA,NA,NA,NA,1.01549693122894e-26,3,1,"Forest_disc_NLD100","banana"
1,4,3.5271899687936e-30,0.61731,-1.17323,2.25207,2.01074,NA,NA,NA,NA,NA,NA,0.6876,0.2786,0.0327,0.0011,NA,NA,NA,NA,NA,NA,3.5271899687936e-28,4,1,"Forest_disc_NLD100","banana"
1,5,4.90314070236238e-29,0.32897,0.45086,1.40935,-0.46566,-1.47892,NA,NA,NA,NA,NA,0.2852,0.2081,0.1965,0.1655,0.1447,NA,NA,NA,NA,NA,4.90314070236238e-26,5,1,"Forest_disc_NLD100","banana"
1,6,2.86238553947762e-30,1.17415,-0.38404,0.20758,-1.19629,-1.95327,-0.07228,NA,NA,NA,NA,0.3531,0.282,0.2187,0.0734,0.0453,0.0274,NA,NA,NA,NA,2.86238553947762e-26,6,1,"Forest_disc_NLD100","banana"
1,7,3.87099785415957e-32,1.14702,-0.32558,-0.25733,0.02896,-1.61346,0.0205,-2.0369,NA,NA,NA,0.384,0.204,0.1547,0.0941,0.0837,0.0648,0.0147,NA,NA,NA,3.87099785415957e-27,7,1,"Forest_disc_NLD100","banana"
1,8,1.69568168764491e-31,-0.31294,1.18453,0.19086,1.01211,-1.76096,-0.57774,0.04018,0.05587,NA,NA,0.3339,0.2909,0.1154,0.0887,0.0845,0.0539,0.0272,0.0056,NA,NA,1.69568168764491e-25,8,1,"Forest_disc_NLD100","banana"
1,9,2.55983162510497e-14,1.12619,-0.20107,-1.60418,-0.09751,-0.1903,-0.40439,0.4908,0.02138,2.29836,NA,0.3581,0.1516,0.1158,0.0976,0.0958,0.0719,0.063,0.0411,0.005,NA,2.55983162510497e-07,9,1,"Forest_disc_NLD100","banana"
1,10,1.65133536465164e-29,-0.65622,0.42874,0.48817,0.77579,0.8525,1.19202,-1.61622,0.04188,-1.15706,2.08202,0.1732,0.1563,0.129,0.1134,0.1023,0.0967,0.0758,0.0636,0.0618,0.0279,1.65133536465164e-21,10,1,"Forest_disc_NLD100","banana"
2,2,0.00047636161218889,-0.59748,1.4843,NA,NA,NA,NA,NA,NA,NA,NA,0.5663,0.4332,NA,NA,NA,NA,NA,NA,NA,NA,0.00047636161218889,2,1,"Forest_disc_NLD100","banana"
2,3,3.59993416846059e-28,0.62118,-0.88045,1.86814,NA,NA,NA,NA,NA,NA,NA,0.4331,0.3706,0.1964,NA,NA,NA,NA,NA,NA,NA,3.59993416846059e-27,3,1,"Forest_disc_NLD100","banana"
2,4,1.82175406606398e-28,-0.39595,1.60221,0.26708,-1.49179,NA,NA,NA,NA,NA,NA,0.4191,0.3449,0.1563,0.0797,NA,NA,NA,NA,NA,NA,1.82175406606398e-26,4,1,"Forest_disc_NLD100","banana"
2,5,1.6352007381325e-29,-0.97174,1.76006,0.07903,0.61658,0.54506,NA,NA,NA,NA,NA,0.2988,0.2481,0.2058,0.1707,0.0766,NA,NA,NA,NA,NA,1.6352007381325e-26,5,1,"Forest_disc_NLD100","banana"
2,6,1.38242688163329e-28,-0.98557,1.77074,0.51388,-0.09479,0.6209,1.56447,NA,NA,NA,NA,0.2849,0.2323,0.2033,0.1597,0.1037,0.0162,NA,NA,NA,NA,1.38242688163329e-24,6,1,"Forest_disc_NLD100","banana"
2,7,4.29356951862043e-29,1.71783,-0.33247,0.14043,-0.99259,1.1313,-1.63159,-0.62087,NA,NA,NA,0.2429,0.2284,0.2096,0.1529,0.1271,0.0286,0.0104,NA,NA,NA,4.29356951862043e-24,7,1,"Forest_disc_NLD100","banana"
