"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc"
NA,1,0,1,1,1,1,1,1,1,1,1,-1,-1,0,0,-1,0,1,1,1
-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,1,NA,1,0,1,1,1,1,1,1,1,-1,-1,0,-1,-1,0,0,1,1
-1,1,-1,NA,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,1,0,1,NA,1,1,1,0,1,1,0,-1,-1,0,-1,-1,-1,0,1,1
-1,1,-1,1,-1,NA,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,1,-1,1,-1,0,NA,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,1,-1,1,-1,1,1,NA,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
-1,1,-1,1,0,1,1,1,NA,1,1,1,-1,-1,0,0,-1,0,0,1,1
-1,1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,1,-1,1,-1,0,1,-1,-1,1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,1,-1,1,0,1,1,1,-1,1,1,NA,-1,-1,0,-1,-1,-1,0,-1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,-1,NA,1,1,0,1,1,1,1
0,1,0,1,0,1,1,1,0,1,1,0,-1,-1,NA,-1,-1,-1,0,0,1
0,1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,NA,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,0,NA,0,1,1,1
0,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,0,0,NA,1,1,1
-1,1,0,1,0,1,1,1,0,1,1,0,-1,-1,0,-1,-1,-1,NA,1,1
-1,1,-1,1,-1,1,1,0,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,NA,1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA
