"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc","class_method"
NA,0.0421423451530475,-0.00114582528362803,0.022131183776963,0.00280314410786697,0.0135610120187629,0.0168942499089262,0.0077931547784783,0.00094602005649538,0.0199867246058921,0.0180306824234407,0.00821048292667779,-0.00621575831001247,-0.0049480867777782,0.000225727208283324,0.00144904932046793,-0.00359032029004378,-0.000225222681235111,0.000411134807577063,0.00355612814026472,0.0391201397203222,"RF"
-0.0659321872837163,NA,-0.0532909516883984,-0.0299416157261019,-0.0533948030381848,-0.0327018181560067,-0.0320219392655821,-0.045303292378765,-0.0579150967766688,-0.0292299507843198,-0.0310059537094293,-0.0449671959858505,-0.0660354551490441,-0.0640935160553565,-0.0589638758951615,-0.0581506921302564,-0.0685814361555529,-0.0592220645644629,-0.0586441502016498,-0.0543444966905012,-0.0116282011830687,"RF"
-0.00630414931697565,0.0303835588857688,NA,0.0173605811094851,-0.00443329358617985,0.00967669203571462,0.00997153971879324,0.0034978735466364,-0.00143633841626827,0.0164631071396054,0.0143440637671823,0.00290750998653659,-0.00926942945688317,-0.00798870118031674,-0.00493545263815042,-0.00413227669776711,-0.00885053291369296,-0.00378348563148059,-0.00233010578205942,-0.000662274159025503,0.0344707460186352,"RF"
-0.0331838753363032,0.00913733941411984,-0.0291042078510357,NA,-0.0223924283395078,-0.0100182464183278,-0.00727704900474706,-0.0138552093600138,-0.0258191310359722,-0.00320720984563688,-0.00575131418298886,-0.0129135359470689,-0.0364907622980987,-0.0358567807104564,-0.0249454012772988,-0.0237408565650038,-0.0295925429790796,-0.0218081571887029,-0.0242150833642991,-0.0192950143195246,0.01151430935736,"RF"
-0.0114281964332641,0.0299234556623401,-0.00470441284628893,0.0106259036005854,NA,0.00909639736793043,0.00959981744708779,0.000526518502833622,-0.00779908036080438,0.00928063775580859,0.0155519436366222,0.00117133473913902,-0.00968874581245991,-0.00760789145558721,-0.0049049581811839,-0.00732917244048908,-0.00930529123542029,-0.0059047366872011,-0.00456666329040364,-0.00273816323251233,0.0311030441158122,"RF"
-0.0250609934845658,0.0120262513522248,-0.0210344116537596,-6.27725525234562e-05,-0.0188300814585483,NA,-0.0024798290981283,-0.0111593548734683,-0.0183905770589824,-0.00101570114611877,-0.00384721888265624,-0.0118410421717168,-0.0306270912590067,-0.0293652781680538,-0.0198792256299932,-0.0219767431409555,-0.025130656647904,-0.0194803179144981,-0.017462445903079,-0.0173418499201383,0.0146942375412207,"RF"
-0.0288998401712395,0.009551936296663,-0.0224090329412765,-0.00223745443637722,-0.0193206303696454,-0.00324676826033145,NA,-0.0137998165613183,-0.0208766738801274,-0.00469231525794615,-0.00625815289103235,-0.0127273027377895,-0.0336522709854991,-0.0318236478696271,-0.020906818194614,-0.0248087101158665,-0.0293619066348789,-0.0214616979139728,-0.0209436999328546,-0.017585294697752,0.0124615887383405,"RF"
-0.0189471967529579,0.0218976051256386,-0.013791140986016,0.00395052801615151,-0.0112075066370969,0.000931286437525171,0.002897551641141,NA,-0.0120811920588178,0.00602100904581648,0.00326029186822843,-0.00421806354047432,-0.0229724681340179,-0.0240184228806456,-0.012792968159058,-0.0140934411127033,-0.0191141000504912,-0.0131622506773722,-0.0159087538268315,-0.00766515835694769,0.0210249291987765,"RF"
-0.00759327939574824,0.0328587667354215,-0.00654034420998141,0.0154991817504114,-0.00155467873425934,0.00728164019051459,0.00952060646919514,0.00286985895482068,NA,0.0153449534459569,0.0130552030431798,0.005208204844441,-0.0109447356933282,-0.00947618394142791,-0.00468862871148485,-0.00260495778055527,-0.00801076778152159,-0.00254729590135019,-0.00439260814433572,0.00143648229368695,0.0323982855298514,"RF"
-0.0316369414734771,0.00759679062716412,-0.0292233840774368,-0.00593024957331848,-0.02162430297833,-0.0114344832286515,-0.00727865624033885,-0.0174158542078102,-0.0257451192685567,NA,-0.00965233965889491,-0.0138128857636114,-0.0363248264621169,-0.0354474119022883,-0.0247207987300861,-0.0239738200233116,-0.0296591755325944,-0.0204877060771177,-0.0246926241282169,-0.0183700532354939,0.0132964710380876,"RF"
