"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc"
NA,8.5780257207787e-97,0.66267644887671,3.43215144642326e-62,4.84457866435672e-11,4.73797813222735e-35,3.37476578176622e-45,2.88369938189519e-23,2.246877295776e-05,4.36456504007455e-86,2.37444237688359e-59,5.83732645932352e-26,0.0323284895675392,0.656756783676171,0.000139582533764568,0.000162456554950168,0.0742522028472568,0.00751811505071768,3.89363578275065e-08,4.00065510815268e-12,2.02421208980639e-157
8.5780257207787e-97,NA,1.47665014975473e-80,1.3248322344951e-37,1.730697249146e-73,5.75740175150046e-35,4.61031515341032e-24,3.16575859941411e-48,9.71946227799918e-85,1.97516435178875e-23,2.87573360422975e-36,1.49776196839454e-77,1.15413890869127e-87,5.24643602015698e-77,1.78787991069018e-85,1.31843614362053e-89,1.29363656849509e-101,1.22070664234536e-65,3.48874310962324e-45,3.34879675276373e-48,0.0168846883617582
0.66267644887671,1.47665014975473e-80,NA,1.76441402489337e-48,0.000129670124039684,1.67737892714692e-24,5.66473201499237e-33,2.81332235532714e-24,2.83790748761714e-06,1.2301741469627e-64,2.45142182097543e-52,1.42471013005345e-13,0.0117471764529063,0.53142444762005,0.0244359415474066,0.0393888794445475,0.632934054680886,0.0172151574586194,3.28842223566157e-06,3.88587330143645e-12,4.08889243711014e-137
3.43215144642326e-62,1.3248322344951e-37,1.76441402489337e-48,NA,5.3135909624574e-16,0.114427594338978,0.331533303369214,8.2839525287776e-06,7.25597512901471e-43,0.0296779006953012,0.000391545950895137,0.000132905905503603,6.86077955875042e-51,8.62150131190112e-50,5.2857180201665e-23,3.87127382479341e-33,7.28654052501127e-42,6.71570922975197e-29,1.74497824014697e-15,3.96164987004879e-11,1.69002332009941e-63
4.84457866435672e-11,1.730697249146e-73,0.000129670124039684,5.3135909624574e-16,NA,1.70051130385555e-17,2.31848147628016e-25,0.000729560928861647,0.00614055953868996,3.66242130025126e-19,3.82202237577223e-22,0.344078768760687,5.277057761524e-10,2.72398318568519e-06,7.67138847483798e-05,7.85592690515092e-10,1.05783265446096e-21,0.0131926032432424,0.272670486676565,0.0844794230290126,9.01811962134924e-96
4.73797813222735e-35,5.75740175150046e-35,1.67737892714692e-24,0.114427594338978,1.70051130385555e-17,NA,0.144032082194123,0.316116983066539,5.4958020904107e-16,9.86811053845868e-05,2.74933847977962e-08,5.74467176528668e-07,5.89614796136239e-30,4.86361297945048e-27,2.62723633506132e-26,5.85382974845941e-29,7.66771499619618e-40,4.34462683481474e-17,6.20827012490083e-08,5.50739699442788e-08,4.66979802413601e-64
3.37476578176622e-45,4.61031515341032e-24,5.66473201499237e-33,0.331533303369214,2.31848147628016e-25,0.144032082194123,NA,0.00250636561577566,7.73502577420716e-27,0.0495277684914946,0.00303803189595759,2.706691085771e-13,1.67577204156713e-39,4.95906815079952e-37,9.77696385425875e-36,5.58426056805831e-43,2.92766622655544e-60,1.6438581181038e-24,6.02218717833491e-11,1.96300596828461e-13,1.90542644665329e-49
2.88369938189519e-23,3.16575859941411e-48,2.81332235532714e-24,8.2839525287776e-06,0.000729560928861647,0.316116983066539,0.00250636561577566,NA,1.81839170243383e-17,3.03125175225297e-13,2.01302260157476e-06,0.152463631269341,2.99570137711837e-27,1.49132437955114e-26,3.35870156035367e-08,1.36452209470514e-11,1.22292337607969e-16,1.75994994468627e-10,4.3436084761851e-06,0.0262348006849408,8.03410546445748e-74
2.246877295776e-05,9.71946227799918e-85,2.83790748761714e-06,7.25597512901471e-43,0.00614055953868996,5.4958020904107e-16,7.73502577420716e-27,1.81839170243383e-17,NA,2.86513687488315e-52,3.41976940717881e-40,1.1956005154178e-16,2.09261256659457e-08,6.19213798264236e-05,0.556933661027276,0.767097840264455,0.080571099152455,0.465182461051094,0.00359303083979915,4.01569549812179e-07,1.36352872692009e-142
4.36456504007455e-86,1.97516435178875e-23,1.2301741469627e-64,0.0296779006953012,3.66242130025126e-19,9.86811053845868e-05,0.0495277684914946,3.03125175225297e-13,2.86513687488315e-52,NA,0.902837556400137,4.02244265845796e-06,9.53883544400128e-64,2.06202542946279e-54,2.70817693362318e-27,4.8172040817832e-35,1.68293267886745e-42,1.28126259447791e-32,2.96874584602173e-18,3.14649841523044e-15,4.45763626820641e-48
