"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc","class_method"
NA,2.46353320669583e-23,0.34415149261675,1.21007204266849e-22,0.00153116920818719,3.11209820945295e-15,4.76072649498485e-18,1.51658203611914e-06,0.0337171806832674,2.14830351649562e-22,5.11524633486078e-11,2.3040663811183e-06,0.31210132129477,0.960840258734691,0.0418131452725203,0.0023147420809438,0.632706446558744,0.190827717526269,0.0215428268241855,0.00141053331311952,7.81541775260325e-34,"RF"
2.46353320669583e-23,NA,3.03905739465529e-14,0.00127897423268347,9.7217525943301e-20,5.63665126643913e-06,0.000679799101630942,1.68263967306661e-09,7.87317354359813e-17,0.00430198173859435,4.37852074396395e-07,3.25269658253438e-15,4.39779003002575e-21,2.58249602200081e-18,6.58957798222291e-21,1.59614456116166e-19,1.47766466908093e-25,4.94338903741614e-19,3.1292267732579e-13,1.64591135387996e-15,0.994989738318802,"RF"
0.34415149261675,3.03905739465529e-14,NA,1.07446100711154e-16,0.838271325559515,2.62378599781734e-09,1.81702096268863e-10,0.000608398239051971,0.194495045252588,4.00152794094598e-15,1.59093447768997e-06,0.0373178764058337,0.0957760841008589,0.244172258094234,0.786518426309023,0.540204851321333,0.0712228219727218,0.991706603260032,0.268996819713422,0.0765570012218265,1.6877212791086e-28,"RF"
1.21007204266849e-22,0.00127897423268347,1.07446100711154e-16,NA,9.49449328175033e-09,0.0399213096517519,0.198735113073516,0.000150276655981317,3.51974320160102e-16,0.761709342777236,0.251042987607721,0.00124517950901903,1.66392426076428e-19,5.23086241654596e-17,5.36697568146577e-11,4.85586421291055e-09,6.44711529072973e-14,3.58093485015194e-11,3.25003215586023e-11,2.8700662108821e-07,2.54586838413379e-07,"RF"
0.00153116920818719,9.7217525943301e-20,0.838271325559515,9.49449328175033e-09,NA,1.34226497187511e-11,9.39592426651058e-14,0.033215779197894,0.164091552263843,3.50148165634923e-06,1.09430071096317e-06,0.0427756734558061,0.0252516745487147,0.232778714463369,0.297117569521711,0.104877280618983,0.0012776364510902,0.145585570790951,0.969342853943853,0.681963580392013,1.41582987523711e-24,"RF"
3.11209820945295e-15,5.63665126643913e-06,2.62378599781734e-09,0.0399213096517519,1.34226497187511e-11,NA,0.777199485996945,0.0245854762610031,3.1211376588427e-06,0.0839974200232976,0.750202490972746,0.000508926837299731,8.12806508713956e-11,1.45696081265412e-09,7.66867629317313e-15,8.1209137483442e-11,2.10157193433612e-16,2.23097952403947e-09,1.12466717420115e-06,1.97015897768467e-06,5.72299767650862e-10,"RF"
4.76072649498485e-18,0.000679799101630942,1.81702096268863e-10,0.198735113073516,9.39592426651058e-14,0.777199485996945,NA,0.00153634630688689,1.05020049495755e-09,0.781401280678991,0.362680254110872,2.41530110315089e-06,7.78933208321553e-15,4.86342887440759e-14,5.27667344613972e-19,3.93639268573326e-16,5.65222203077113e-23,2.1002543144106e-12,5.09181044228882e-09,2.7998920163723e-08,3.03670512060421e-07,"RF"
1.51658203611914e-06,1.68263967306661e-09,0.000608398239051971,0.000150276655981317,0.033215779197894,0.0245854762610031,0.00153634630688689,NA,0.000733576686998008,1.96956644107938e-06,0.0306749647707378,0.91922443283829,1.46987679427047e-07,1.02963935036238e-07,0.00038501363245262,0.0150365172935796,8.972826424032e-07,0.00154528237708156,0.000165845555919459,0.43733514895067,3.4404073574409e-14,"RF"
0.0337171806832674,7.87317354359813e-17,0.194495045252588,3.51974320160102e-16,0.164091552263843,3.1211376588427e-06,1.05020049495755e-09,0.000733576686998008,NA,1.47476429651455e-17,5.59905745556041e-08,0.000218489588641789,0.00757853816514752,0.0528645185743269,0.846100151775273,0.160621976464758,0.226473312114455,0.6193799094919,0.619644534915148,0.00728494086678673,6.62258627732058e-26,"RF"
2.14830351649562e-22,0.00430198173859435,4.00152794094598e-15,0.761709342777236,3.50148165634923e-06,0.0839974200232976,0.781401280678991,1.96956644107938e-06,1.47476429651455e-17,NA,0.128470959565251,0.0134141037191177,1.62346889477817e-17,8.48737882182256e-15,6.83292113594189e-09,5.9110817880314e-07,2.03117901063144e-11,1.74881200108139e-08,7.62961267776858e-09,7.55751550275992e-05,1.77692953809844e-07,"RF"
