"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc"
NA,2.49999878041277e-81,0.59832293617824,8.0812814993913e-67,0.00851367680066242,3.16210496723301e-38,2.05242158176408e-39,4.21633761855716e-15,0.0461088486813636,1.39547374569365e-94,5.06052872758326e-25,6.08734643649715e-09,3.7955139915411e-11,1.64972912244713e-06,0.111789164100085,0.53332907531782,0.0254027184057035,0.52717140059124,0.0125100915026911,3.65667145877257e-05,8.27915698683843e-137
2.49999878041277e-81,NA,8.39207622917282e-70,2.5910512110128e-22,2.15155163357213e-98,5.50421115218233e-31,1.18620542402289e-23,6.36104158593804e-46,6.06979446451472e-76,1.49585095357425e-07,4.37095441635177e-44,4.04315003016341e-87,4.68607006070848e-110,2.29032811148868e-98,1.37236614480484e-89,1.6479096072675e-113,1.97287700729455e-124,6.80519581157542e-86,7.35067174086569e-55,2.0679598807869e-63,0.368081544360913
0.59832293617824,8.39207622917282e-70,NA,1.96303368954074e-57,0.95791890144618,1.52540614361295e-31,2.69808773631473e-29,7.09074749941089e-15,0.00157461426471705,1.45047805338826e-85,1.34345804595612e-22,0.000972013940491911,2.92588433017366e-11,1.86050073253103e-06,0.946555825210916,0.0486812171005321,1.11659555745127e-05,0.449748412323858,0.106611077290254,1.36920271363646e-05,2.4917717844506e-128
8.0812814993913e-67,2.5910512110128e-22,1.96303368954074e-57,NA,2.4237211833393e-28,0.00474037947536007,0.0263785704934286,1.14044630786142e-14,1.5969878734273e-54,6.21793995263194e-10,0.00656002779059375,2.92805900280226e-14,1.22741767214984e-72,3.32136277555991e-69,1.92904666425285e-31,1.11170933380587e-43,2.97799813845956e-55,1.21737141830938e-34,1.81865891089027e-28,2.21416260440839e-16,2.67346775095187e-40
0.00851367680066242,2.15155163357213e-98,0.95791890144618,2.4237211833393e-28,NA,9.14952766113743e-40,2.71327599762901e-41,7.68219596040504e-05,0.299485227860487,2.62412553973502e-35,1.98866608149788e-18,0.0907657025114734,7.13309054464591e-09,1.86523695805142e-05,0.447819403340318,3.49874668729824e-07,5.8862827871728e-17,0.0423344773339555,0.0659292174837831,0.00198285227860272,1.97576901290862e-115
3.16210496723301e-38,5.50421115218233e-31,1.52540614361295e-31,0.00474037947536007,9.14952766113743e-40,NA,0.309467336281301,0.000803942621238078,1.5445808697944e-21,5.76208419596067e-12,0.774816377294173,6.42115687120698e-21,1.37912357444407e-48,9.62898801610039e-46,3.10139333764818e-41,8.56727952536443e-49,2.37738454243886e-66,3.46804976003568e-29,7.11300587804911e-19,6.19385223508306e-16,9.01968519664109e-50
2.05242158176408e-39,1.18620542402289e-23,2.69808773631473e-29,0.0263785704934286,2.71327599762901e-41,0.309467336281301,NA,1.23810619642041e-07,1.58583185420992e-30,3.78466354504066e-08,0.0364820069333493,1.50436755121854e-26,2.7476281775738e-60,2.43433644823768e-56,1.81950173130468e-46,2.61581279409558e-63,2.27888320564241e-83,6.94296606606112e-36,7.28490002635021e-19,1.28136594442032e-17,2.06744630929289e-45
4.21633761855716e-15,6.36104158593804e-46,7.09074749941089e-15,1.14044630786142e-14,7.68219596040504e-05,0.000803942621238078,1.23810619642041e-07,NA,2.70500450526903e-16,1.01563450470417e-38,0.00228505559325378,0.0157893940378445,1.83322005626915e-32,2.99777959257192e-31,5.28447645571201e-09,5.06340244573318e-14,8.73309252754496e-22,5.28546495868647e-11,1.93891984541914e-09,0.133677218953313,1.41553381593849e-74
0.0461088486813636,6.06979446451472e-76,0.00157461426471705,1.5969878734273e-54,0.299485227860487,1.5445808697944e-21,1.58583185420992e-30,2.70500450526903e-16,NA,4.7162404880666e-87,3.48414170446385e-24,4.48052738337915e-11,7.50761597701652e-14,3.9546512436994e-09,0.923685919357574,0.316636881386678,0.000441124469304183,0.946787987120908,0.289935498618556,2.99057388673431e-06,2.30126224260623e-130
1.39547374569365e-94,1.49585095357425e-07,1.45047805338826e-85,6.21793995263194e-10,2.62412553973502e-35,5.76208419596067e-12,3.78466354504066e-08,1.01563450470417e-38,4.7162404880666e-87,NA,4.69557506378388e-11,1.11302330979424e-20,3.59858401720211e-98,8.12766820311212e-85,6.66528775124091e-43,9.716544946546e-55,1.52525759022478e-65,2.81746320546982e-46,3.50997041137821e-39,2.41872229619567e-25,7.40656394057115e-20
