"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc","class_method"
NA,1.37688120756682e-23,0.199557712872203,4.41804715433457e-21,2.97078150452226e-05,2.46057849841008e-11,1.21288854557766e-14,5.82422781143837e-07,0.0707963709585708,1.5396620946519e-20,4.83880225198719e-18,1.42073653620179e-09,0.302445635911298,0.154331682566607,0.00359871376949595,0.000247053347657563,0.0754876868803784,0.00449875369682232,0.000212639058507546,4.47789179350557e-06,1.72054664196842e-35,"RF"
1.37688120756682e-23,NA,1.39090281086882e-14,1.10081272192716e-06,4.6939956393988e-17,1.52652771213239e-07,2.43084598653201e-05,1.08331290895309e-10,6.92254529854948e-21,2.95014265956757e-06,3.6996419146302e-06,5.48342008342054e-15,5.31425605906178e-16,3.0481871766849e-15,6.66148429187072e-20,1.21871764837943e-18,5.3684745909489e-23,4.13106530510477e-14,2.45452200878811e-10,1.40197101990962e-11,0.252061058267018,"RF"
0.199557712872203,1.39090281086882e-14,NA,1.80000020517532e-12,0.5117784319464,0.000288168123502692,3.50227590152304e-07,0.000380004967650741,0.705228880669154,2.55649818020641e-10,2.02482609015907e-12,0.00116248667573916,0.576354434495134,0.609427337715496,0.747062234688781,0.304790913833016,0.37232226188819,0.266700787030395,0.0478025160909968,0.0026860375966649,2.14195707924579e-26,"RF"
4.41804715433457e-21,1.10081272192716e-06,1.80000020517532e-12,NA,2.63648246796916e-08,0.0211495296338591,0.0544131071965221,0.000484354990773494,5.38682112600262e-18,0.218342510344196,0.0446251361923903,0.0307425747424803,1.02244150591053e-12,8.77279165909776e-13,1.04642834828155e-08,9.80170416609517e-10,2.81563450486554e-12,1.62339869193079e-09,1.22641330224796e-07,2.10252296817964e-05,9.73016397606343e-11,"RF"
2.97078150452226e-05,4.6939956393988e-17,0.5117784319464,2.63648246796916e-08,NA,3.9852496007121e-07,8.20227003879446e-10,0.019982060713031,0.029922431624069,9.2341595663976e-05,8.62780780201214e-09,0.0839056022717739,0.144836295762992,0.333205684580747,0.0928190627080411,0.0213029285588473,0.000302261158986152,0.254135912847777,0.701447707855008,0.60761871967804,2.9254127299931e-21,"RF"
2.46057849841008e-11,1.52652771213239e-07,0.000288168123502692,0.0211495296338591,3.9852496007121e-07,NA,0.406618921409079,0.346663769142549,2.88493348785759e-05,0.119184176077526,0.000166852123984715,0.20393767741359,7.25116031635409e-05,6.98267112180575e-05,2.39317938639475e-08,3.22418887513016e-06,8.73412774778555e-11,6.96888788422093e-05,0.00354459917310203,0.0044742917164213,3.54484534254057e-13,"RF"
1.21288854557766e-14,2.43084598653201e-05,3.50227590152304e-07,0.0544131071965221,8.20227003879446e-10,0.406618921409079,NA,0.112612769549847,3.07352338368554e-08,0.994400672112816,0.0125422610326045,0.00766188415969054,5.06695956260402e-07,1.20691748934887e-07,5.40308315388865e-11,2.09143393936561e-11,1.3197256113744e-17,1.47314719984121e-06,0.000424541102095625,0.000276768526402422,1.94784705333788e-09,"RF"
5.82422781143837e-07,1.08331290895309e-10,0.000380004967650741,0.000484354990773494,0.019982060713031,0.346663769142549,0.112612769549847,NA,7.13328452166613e-05,0.000689774690181392,0.00088457464358032,0.841455169292735,0.000413169293668269,3.2373127508064e-05,0.00250032099997472,0.0130244908626675,3.2318354411145e-05,0.00953316440283355,0.0206225270192974,0.501026530883507,2.10265782903133e-15,"RF"
0.0707963709585708,6.92254529854948e-21,0.705228880669154,5.38682112600262e-18,0.029922431624069,2.88493348785759e-05,3.07352338368554e-08,7.13328452166613e-05,NA,1.11760237765488e-14,4.1482618223875e-14,7.19342241841033e-07,0.840200401706115,0.738691380511835,0.228901365439659,0.0704493952790887,0.801029302275088,0.0504953357394718,0.00681942710120778,7.91326510761976e-05,3.50977248205023e-33,"RF"
1.5396620946519e-20,2.95014265956757e-06,2.55649818020641e-10,0.218342510344196,9.2341595663976e-05,0.119184176077526,0.994400672112816,0.000689774690181392,1.11760237765488e-14,NA,0.0793452412728804,0.315780913274674,4.54721932943544e-11,3.24810095412621e-10,4.89955599599336e-05,4.40643228188644e-06,1.13488529782313e-07,9.33077170510185e-07,0.000131378266808465,0.0026346153503848,3.93972773819753e-12,"RF"
