"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc"
NA,1.65901719904671e-82,0.281600282126288,1.61942933847998e-58,0.0604237341428671,2.5227799245172e-35,2.61674161689843e-32,1.26927564792399e-14,0.00765289513552181,1.11929764188986e-89,7.92974878005452e-28,3.2420563981724e-10,3.06141901700425e-17,2.08047505999915e-11,0.274357250378476,0.0106361826013219,0.00024462987962021,0.397149612185425,0.0407336438380508,0.0002345628794633,3.68184322906513e-132
1.65901719904671e-82,NA,4.33297877766278e-81,1.16774357600924e-28,1.28429056330397e-107,4.51987456968524e-38,1.12996529524941e-32,3.36766565547422e-51,1.36050789311207e-79,3.83390512277005e-10,1.39486865729986e-43,1.22942336099599e-85,9.87057611443677e-125,1.4003281751472e-113,3.73841732149493e-94,3.67252712166935e-126,1.96667223067006e-133,9.30084149289566e-87,1.47651086116997e-51,5.07598505556564e-65,0.0456500790492432
0.281600282126288,4.33297877766278e-81,NA,1.10578640783735e-53,0.752393635324493,5.14927955549922e-32,4.54972731001995e-26,9.54586822939526e-16,0.000117112362017107,1.6927887213049e-86,7.43491507576182e-32,3.95029751255674e-06,1.22653215555075e-15,1.89881490151054e-10,0.887282901472848,0.00180184631463055,8.03399945650407e-07,0.416714601242448,0.102837292884693,1.41066467218809e-05,4.72482974088004e-133
1.61942933847998e-58,1.16774357600924e-28,1.10578640783735e-53,NA,1.16813980712019e-28,0.0169720979799461,0.0368421732535509,3.21762927068497e-10,1.24255265430609e-47,1.46443370962546e-11,0.702068289990979,4.50619851106578e-11,3.78176757311555e-76,2.06773164955825e-75,6.7114160078716e-34,1.2130015799724e-47,3.32497798772838e-59,3.75741694714408e-30,3.24340333973525e-22,2.58624608567303e-15,5.40534539205959e-52
0.0604237341428671,1.28429056330397e-107,0.752393635324493,1.16813980712019e-28,NA,2.13187573746035e-35,5.03682649406978e-33,4.74284193881218e-06,0.834252759575275,5.44111428452713e-40,6.0499097239707e-26,0.00304772167242121,8.86642412009901e-10,5.08828244286935e-07,0.727871783844678,1.2741330570401e-08,1.47875870817158e-17,0.0870728634667234,0.0293696389770822,0.00203902560289846,5.67806289291e-120
2.5227799245172e-35,4.51987456968524e-38,5.14927955549922e-32,0.0169720979799461,2.13187573746035e-35,NA,0.105076621837189,0.00182749302488845,8.51501240381703e-19,7.75095043594749e-12,0.530629294398273,9.42165697232923e-19,8.02113710351857e-56,1.01105597578309e-56,1.49957564862605e-37,4.396932082927e-55,4.44265234852948e-71,3.12379316715388e-30,9.22773552101837e-18,5.76261323307246e-18,4.40625169182734e-55
2.61674161689843e-32,1.12996529524941e-32,4.54972731001995e-26,0.0368421732535509,5.03682649406978e-33,0.105076621837189,NA,8.14793854436189e-06,5.91739110835921e-23,4.26839431430875e-09,0.904210563574348,6.44578742394701e-17,9.27118971623485e-63,1.32968792451531e-62,5.10092929929923e-35,2.68260016557792e-64,8.07747244471397e-83,1.05898384765068e-32,9.21562036689058e-16,2.84311897520641e-17,1.04362170513787e-54
1.26927564792399e-14,3.36766565547422e-51,9.54586822939526e-16,3.21762927068497e-10,4.74284193881218e-06,0.00182749302488845,8.14793854436189e-06,NA,3.26324556571516e-14,2.32584729238474e-32,5.10320298782027e-05,0.0716434035779712,1.47789653774777e-38,6.01190714778739e-38,5.87131046728277e-09,2.18783772931756e-18,7.73485324715225e-26,7.69289815153784e-11,5.26182253364192e-08,0.124538704215609,1.31488902288006e-82
0.00765289513552181,1.36050789311207e-79,0.000117112362017107,1.24255265430609e-47,0.834252759575275,8.51501240381703e-19,5.91739110835921e-23,3.26324556571516e-14,NA,5.25313805425578e-85,3.40982825174382e-27,2.98890878557221e-11,2.55820672972171e-20,9.62428287143451e-15,0.314014953779295,0.00118543911580644,5.62640691382493e-08,0.436874855761134,0.851069495185663,0.000200932796434424,1.21007837710125e-132
1.11929764188986e-89,3.83390512277005e-10,1.6927887213049e-86,1.46443370962546e-11,5.44111428452713e-40,7.75095043594749e-12,4.26839431430875e-09,2.32584729238474e-32,5.25313805425578e-85,NA,1.23451425905024e-07,2.29344183752142e-19,9.92536619958148e-108,7.81737291520661e-97,9.93168110254935e-47,4.09070080020042e-66,2.09267651063105e-74,1.58391099063869e-45,4.47806849005268e-35,1.34976780211416e-25,6.88165687981971e-23
7.92974878005452e-28,1.39486865729986e-43,7.43491507576182e-32,0.702068289990979,6.0499097239707e-26,0.530629294398273,0.904210563574348,5.10320298782027e-05,3.40982825174382e-27,1.23451425905024e-07,NA,7.22888073835084e-13,3.79863318199807e-66,1.2762073985307e-61,5.68849027485872e-21,2.74678370574203e-34,3.97870629041806e-46,2.58702960469621e-26,1.16442507521343e-09,1.03880729377799e-12,3.2320865126844e-43
3.2420563981724e-10,1.22942336099599e-85,3.95029751255674e-06,4.50619851106578e-11,0.00304772167242121,9.42165697232923e-19,6.44578742394701e-17,0.0716434035779712,2.98890878557221e-11,2.29344183752142e-19,7.22888073835084e-13,NA,4.04944746596972e-32,3.89774090552829e-29,0.0217145170641813,6.87147335915719e-15,2.65315348917251e-23,1.24226763213485e-11,0.0247569143908491,0.00351055634704848,4.13983442960037e-99
3.06141901700425e-17,9.87057611443677e-125,1.22653215555075e-15,3.78176757311555e-76,8.86642412009901e-10,8.02113710351857e-56,9.27118971623485e-63,1.47789653774777e-38,2.55820672972171e-20,9.92536619958148e-108,3.79863318199807e-66,4.04944746596972e-32,NA,0.102894863649878,4.56115687711382e-15,2.63583238427453e-06,0.00358523750167577,2.33436069392161e-05,4.11566865827432e-14,2.47766754822658e-20,4.98467804806088e-163
2.08047505999915e-11,1.4003281751472e-113,1.89881490151054e-10,2.06773164955825e-75,5.08828244286935e-07,1.01105597578309e-56,1.32968792451531e-62,6.01190714778739e-38,9.62428287143451e-15,7.81737291520661e-97,1.2762073985307e-61,3.89774090552829e-29,0.102894863649878,NA,1.80108291215606e-11,0.00180504878048072,0.138104990843743,1.15870919007735e-05,2.63424227416486e-17,2.32842467239276e-20,1.97719744660595e-165
0.274357250378476,3.73841732149493e-94,0.887282901472848,6.7114160078716e-34,0.727871783844678,1.49957564862605e-37,5.10092929929923e-35,5.87131046728277e-09,0.314014953779295,9.93168110254935e-47,5.68849027485872e-21,0.0217145170641813,4.56115687711382e-15,1.80108291215606e-11,NA,2.85942749035678e-11,2.52766038307565e-22,0.0375269732010755,0.0193141410838249,0.0419693230531099,1.66036597315504e-121
0.0106361826013219,3.67252712166935e-126,0.00180184631463055,1.2130015799724e-47,1.2741330570401e-08,4.396932082927e-55,2.68260016557792e-64,2.18783772931756e-18,0.00118543911580644,4.09070080020042e-66,2.74678370574203e-34,6.87147335915719e-15,2.63583238427453e-06,0.00180504878048072,2.85942749035678e-11,NA,0.391079404206928,0.703834529435159,0.000198789791493541,1.67380889368046e-07,1.75193052000596e-155
0.00024462987962021,1.96667223067006e-133,8.03399945650407e-07,3.32497798772838e-59,1.47875870817158e-17,4.44265234852948e-71,8.07747244471397e-83,7.73485324715225e-26,5.62640691382493e-08,2.09267651063105e-74,3.97870629041806e-46,2.65315348917251e-23,0.00358523750167577,0.138104990843743,2.52766038307565e-22,0.391079404206928,NA,0.0921847637220487,3.59609591894183e-09,9.58911874368339e-12,7.82485879696128e-182
0.397149612185425,9.30084149289566e-87,0.416714601242448,3.75741694714408e-30,0.0870728634667234,3.12379316715388e-30,1.05898384765068e-32,7.69289815153784e-11,0.436874855761134,1.58391099063869e-45,2.58702960469621e-26,1.24226763213485e-11,2.33436069392161e-05,1.15870919007735e-05,0.0375269732010755,0.703834529435159,0.0921847637220487,NA,1.53075769371258e-07,1.14122272802769e-18,3.13906895775429e-116
0.0407336438380508,1.47651086116997e-51,0.102837292884693,3.24340333973525e-22,0.0293696389770822,9.22773552101837e-18,9.21562036689058e-16,5.26182253364192e-08,0.851069495185663,4.47806849005268e-35,1.16442507521343e-09,0.0247569143908491,4.11566865827432e-14,2.63424227416486e-17,0.0193141410838249,0.000198789791493541,3.59609591894183e-09,1.53075769371258e-07,NA,0.379978390647387,4.72228861477278e-80
0.0002345628794633,5.07598505556564e-65,1.41066467218809e-05,2.58624608567303e-15,0.00203902560289846,5.76261323307246e-18,2.84311897520641e-17,0.124538704215609,0.000200932796434424,1.34976780211416e-25,1.03880729377799e-12,0.00351055634704848,2.47766754822658e-20,2.32842467239276e-20,0.0419693230531099,1.67380889368046e-07,9.58911874368339e-12,1.14122272802769e-18,0.379978390647387,NA,7.49243625305641e-88
3.68184322906513e-132,0.0456500790492432,4.72482974088004e-133,5.40534539205959e-52,5.67806289291e-120,4.40625169182734e-55,1.04362170513787e-54,1.31488902288006e-82,1.21007837710125e-132,6.88165687981971e-23,3.2320865126844e-43,4.13983442960037e-99,4.98467804806088e-163,1.97719744660595e-165,1.66036597315504e-121,1.75193052000596e-155,7.82485879696128e-182,3.13906895775429e-116,4.72228861477278e-80,7.49243625305641e-88,NA
