"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc","class_method"
NA,0.0545364074734751,0.00246843405685817,0.0275129061095419,0.00702382428250078,0.0187586278413739,0.0228153919118204,0.0131383621438104,0.00417052915989286,0.02539205863877,0.0250282595971307,0.0134771709876916,-0.0020838061921942,-0.000529718652985212,0.00424576693512096,0.00575477582077566,0.000431068006592266,0.00420172022309423,0.00466217935235098,0.0089166202610915,0.046547538256949,"RF"
-0.0545480833112558,NA,-0.041730063118493,-0.0187348271500966,-0.0406292033281925,-0.0213828555659841,-0.0192163855837997,-0.0329981728895242,-0.045555948576135,-0.0174744330690953,-0.0214389378890777,-0.0338751336974717,-0.0542541792938172,-0.0512942254904946,-0.0452338794224853,-0.0431676754689558,-0.0558427068055654,-0.0460224950514319,-0.0426975562618876,-0.040684610767228,-0.0024883661500478,"RF"
-0.00246806114928883,0.0417311103289997,NA,0.023077253097397,0.000252113572926269,0.0148981466099327,0.0158386212618023,0.00845618634683851,0.00256879217365906,0.0225149485570112,0.0210279222838947,0.00837348392184436,-0.00436962265667758,-0.00356288045244966,-0.000756506253539429,-1.48821293489672e-05,-0.00446729294045532,0.000348538883400403,0.00143123100167353,0.00427180903536092,0.0417778232336462,"RF"
-0.0275089375605034,0.0187367116706418,-0.0230726276241997,NA,-0.0163537730650962,-0.00498500437739482,-0.00255413915158549,-0.00901987128630208,-0.0205714516649925,0.001157093942708,0.000782035756399397,-0.00724839290811718,-0.0292154526866214,-0.0288657073782375,-0.0191294762902335,-0.017485972040034,-0.022842008819672,-0.0159311923322569,-0.0183561432533214,-0.0131942279083012,0.0169974293670289,"RF"
-0.00701049592815232,0.0406179732709988,-0.000271884820040607,0.0163537730650962,NA,0.0136808852894549,0.0141855677976959,0.00580326877185156,-0.00305132728104244,0.0151785292903408,0.0231685297327409,0.00592442259029648,-0.00475547619119292,-0.00314602417612864,-0.00180754714527194,-0.00407652669019489,-0.00590552729970276,-0.00209784993160403,-0.000718706990678134,0.00135513020885322,0.0381675703452289,"RF"
-0.0187805945492308,0.0213528718062796,-0.0149312631948017,0.00497191533572999,-0.0136756833243477,NA,0.000387659642578982,-0.00604804383220319,-0.012425780979608,0.00502639606852606,0.00325012322726095,-0.00731821994060871,-0.0222603813216777,-0.0220516335345966,-0.0153239529561883,-0.0158981508314617,-0.019693976570846,-0.0139506991446261,-0.0121281391870483,-0.0118077912883621,0.0208860942565473,"RF"
-0.0228259179646727,0.0192226325845061,-0.0158747235666008,0.00254166937192306,-0.014185434939738,-0.000398077830925876,NA,-0.00807763931587454,-0.0149359114924438,0.00112854907306853,0.000558030441131729,-0.00802391776462472,-0.0247569843962405,-0.023711051774635,-0.0162022533899846,-0.019146677427052,-0.023572450886703,-0.0157139414849011,-0.0148866202825333,-0.0121299970666143,0.018516840101306,"RF"
-0.0131588021363442,0.033004072520564,-0.00843598446761345,0.00903305543128556,-0.0058259188871028,0.00604538383968744,0.00810996126198544,NA,-0.00729077662425993,0.0115518882023581,0.010088952466832,0.00133141951170196,-0.0164060465281895,-0.0172865254086892,-0.00787595978460789,-0.00844767053738111,-0.0135989868623901,-0.00727417603546807,-0.00993586646908201,-0.00199617881417048,0.0282751478613416,"RF"
-0.00416779186652744,0.0455476182215205,-0.00256434651389869,0.0205417755887111,0.00304556400011786,0.0124160864654162,0.0149199164182484,0.00728877462094874,NA,0.0201648954555363,0.0196860276466658,0.00975725764591396,-0.00632892972733177,-0.00489787598429154,-0.000678604029241078,0.00175174399840773,-0.00384513620450336,0.00181978958254221,0.000228620298825759,0.0066799782364522,0.0398387101002826,"RF"
-0.0253924502049062,0.0174735121132617,-0.0225091742886787,-0.00115783571305682,-0.0152144670618768,-0.00503083095222903,-0.00114512194060168,-0.0115515876044815,-0.020168639147183,NA,-0.00215128244747793,-0.00667389840169968,-0.0285557434441448,-0.027859448542713,-0.018420126611084,-0.0170781886704846,-0.0224696688241991,-0.0145383473240185,-0.0175208489475904,-0.0118621813168047,0.0193574820231944,"RF"
