"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc","class_method"
NA,1.29731443716107e-24,0.180782334525104,7.08692994457193e-23,0.00105016033987579,6.78331695443372e-16,1.23354373182975e-17,9.80865513659442e-07,0.0111032451898818,1.94418858946944e-23,5.32802987068214e-13,1.95719979328416e-07,0.313557087806854,0.790422859857394,0.035891517031238,0.00841255069696472,0.837163854662219,0.0634234866455431,0.0313146607316648,0.000646181480680039,1.79263579954993e-34,"RF"
1.29731443716107e-24,NA,2.92414788517521e-18,5.74253783243969e-05,1.89051607813296e-21,3.80433042842978e-07,2.07937313856054e-05,4.39162278961652e-11,1.76364672741144e-18,0.000360933769232588,8.08915876957604e-07,3.15478183455751e-15,2.81717403812346e-24,1.02095732625296e-21,5.68378667975638e-21,2.48837319397362e-22,1.91234107603321e-28,7.54374078336545e-19,1.91087199186711e-13,2.90595147483124e-16,0.582985157912838,"RF"
0.180782334525104,2.92414788517521e-18,NA,2.30133408985978e-15,0.910442502890875,2.74997832308742e-09,7.10643200506846e-09,0.000718371192081944,0.203979634860524,5.45079606863337e-15,4.07375470223218e-10,0.00223052966476317,0.0282185454529235,0.0734300056868057,0.687633888941638,0.988769177708678,0.0243738574235003,0.855846091609172,0.466229755460912,0.0894822650040704,1.0971379431659e-30,"RF"
7.08692994457193e-23,5.74253783243969e-05,2.30133408985978e-15,NA,4.32312008682696e-09,0.0523198738466562,0.29394281445922,0.000759447781449564,2.10755125209002e-15,0.608633185064455,0.795324752729859,0.00607384428081072,8.75484917481246e-20,2.29022839678359e-18,6.18348839216756e-12,1.01541374160321e-09,1.08256474544679e-14,1.92252819135481e-08,8.72206433322311e-10,4.73464248675336e-06,2.03397073346547e-09,"RF"
0.00105016033987579,1.89051607813296e-21,0.910442502890875,4.32312008682696e-09,NA,1.40048888587836e-10,2.06229208667617e-11,0.030622133355435,0.192981852748101,2.63928611307087e-07,4.57250475344323e-09,0.013953306200673,0.0224484837165687,0.144973531890493,0.261078134824857,0.0135857511166318,0.000126391974420691,0.340431519698039,0.727587266588561,0.537219300066281,5.44901858523106e-26,"RF"
6.78331695443372e-16,3.80433042842978e-07,2.74997832308742e-09,0.0523198738466562,1.40048888587836e-10,NA,0.779986222245774,0.0189995018906972,9.81640386925646e-07,0.106211428995629,0.372678266538529,0.00076149669687495,1.73091431667655e-11,1.1638511464463e-11,2.17539923620711e-14,9.55514222047767e-12,7.03238584502887e-18,2.0980855051705e-08,2.50049686546886e-07,4.13332031218855e-06,5.14363408262909e-11,"RF"
1.23354373182975e-17,2.07937313856054e-05,7.10643200506846e-09,0.29394281445922,2.06229208667617e-11,0.779986222245774,NA,0.00220847514419096,4.19236046436313e-09,0.684631036880062,0.87175827181875,0.00022383511505149,1.52610867857799e-14,2.3939027556807e-15,9.2171407215655e-16,4.361968568627e-16,2.00083880806189e-23,2.81651861713987e-10,1.25742974548039e-08,2.75728546564593e-07,2.58543484240551e-09,"RF"
9.80865513659442e-07,4.39162278961652e-11,0.000718371192081944,0.000759447781449564,0.030622133355435,0.0189995018906972,0.00220847514419096,NA,0.000821351156975878,4.47663354852891e-05,0.0034613763305852,0.651075606278905,8.14450386671723e-08,2.01134885129069e-08,0.000862496283143666,0.00163562348574009,9.10855223057382e-08,0.0056074114401881,0.000365070186704513,0.475975087498566,3.84360394133157e-15,"RF"
0.0111032451898818,1.76364672741144e-18,0.203979634860524,2.10755125209002e-15,0.192981852748101,9.81640386925646e-07,4.19236046436313e-09,0.000821351156975878,NA,1.25561284066396e-17,1.90748235258887e-09,2.96663325890052e-05,0.00341727101135177,0.0208664863646864,0.736797290636609,0.447302439334971,0.0710642833605827,0.423184165186922,0.925072068035647,0.01105089009965,5.39041502713025e-28,"RF"
1.94418858946944e-23,0.000360933769232588,5.45079606863337e-15,0.608633185064455,2.63928611307087e-07,0.106211428995629,0.684631036880062,4.47663354852891e-05,1.25561284066396e-17,NA,0.546443072475725,0.036182958088698,1.95451061974758e-18,2.22752824842946e-16,1.28317801459646e-09,8.32050674702368e-08,9.9830622363171e-13,2.49196739753312e-07,1.25395515289337e-07,0.000172981172489507,4.12573772122404e-09,"RF"
5.32802987068214e-13,8.08915876957604e-07,4.07375470223218e-10,0.795324752729859,4.57250475344323e-09,0.372678266538529,0.87175827181875,0.0034613763305852,1.90748235258887e-09,0.546443072475725,NA,0.000506259969354245,6.65813117627818e-19,6.14799096069043e-18,6.30439253850512e-09,7.64331966209596e-08,8.88304393992348e-14,3.27656021172885e-09,1.17898708397979e-05,4.60359209296263e-06,1.90821125352052e-06,"RF"
1.95719979328416e-07,3.15478183455751e-15,0.00223052966476317,0.00607384428081072,0.013953306200673,0.00076149669687495,0.00022383511505149,0.651075606278905,2.96663325890052e-05,0.036182958088698,0.000506259969354245,NA,2.24751383850926e-09,1.13073308108806e-08,0.0206845258344122,0.00050848671917866,3.52195251616391e-09,2.38405439938695e-05,0.00213984556105851,0.00351773560391412,3.92683855918268e-17,"RF"
0.313557087806854,2.81717403812346e-24,0.0282185454529235,8.75484917481246e-20,0.0224484837165687,1.73091431667655e-11,1.52610867857799e-14,8.14450386671723e-08,0.00341727101135177,1.95451061974758e-18,6.65813117627818e-19,2.24751383850926e-09,NA,0.796065744686452,0.0116690685767839,0.0163513151126378,0.959258300880319,0.157611242625718,0.175670995711398,0.00178966086708647,4.27036175360485e-33,"RF"
0.790422859857394,1.02095732625296e-21,0.0734300056868057,2.29022839678359e-18,0.144973531890493,1.1638511464463e-11,2.3939027556807e-15,2.01134885129069e-08,0.0208664863646864,2.22752824842946e-16,6.14799096069043e-18,1.13073308108806e-08,0.796065744686452,NA,0.0674955245693268,0.10376797606089,0.315439629437204,0.22237428568279,0.103279769583823,0.00786695355753312,7.42626256323207e-34,"RF"
0.035891517031238,5.68378667975638e-21,0.687633888941638,6.18348839216756e-12,0.261078134824857,2.17539923620711e-14,9.2171407215655e-16,0.000862496283143666,0.736797290636609,1.28317801459646e-09,6.30439253850512e-09,0.0206845258344122,0.0116690685767839,0.0674955245693268,NA,0.0221397192997094,0.000253552653063592,0.454671476029022,0.793078908534581,0.428729295619302,6.37957929173829e-28,"RF"
0.00841255069696472,2.48837319397362e-22,0.988769177708678,1.01541374160321e-09,0.0135857511166318,9.55514222047767e-12,4.361968568627e-16,0.00163562348574009,0.447302439334971,8.32050674702368e-08,7.64331966209596e-08,0.00050848671917866,0.0163513151126378,0.10376797606089,0.0221397192997094,NA,0.0462742447175766,0.184531599657339,0.972573656112432,0.203303516529459,8.92984209281982e-27,"RF"
0.837163854662219,1.91234107603321e-28,0.0243738574235003,1.08256474544679e-14,0.000126391974420691,7.03238584502887e-18,2.00083880806189e-23,9.10855223057382e-08,0.0710642833605827,9.9830622363171e-13,8.88304393992348e-14,3.52195251616391e-09,0.959258300880319,0.315439629437204,0.000253552653063592,0.0462742447175766,NA,0.260082419457105,0.130013000896498,0.00182128346695004,2.13617117604171e-36,"RF"
0.0634234866455431,7.54374078336545e-19,0.855846091609172,1.92252819135481e-08,0.340431519698039,2.0980855051705e-08,2.81651861713987e-10,0.0056074114401881,0.423184165186922,2.49196739753312e-07,3.27656021172885e-09,2.38405439938695e-05,0.157611242625718,0.22237428568279,0.454671476029022,0.184531599657339,0.260082419457105,NA,0.606929582354239,0.000764107695198561,1.38741709340475e-25,"RF"
0.0313146607316648,1.91087199186711e-13,0.466229755460912,8.72206433322311e-10,0.727587266588561,2.50049686546886e-07,1.25742974548039e-08,0.000365070186704513,0.925072068035647,1.25395515289337e-07,1.17898708397979e-05,0.00213984556105851,0.175670995711398,0.103279769583823,0.793078908534581,0.972573656112432,0.130013000896498,0.606929582354239,NA,0.114421058553161,1.75895036290985e-20,"RF"
0.000646181480680039,2.90595147483124e-16,0.0894822650040704,4.73464248675336e-06,0.537219300066281,4.13332031218855e-06,2.75728546564593e-07,0.475975087498566,0.01105089009965,0.000172981172489507,4.60359209296263e-06,0.00351773560391412,0.00178966086708647,0.00786695355753312,0.428729295619302,0.203303516529459,0.00182128346695004,0.000764107695198561,0.114421058553161,NA,8.52814518322346e-22,"RF"
1.79263579954993e-34,0.582985157912838,1.0971379431659e-30,2.03397073346547e-09,5.44901858523106e-26,5.14363408262909e-11,2.58543484240551e-09,3.84360394133157e-15,5.39041502713025e-28,4.12573772122404e-09,1.90821125352052e-06,3.92683855918268e-17,4.27036175360485e-33,7.42626256323207e-34,6.37957929173829e-28,8.92984209281982e-27,2.13617117604171e-36,1.38741709340475e-25,1.75895036290985e-20,8.52814518322346e-22,NA,"RF"
NA,6.6135494771235e-17,0.653922652747494,2.00471001243988e-10,0.0887940778323381,0.00112312478972565,0.00497534174221733,0.00178888599717991,0.0331486110085941,8.94234280368596e-11,0.0114676904581738,0.441594128158151,0.349930761395279,0.541665773657365,0.250832087384731,0.642006511692492,0.0412988048711549,0.0158006906968685,0.600724925504305,0.519712690474683,9.08613084371647e-21,"CART"
6.6135494771235e-17,NA,5.94369895557978e-15,3.35901921721401e-05,2.55684848563266e-25,5.36786954571617e-13,3.17526928293523e-11,4.95928569308777e-10,1.35595117993982e-12,0.00185926870960019,1.13524759402536e-11,4.71801283243244e-20,1.41131807556407e-15,3.66236480463172e-15,8.39776204244162e-21,9.94978035995503e-19,1.52521660762437e-25,5.4881243545429e-23,2.26532092617274e-13,1.46271619733857e-19,0.102138856416432,"CART"
0.653922652747494,5.94369895557978e-15,NA,3.0128543279905e-11,0.000889926127945429,0.000372328215455527,0.0179386870689232,0.00690422182704838,0.00924971794178942,4.77357278067952e-12,0.00494311932125714,0.94550938121585,0.0999766403293939,0.120795792077187,0.0812088241992353,0.57000938142825,0.00212257717683563,0.00166279258347406,0.601934815208323,0.191825533817882,3.32075285442172e-20,"CART"
2.00471001243988e-10,3.35901921721401e-05,3.0128543279905e-11,NA,1.07873366860038e-10,0.00445213052662738,0.00156377965179781,0.134807153981123,9.82004269759166e-05,0.0313008888534052,0.0704787669851657,0.000655826447244003,1.13019369974849e-06,1.6599506545535e-06,5.38035120312444e-10,1.19943034505606e-05,2.31082085791634e-10,1.02209028893952e-07,4.49368382772133e-05,5.69508794299566e-07,3.31789150654889e-06,"CART"
