"name","data","class_method","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_exe_time_pervar","std_exe_time_pervar","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw"
"balance","test","Boosting","AMEVA",3,0,0.0163604974746704,0.0016928959013448,0.0040901243686676,0.0004232239753362,0,0,0.741711229946524,0.0258374806832988,0.506244902306167,0.0177294809608237,0.537596899224806,0.0187271662316933,0.513689887254126,0.0184446453385088,0.521782178217822,0.047837711760167,0.49105969793718,0.0418566946383245
"balance","test","Boosting","CACC",3,0,0.0134051084518433,0.00577429899778174,0.00335127711296082,0.00144357474944543,0,0,0.741711229946524,0.0258374806832988,0.506244902306167,0.0177294809608237,0.537596899224806,0.0187271662316933,0.513689887254126,0.0184446453385088,0.521782178217822,0.047837711760167,0.49105969793718,0.0418566946383245
"balance","test","Boosting","CAIM",3,0,0.0170939922332764,0.00287603910481996,0.00427349805831909,0.000719009776204991,0,0,0.733689839572192,0.0210610416937496,0.50085263967734,0.0175891134253859,0.531782945736434,0.015265173630741,0.508244090886628,0.0152059341323625,0.506930693069307,0.0389942059082295,0.479157503069137,0.0420189265294394
"balance","test","Boosting","Chi2",4.3,0.197202659436654,1.28107118606567,0.151856321414058,0.320267796516418,0.0379640803535146,0,0,0.742245989304813,0.0219475849862693,0.505570520695761,0.0170414711646744,0.537984496124031,0.0159077457071022,0.514298792038295,0.0153550164228234,0.522772277227723,0.0406356276478452,0.490671338283375,0.0324209644674947
"balance","test","Boosting","ChiMerge",3.275,0.248607231502938,0.00899569988250732,0.00840716757856697,0.00224892497062683,0.00210179189464174,0,0,0.738502673796791,0.0171808638289076,0.504916630623573,0.0130818857265492,0.535271317829457,0.012452796651185,0.511639689302647,0.0126053096145895,0.516008445975941,0.03203872611352,0.488476175027987,0.0238987419616654
"balance","test","Boosting","ClusterDisc",3,0,0.00395162105560303,0.00483728385638057,0.000987905263900757,0.00120932096409514,0,0,0.728342245989305,0.0232140044151155,0.501323002824127,0.0173339897163723,0.527906976744186,0.0168256543628937,0.5048731817109,0.0168072830941806,0.497222521070548,0.0429254507894354,0.482898380885416,0.048015056106061
"balance","test","Boosting","Extended Chi2",2.525,0.32167098442698,4.02532243728638,0.385738873637129,1.00633060932159,0.0964347184092822,0,0,0.719251336898396,0.0368126139537672,0.499282638514793,0.0160046327160616,0.521317829457364,0.0266820108889708,0.496787993999842,0.0284208412701738,0.480346341417558,0.0684582104126947,0.463932954357974,0.057565547886251
"balance","test","Boosting","Forest_disc_100",4,0,21.1025797128677,2.0263690266003,5.27564492821693,0.506592256650076,0,0,0.757219251336898,0.0391508132999425,0.524660162154107,0.0195441073600624,0.548837209302326,0.0283767522755397,0.53287731934387,0.0234497144947004,0.559046641134553,0.0667604217694326,0.529844139318732,0.0596289038985662
"balance","test","Boosting","Forest_disc_125",4,0,22.0757686853409,2.75956747182629,5.51894217133522,0.689891867956572,0,0,0.76524064171123,0.0314302257053707,0.529392173018677,0.014867584053425,0.554651162790698,0.0227808225073811,0.53830712723846,0.0188764403663849,0.573261254270135,0.0533988370567804,0.541041122961447,0.0434742603025807
"balance","test","Boosting","Forest_disc_150",4,0,20.5329140663147,2.16671511697802,5.13322851657867,0.541678779244506,0,0,0.758823529411765,0.0203942135257948,0.52724834015771,0.00976595033657338,0.55,0.0147818524392388,0.53425216369396,0.0116002572507577,0.561588551528006,0.0335954291350295,0.538316345685253,0.0315263939417918
"balance","test","Boosting","Forest_disc_175",4,0,23.7346166610718,2.91000467838554,5.93365416526794,0.727501169596384,0,0,0.766310160427807,0.0369676513855045,0.532307828284976,0.0187231433319458,0.555426356589147,0.0267943829809664,0.539326795842459,0.0235238592526925,0.575355866483637,0.0644911039608432,0.550525726639921,0.0565771195151652
"balance","test","Boosting","Forest_disc_200",4,0,24.1174313783646,3.32929682488779,6.02935784459114,0.832324206221946,0,0,0.762566844919786,0.045877241902732,0.52915872828822,0.0253440872347083,0.552713178294574,0.0332521094411274,0.537355366445168,0.028950618115817,0.56931154807608,0.0779485395110348,0.54785120128427,0.0736738884586843
"balance","test","Boosting","Forest_disc_25",4,0,20.512241601944,2.79470908600834,5.12806040048599,0.698677271502086,0,0,0.759893048128342,0.0301927320539767,0.527828928470876,0.0124867610035204,0.55077519379845,0.0218838794344715,0.535717354001575,0.0176369920840193,0.564511750584727,0.0505830714592608,0.535840188836307,0.0381083711597173
"balance","test","Boosting","Forest_disc_50",4,0,19.3390887737274,1.76889412526636,4.83477219343185,0.442223531316591,0,0,0.766844919786096,0.0328875797668415,0.531407672286273,0.0194226239424029,0.555813953488372,0.0238371217689898,0.539812864358718,0.0223469327739736,0.576270524893964,0.0581790707564411,0.542130821054465,0.0485075692325659
"balance","test","Boosting","Forest_disc_75",4,0,20.3809523582458,2.08503935947094,5.09523808956146,0.521259839867735,0,0,0.763101604278075,0.0347525017233046,0.52799485279701,0.0181041733854358,0.553100775193798,0.0251888287684417,0.536540004312072,0.0219117255178745,0.569005452662127,0.0606186171323064,0.540006168791463,0.0537774872337552
"balance","test","Boosting","MDLP",2,0,0.0186710596084595,0.00275983713696055,0.00466776490211487,0.000689959284240137,0,0,0.694652406417112,0.0207034686748444,0.48839329814369,0.0215196645513181,0.503488372093023,0.0150060024891314,0.4785927828897,0.0162271820369446,0.434653465346535,0.0383321647742168,0.422616396301076,0.0393664473005908
"balance","test","Boosting","Modified Chi2",2.05,0.158113883008419,0.0722389459609985,0.00839063887416855,0.0180597364902496,0.00209765971854214,0,0,0.692513368983957,0.0316116717486065,0.486961421698652,0.0180975373469886,0.501937984496124,0.0229123357247651,0.476075094673761,0.024964604150595,0.430693069306931,0.0585285407622713,0.416242419313415,0.0533425468719043
"balance","test","Boosting","OneR",2.15,0.129099444873581,0.0453397274017334,0.00375520893233,0.0113349318504333,0.0009388022330825,0,0,0.654545454545455,0.0341204595051848,0.452511582772242,0.0253942364400059,0.474418604651163,0.0247307206491068,0.450006516457676,0.0255463316486383,0.36039603960396,0.063173524034352,0.339591307845211,0.0509391981161175
"balance","test","Boosting","RDGR",3.525,0.184466196843155,0.138002991676331,0.0189449105132723,0.0345007479190826,0.00473622762831807,0,0,0.736898395721925,0.0210610416937497,0.506009350888643,0.0163391805224243,0.534108527131783,0.015265173630741,0.510106840236574,0.0151920824260648,0.512871287128713,0.0389942059082295,0.487367251668238,0.0324589283457578
"balance","test","Boosting","RSTGDH",3.5,0,0.0215853691101074,0.0050912409319568,0.00539634227752686,0.0012728102329892,0,0,0.766844919786096,0.0245963469670736,0.525711409919736,0.0122407597194847,0.555813953488372,0.01782758481722,0.532927611532616,0.0168315569200787,0.569488214455316,0.0449585982506508,0.547713430123534,0.0345471190622748
"balance","test","Boosting","RSTI",5,0,0.00831189155578613,0.00641361634454509,0.00207797288894653,0.00160340408613627,0,0,0.757754010695187,0.033447999748661,0.527523160458367,0.0163856334647737,0.54922480620155,0.0242433176472853,0.535294405335416,0.0197611956922968,0.56202824953871,0.0560410101129397,0.529151635778751,0.0558672273494992
"balance","test","Boosting","RSTLDH",3,0,0.00776243209838867,0.00755890945054012,0.00194060802459717,0.00188972736263503,0,0,0.781283422459893,0.0160328747392291,0.538735233594859,0.0113017126062735,0.566279069767442,0.0116207270396738,0.542763166508896,0.0114796355196357,0.595049504950495,0.0296846294676816,0.589420456037827,0.0326189252046973
