"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
1,2,3.5190830104773e-07,1.8,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5423,0.4577,NA,NA,NA,NA,NA,NA,NA,NA,3.5190830104773e-07,2,1,"Forest_disc_25","balance"
1,3,6.56704547985892e-19,1.6,3.2,4.5,NA,NA,NA,NA,NA,NA,NA,0.3923,0.3652,0.2426,NA,NA,NA,NA,NA,NA,NA,6.56704547985892e-18,3,1,"Forest_disc_25","balance"
1,4,1.87979675176957e-18,3,4.4,1.5,1.5,NA,NA,NA,NA,NA,NA,0.3475,0.3034,0.1745,0.1745,NA,NA,NA,NA,NA,NA,1.87979675176957e-17,3,1,"Forest_disc_25","balance"
1,5,2.16744644505623e-18,3,4.4,1.5,1.5,1.5,NA,NA,NA,NA,NA,0.3476,0.3042,0.1161,0.1161,0.1161,NA,NA,NA,NA,NA,2.16744644505623e-17,3,1,"Forest_disc_25","balance"
1,6,1.23592205451549e-18,2.9,4.4,1.5,1.5,1.5,1.5,NA,NA,NA,NA,0.3487,0.3134,0.0845,0.0845,0.0845,0.0845,NA,NA,NA,NA,1.23592205451549e-17,3,1,"Forest_disc_25","balance"
1,7,1.77526008449978e-18,2.9,4.4,1.5,1.5,1.5,1.5,1.5,NA,NA,NA,0.3493,0.316,0.0669,0.0669,0.0669,0.0669,0.0669,NA,NA,NA,1.77526008449978e-17,3,1,"Forest_disc_25","balance"
1,8,8.91329727812669e-21,2.9,4.4,1.5,1.5,1.5,1.5,1.5,1.5,NA,NA,0.3495,0.3167,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,NA,NA,8.91329727812669e-20,3,1,"Forest_disc_25","balance"
1,9,2.00384821271571e-18,2.9,4.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,NA,0.35,0.3183,0.0474,0.0474,0.0474,0.0474,0.0474,0.0474,0.0474,NA,2.00384821271571e-17,3,1,"Forest_disc_25","balance"
1,10,1.54086012385633e-18,2.9,4.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.3506,0.3203,0.0411,0.0411,0.0411,0.0411,0.0411,0.0411,0.0411,0.0411,1.54086012385633e-17,3,1,"Forest_disc_25","balance"
2,2,3.31134777851963e-07,1.9,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5002,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,3.31134777851963e-07,2,1,"Forest_disc_25","balance"
2,3,2.2657986924513e-18,3.2,1.6,4.5,NA,NA,NA,NA,NA,NA,NA,0.36,0.333,0.307,NA,NA,NA,NA,NA,NA,NA,2.2657986924513e-17,3,1,"Forest_disc_25","balance"
2,4,1.92414836121803e-20,4.4,2.9,1.5,1.5,NA,NA,NA,NA,NA,NA,0.3591,0.3526,0.1442,0.1442,NA,NA,NA,NA,NA,NA,1.92414836121803e-19,3,1,"Forest_disc_25","balance"
2,5,2.77614297130899e-21,4.4,2.9,1.5,1.5,1.5,NA,NA,NA,NA,NA,0.3584,0.3525,0.0964,0.0964,0.0964,NA,NA,NA,NA,NA,2.77614297130899e-20,3,1,"Forest_disc_25","balance"
2,6,9.06376045945301e-19,4.4,2.9,1.5,1.5,1.5,1.5,NA,NA,NA,NA,0.3618,0.3533,0.0712,0.0712,0.0712,0.0712,NA,NA,NA,NA,9.06376045945301e-18,3,1,"Forest_disc_25","balance"
2,7,1.68977191807498e-18,4.4,2.9,1.5,1.5,1.5,1.5,1.5,NA,NA,NA,0.3678,0.3553,0.0554,0.0554,0.0554,0.0554,0.0554,NA,NA,NA,1.68977191807498e-17,3,1,"Forest_disc_25","balance"
2,8,1.45965628433998e-20,4.4,2.9,1.5,1.5,1.5,1.5,1.5,1.5,NA,NA,0.3697,0.3561,0.0457,0.0457,0.0457,0.0457,0.0457,0.0457,NA,NA,1.45965628433998e-19,3,1,"Forest_disc_25","balance"
