"accuracy","macroPrecision","macroRecall","macroF1","kappa","kappa_w","data","class_method","inconsistency","disc_method","NB_interval","exe_time","iter","modif_nb_inter","name","exetimepervar"
1,1,1,1,1,1,"train","RF",0,"cont",NA,0,1,NA,"cryotherapy",0
0.888888888888889,0.89010989010989,0.89010989010989,0.888888888888889,0.778082191780822,0.778082191780822,"test","RF",0,"cont",NA,0,1,NA,"cryotherapy",0
0.80952380952381,0.822282608695652,0.800709939148073,0.803534303534304,0.610710607621009,0.610710607621009,"train","CART",0,"cont",NA,0,1,NA,"cryotherapy",0
0.740740740740741,0.752941176470588,0.736263736263736,0.73492286115007,0.476454293628809,0.476454293628809,"test","CART",0,"cont",NA,0,1,NA,"cryotherapy",0
1,1,1,1,1,1,"train","Boosting",0,"cont",NA,0,1,NA,"cryotherapy",0
0.888888888888889,0.89010989010989,0.89010989010989,0.888888888888889,0.778082191780822,0.778082191780822,"test","Boosting",0,"cont",NA,0,1,NA,"cryotherapy",0
0.888888888888889,0.893970893970894,0.884381338742394,0.887067861715749,0.774655084312723,0.774655084312723,"train","SVM",0,"cont",NA,0,1,NA,"cryotherapy",0
0.777777777777778,0.777472527472527,0.777472527472527,0.777472527472527,0.554945054945055,0.554945054945055,"test","SVM",0,"cont",NA,0,1,NA,"cryotherapy",0
0.80952380952381,0.833333333333333,0.798174442190669,0.801052631578947,0.608695652173913,0.608695652173913,"train","NaiveBayes",0,"cont",NA,0,1,NA,"cryotherapy",0
0.740740740740741,0.752941176470588,0.736263736263736,0.73492286115007,0.476454293628809,0.476454293628809,"test","NaiveBayes",0,"cont",NA,0,1,NA,"cryotherapy",0
0.936507936507937,0.936105476673428,0.936105476673428,0.936105476673428,0.872210953346856,0.872210953346856,"train","KNN_Class",0,"cont",NA,0,1,NA,"cryotherapy",0
0.888888888888889,0.891666666666667,0.887362637362637,0.888275862068965,0.776859504132231,0.776859504132231,"test","KNN_Class",0,"cont",NA,0,1,NA,"cryotherapy",0
1,1,1,1,1,1,"train","RF",0,"cont",NA,0,2,NA,"cryotherapy",0
0.777777777777778,0.777472527472527,0.777472527472527,0.777472527472527,0.554945054945055,0.554945054945055,"test","RF",0,"cont",NA,0,2,NA,"cryotherapy",0
0.841269841269841,0.869047619047619,0.830121703853955,0.834210526315789,0.673913043478261,0.673913043478261,"train","CART",0,"cont",NA,0,2,NA,"cryotherapy",0
0.592592592592593,0.601973684210526,0.585164835164835,0.571428571428572,0.172701949860724,0.172701949860724,"test","CART",0,"cont",NA,0,2,NA,"cryotherapy",0
1,1,1,1,1,1,"train","Boosting",0,"cont",NA,0,2,NA,"cryotherapy",0
0.777777777777778,0.802941176470588,0.782967032967033,0.775,0.559782608695652,0.559782608695652,"test","Boosting",0,"cont",NA,0,2,NA,"cryotherapy",0
0.936507936507937,0.936105476673428,0.936105476673428,0.936105476673428,0.872210953346856,0.872210953346856,"train","SVM",0,"cont",NA,0,2,NA,"cryotherapy",0
0.814814814814815,0.815934065934066,0.815934065934066,0.814814814814815,0.63013698630137,0.63013698630137,"test","SVM",0,"cont",NA,0,2,NA,"cryotherapy",0
0.80952380952381,0.822282608695652,0.800709939148073,0.803534303534304,0.610710607621009,0.610710607621009,"train","NaiveBayes",0,"cont",NA,0,2,NA,"cryotherapy",0
0.777777777777778,0.805555555555556,0.771978021978022,0.769886363636364,0.55,0.55,"test","NaiveBayes",0,"cont",NA,0,2,NA,"cryotherapy",0
0.904761904761905,0.904233870967742,0.906693711967546,0.904545454545455,0.809283551967709,0.809283551967709,"train","KNN_Class",0,"cont",NA,0,2,NA,"cryotherapy",0
0.851851851851852,0.888888888888889,0.846153846153846,0.846590909090909,0.7,0.7,"test","KNN_Class",0,"cont",NA,0,2,NA,"cryotherapy",0
1,1,1,1,1,1,"train","RF",0,"cont",NA,0,3,NA,"cryotherapy",0
0.814814814814815,0.816666666666667,0.813186813186813,0.813793103448276,0.628099173553719,0.628099173553719,"test","RF",0,"cont",NA,0,3,NA,"cryotherapy",0
0.904761904761905,0.907407407407407,0.901622718052738,0.903571428571429,0.807339449541284,0.807339449541284,"train","CART",0,"cont",NA,0,3,NA,"cryotherapy",0
0.777777777777778,0.784090909090909,0.774725274725275,0.775,0.552486187845304,0.552486187845304,"test","CART",0,"cont",NA,0,3,NA,"cryotherapy",0
1,1,1,1,1,1,"train","Boosting",0,"cont",NA,0,3,NA,"cryotherapy",0
0.851851851851852,0.851648351648352,0.851648351648352,0.851648351648352,0.703296703296703,0.703296703296703,"test","Boosting",0,"cont",NA,0,3,NA,"cryotherapy",0
