"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","forest","mean_opt_value","std_opt_value"
"vertebral","test","Forest_disc_100",4,0,5.96170771121979,0.341146393811513,0,0,0.797132616487455,0.0522838754934808,0.749457499789932,0.0667608693792026,0.734444444444445,0.0736911003807442,0.732582443398549,0.0724048975378906,0.67236590384357,0.085699031194905,0.728293210416794,0.0756309306660512,"Forest_disc_100",7.89032322948682e-23,4.72561403792532e-23
"vertebral","test","Forest_disc_125",4,0,6.23746635913849,0.757194053782837,0,0,0.802867383512545,0.0465412109770332,0.763500590141536,0.0636672006847952,0.741234567901235,0.0659741765586821,0.741245350672676,0.0669560106084677,0.680513511399423,0.0760754762608836,0.731274382492529,0.0669009765168962,"Forest_disc_125",8.00510752594743e-23,3.59993046634398e-23
"vertebral","test","Forest_disc_150",4,0,5.95474140644073,0.445244890003229,0,0,0.797849462365591,0.0483232675412028,0.748544296595043,0.0711728101350228,0.736481481481481,0.065006263748716,0.735935477799993,0.0664281334086625,0.673382738663854,0.0784588589123858,0.728253406509789,0.0722103994223133,"Forest_disc_150",7.77992766449517e-23,6.00017528298172e-23
"vertebral","test","Forest_disc_175",4,0,6.71019532680512,0.440869314215079,0,0,0.808960573476702,0.0440180331906153,0.76204814357686,0.0661194425040353,0.752037037037037,0.064890279805196,0.74958298329044,0.0644270000367015,0.692159769522382,0.0719620464447104,0.751683924018345,0.060382593531713,"Forest_disc_175",5.16100862401917e-23,2.84819933215345e-23
"vertebral","test","Forest_disc_200",4,0,6.96329057216644,0.349576073927375,0,0,0.799641577060932,0.0444433666149919,0.755165849254474,0.0632739620448031,0.735432098765432,0.0686676298364122,0.734358721694208,0.0690209200424506,0.674957124068098,0.0735904275041255,0.726122202755157,0.0647305683605324,"Forest_disc_200",8.04925919030164e-23,5.37449910540215e-23
"vertebral","test","Forest_disc_25",4,0,6.18042359352112,0.682805114375388,0,0,0.807885304659498,0.0447290565073884,0.767845491054461,0.0613087820903757,0.75037037037037,0.0649145497564458,0.749928393878114,0.0635850307341869,0.689376445162745,0.0732151727612685,0.742180361386372,0.0660997477884978,"Forest_disc_25",2.74610355407763e-22,4.62935323116735e-22
"vertebral","test","Forest_disc_50",4,0,6.3235009431839,1.12285744748254,0,0,0.806093189964158,0.0533781222931548,0.76430971658369,0.0720409078911187,0.746543209876543,0.0718380875713765,0.746622384192485,0.0720194676680872,0.686586104774591,0.0864115814972208,0.737548888739463,0.0760127475335286,"Forest_disc_50",2.26763590248614e-22,2.68451054965363e-22
"vertebral","test","Forest_disc_75",4,0,5.68408768177032,0.462310059715076,0,0,0.793010752688172,0.0419789207404569,0.74687124733,0.0547350979229131,0.731604938271605,0.0602609419073297,0.731081774865644,0.0583188744192168,0.665258622057472,0.0683996518601102,0.720113653604681,0.0646133568341714,"Forest_disc_75",6.52550677466625e-23,3.44363442598112e-23
"vertebral","test","Forest_disc_DIR100",5.3,0.692167642408789,3.34548861980438,0.115595814596927,0,0,0.791756272401433,0.0530836065195518,0.739987526150247,0.0994347925867428,0.727530864197531,0.0778012898030361,0.721270688237101,0.0903771600380953,0.662355489757572,0.0864915898197258,0.715962644633559,0.0768643528855474,"Forest_disc_DIR100",4.26211742430424e-07,2.18453464280255e-07
"vertebral","test","Forest_disc_DIR200",4.53333333333333,0.667231399225932,4.22847852706909,0.100269917805679,0,0,0.809856630824373,0.0541626030334156,0.764121487733626,0.0780671231583534,0.755987654320988,0.0727665251261782,0.753247624162196,0.0769947159111406,0.693400702281072,0.0879817610407795,0.74059400536813,0.0862465388843784,"Forest_disc_DIR200",4.18860900560791e-07,2.31795600061462e-07
"vertebral","test","Forest_disc_DIR50",4.36666666666667,0.530429950326516,2.97581346035004,0.0428362634302376,0,0,0.790681003584229,0.0566032111538177,0.748748822325375,0.0835992788916466,0.729382716049383,0.0778446090377931,0.727903227061727,0.0836653365532277,0.660848858004546,0.0920941377225248,0.714805557429005,0.0832341477136083,"Forest_disc_DIR50",6.76332092390848e-07,4.40060742690732e-07
"vertebral","test","Forest_disc_NLD100",6.88333333333334,0.521026800225931,2.33742618560791,0.108292977841359,0,0,0.807168458781362,0.0537768041226027,0.752904718635963,0.0945725744957892,0.745308641975309,0.0806450438909121,0.740497812277224,0.0920345518557147,0.687797516667729,0.088619782895622,0.740165033802662,0.0766242239467192,"Forest_disc_NLD100",7.27235569415699e-13,1.74291492905265e-12
"vertebral","test","Forest_disc_NLD200",6.68333333333334,0.706907005287324,3.23816468715668,0.112939052549075,0,0,0.812724014336917,0.0604804115136992,0.75566809644249,0.108174472995154,0.75641975308642,0.0882467037457255,0.750443212292211,0.101878875907584,0.697164942222526,0.0998071318465369,0.747836237580852,0.0871502184152388,"Forest_disc_NLD200",7.50229770183365e-17,2.37243483734631e-16
"vertebral","test","Forest_disc_NLD50",7.05,0.938956025636502,2.12565970420837,0.0601917837020502,0,0,0.811827956989247,0.0587783244461501,0.745656122910279,0.122197967300915,0.745555555555556,0.0890569138022428,0.739025663245423,0.10652346489238,0.693742933318076,0.098132244994737,0.744740270087098,0.0879924792889245,"Forest_disc_NLD50",2.00982905921978e-14,4.71576647301629e-14
