"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest","name"
2,2,1.28208190892158e-07,25,53.1,NA,NA,NA,NA,NA,NA,NA,NA,0.7592,0.2408,NA,NA,NA,NA,NA,NA,NA,NA,1.28208190892158e-07,2,1,"Forest_disc_25","Austra"
2,3,2.92876966909022e-24,28.9,56,16.1,NA,NA,NA,NA,NA,NA,NA,0.6731,0.176,0.1509,NA,NA,NA,NA,NA,NA,NA,2.92876966909022e-23,3,1,"Forest_disc_25","Austra"
2,4,2.29951737643986e-24,28.9,56,16.1,16.1,NA,NA,NA,NA,NA,NA,0.6731,0.176,0.0754,0.0754,NA,NA,NA,NA,NA,NA,2.29951737643986e-23,3,1,"Forest_disc_25","Austra"
2,5,2.96558279604698e-24,28.9,56,16.1,16.1,16.1,NA,NA,NA,NA,NA,0.6732,0.176,0.0503,0.0503,0.0503,NA,NA,NA,NA,NA,2.96558279604698e-23,3,1,"Forest_disc_25","Austra"
2,6,2.94951408377061e-24,28.9,56,16.1,16.1,16.1,16.1,NA,NA,NA,NA,0.6732,0.176,0.0377,0.0377,0.0377,0.0377,NA,NA,NA,NA,2.94951408377061e-23,3,1,"Forest_disc_25","Austra"
2,7,1.51355509064661e-24,28.9,56,16.1,16.1,16.1,16.1,16.1,NA,NA,NA,0.6732,0.176,0.0302,0.0302,0.0302,0.0302,0.0302,NA,NA,NA,1.51355509064661e-23,3,1,"Forest_disc_25","Austra"
2,8,2.88818328125167e-24,28.9,56,16.1,16.1,16.1,16.1,16.1,16.1,NA,NA,0.6732,0.176,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,NA,NA,2.88818328125167e-23,3,1,"Forest_disc_25","Austra"
2,9,2.65866075623587e-24,28.9,56,16.1,16.1,16.1,16.1,16.1,16.1,16.1,NA,0.6732,0.176,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,NA,2.65866075623587e-23,3,1,"Forest_disc_25","Austra"
2,10,2.974714717275e-24,28.9,56,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,0.6732,0.176,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,2.974714717275e-23,3,1,"Forest_disc_25","Austra"
3,2,4.06091925675889e-06,2.486,16.4653,NA,NA,NA,NA,NA,NA,NA,NA,0.8544,0.1456,NA,NA,NA,NA,NA,NA,NA,NA,4.06091925675889e-06,2,1,"Forest_disc_25","Austra"
3,3,1.3441236668645e-24,5.527,0.1657,19.0912,NA,NA,NA,NA,NA,NA,NA,0.5317,0.3889,0.0794,NA,NA,NA,NA,NA,NA,NA,1.3441236668645e-23,3,1,"Forest_disc_25","Austra"
3,4,7.87603259570235e-25,5.5064,0.1511,0.1511,19.0801,NA,NA,NA,NA,NA,NA,0.5342,0.1931,0.1931,0.0796,NA,NA,NA,NA,NA,NA,7.87603259570235e-24,3,1,"Forest_disc_25","Austra"
3,5,1.10495529017912e-24,5.4891,0.1387,0.1387,0.1387,19.0708,NA,NA,NA,NA,NA,0.5363,0.128,0.128,0.128,0.0798,NA,NA,NA,NA,NA,1.10495529017912e-23,3,1,"Forest_disc_25","Austra"
3,6,1.31812040535721e-24,5.4749,0.1285,0.1285,0.1285,0.1285,19.0632,NA,NA,NA,NA,0.538,0.0955,0.0955,0.0955,0.0955,0.08,NA,NA,NA,NA,1.31812040535721e-23,3,1,"Forest_disc_25","Austra"
3,7,1.89766485471733e-26,5.4621,19.0563,0.1191,0.1191,0.1191,0.1191,0.1191,NA,NA,NA,0.5396,0.0801,0.0761,0.0761,0.0761,0.0761,0.0761,NA,NA,NA,1.89766485471733e-25,3,1,"Forest_disc_25","Austra"
3,8,1.23825789154833e-24,5.4508,19.0503,0.1109,0.1109,0.1109,0.1109,0.1109,0.1109,NA,NA,0.5409,0.0802,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,NA,NA,1.23825789154833e-23,3,1,"Forest_disc_25","Austra"
3,9,1.23063322568587e-24,5.4414,19.0452,0.1039,0.1039,0.1039,0.1039,0.1039,0.1039,0.1039,NA,0.5421,0.0803,0.0539,0.0539,0.0539,0.0539,0.0539,0.0539,0.0539,NA,1.23063322568587e-23,3,1,"Forest_disc_25","Austra"
3,10,1.29185334608072e-24,5.4333,19.0409,0.0979,0.0979,0.0979,0.0979,0.0979,0.0979,0.0979,0.0979,0.5431,0.0804,0.0471,0.0471,0.0471,0.0471,0.0471,0.0471,0.0471,0.0471,1.29185334608072e-23,3,1,"Forest_disc_25","Austra"
7,2,1.92300455002895e-06,0.9686,7.0446,NA,NA,NA,NA,NA,NA,NA,NA,0.8636,0.1364,NA,NA,NA,NA,NA,NA,NA,NA,1.92300455002895e-06,2,1,"Forest_disc_25","Austra"
7,3,1.98425807675036e-23,2.2447,0.0519,8.1635,NA,NA,NA,NA,NA,NA,NA,0.5162,0.4082,0.0756,NA,NA,NA,NA,NA,NA,NA,1.98425807675036e-22,3,1,"Forest_disc_25","Austra"
7,4,3.04050603597875e-24,2.2229,0.0369,0.0369,8.1526,NA,NA,NA,NA,NA,NA,0.5227,0.2006,0.2006,0.0761,NA,NA,NA,NA,NA,NA,3.04050603597875e-23,3,1,"Forest_disc_25","Austra"
7,5,1.90694367422483e-23,2.2065,0.0254,0.0254,0.0254,8.1444,NA,NA,NA,NA,NA,0.5277,0.132,0.132,0.132,0.0764,NA,NA,NA,NA,NA,1.90694367422483e-22,3,1,"Forest_disc_25","Austra"
7,6,1.81234108143665e-23,2.2054,0.0246,0.0246,0.0246,0.0246,8.1439,NA,NA,NA,NA,0.5281,0.0989,0.0989,0.0989,0.0989,0.0764,NA,NA,NA,NA,1.81234108143665e-22,3,1,"Forest_disc_25","Austra"
7,7,1.90442165249821e-23,2.204,0.0236,0.0236,0.0236,0.0236,0.0236,8.1432,NA,NA,NA,0.5285,0.079,0.079,0.079,0.079,0.079,0.0765,NA,NA,NA,1.90442165249821e-22,3,1,"Forest_disc_25","Austra"
7,8,1.82339802653476e-23,2.2044,8.1434,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,NA,NA,0.5284,0.0765,0.0659,0.0659,0.0659,0.0659,0.0659,0.0659,NA,NA,1.82339802653476e-22,3,1,"Forest_disc_25","Austra"
7,9,1.83955299358626e-23,2.2021,8.1422,0.0222,0.0222,0.0222,0.0222,0.0222,0.0222,0.0222,NA,0.5291,0.0765,0.0563,0.0563,0.0563,0.0563,0.0563,0.0563,0.0563,NA,1.83955299358626e-22,3,1,"Forest_disc_25","Austra"
7,10,1.89769313560093e-23,2.2027,8.1425,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.5289,0.0765,0.0493,0.0493,0.0493,0.0493,0.0493,0.0493,0.0493,0.0493,1.89769313560093e-22,3,1,"Forest_disc_25","Austra"
10,2,3.85797289230323e-06,2.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,0.8079,0.1921,NA,NA,NA,NA,NA,NA,NA,NA,3.85797289230323e-06,2,1,"Forest_disc_25","Austra"
10,3,9.38416386805043e-24,4.9,0.6,14.7,NA,NA,NA,NA,NA,NA,NA,0.4767,0.4008,0.1224,NA,NA,NA,NA,NA,NA,NA,9.38416386805043e-23,3,1,"Forest_disc_25","Austra"
10,4,9.74903292702755e-24,4.9,0.6,0.6,14.7,NA,NA,NA,NA,NA,NA,0.4791,0.1991,0.1991,0.1227,NA,NA,NA,NA,NA,NA,9.74903292702755e-23,3,1,"Forest_disc_25","Austra"
10,5,7.29992537607632e-24,4.9,0.6,0.6,0.6,14.7,NA,NA,NA,NA,NA,0.4809,0.132,0.132,0.132,0.1229,NA,NA,NA,NA,NA,7.29992537607632e-23,3,1,"Forest_disc_25","Austra"
10,6,6.62253140610191e-24,4.9,14.7,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.4825,0.1231,0.0986,0.0986,0.0986,0.0986,NA,NA,NA,NA,6.62253140610191e-23,3,1,"Forest_disc_25","Austra"
10,7,8.25822994761948e-24,4.9,14.7,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,0.4838,0.1233,0.0786,0.0786,0.0786,0.0786,0.0786,NA,NA,NA,8.25822994761948e-23,3,1,"Forest_disc_25","Austra"
10,8,6.19918735703747e-24,4.8,14.7,0.6,0.6,0.6,0.6,0.6,0.6,NA,NA,0.4849,0.1234,0.0653,0.0653,0.0653,0.0653,0.0653,0.0653,NA,NA,6.19918735703747e-23,3,1,"Forest_disc_25","Austra"
