"name","data","class_method","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","mean_NB_interval..23","std_NB_interval..24"
"Austra","test","Boosting","AMEVA",2.06666666666667,0.086066296582387,1.3612909078598,0.0699271481642296,0,0,0.849275362318841,0.021338832558425,0.848852049673188,0.0209662196558934,0.847282608695652,0.0221177772900834,0.847175361050978,0.0217530571113482,0.69468511268527,0.0433298207921915,0.69468511268527,0.0433298207921915,2.06666666666667,0.086066296582387
"Austra","test","Boosting","CACC",10.2833333333333,12.4756676755442,18.2347236156464,26.6270190500406,0,0,0.845893719806763,0.0209277830547952,0.845197568118813,0.020600301390133,0.843695652173913,0.0226430433998775,0.843690365474934,0.0215656917256168,0.687658316687594,0.0430545605892813,0.687658316687594,0.0430545605892813,3.38333333333333,1.33113244278956
"Austra","test","Boosting","CAIM",2,0,1.40474824905396,0.0257447001721068,0,0,0.852657004830918,0.0197549825223596,0.85219497538151,0.0192903297918357,0.850760869565217,0.0210958569791445,0.85060638736795,0.0203333031741253,0.70152653218819,0.0405313924720532,0.70152653218819,0.0405313924720532,2,0
"Austra","test","Boosting","Chi2",15.75,1.3794121131039,9.7226761341095,0.215931053139876,0,0,0.851690821256039,0.0228924121674537,0.851551225947495,0.0225945843236778,0.849673913043478,0.0229267964665646,0.849611943600667,0.0232346524296606,0.699606917844927,0.0461792006378803,0.699606917844927,0.0461792006378803,13.65,1.33437459341654
"Austra","test","Boosting","ChiMerge",15.75,1.3794121131039,8.94369721412659,0.258771902820293,0,0,0.851690821256039,0.0228924121674537,0.851551225947495,0.0225945843236778,0.849673913043478,0.0229267964665646,0.849611943600667,0.0232346524296606,0.699606917844927,0.0461792006378803,0.699606917844927,0.0461792006378803,13.65,1.33437459341654
"Austra","test","Boosting","ClusterDisc",3,0,0.00744030475616455,0.00538295886374786,0,0,0.856521739130435,0.0238901249444808,0.856931426195193,0.0228414084608661,0.854347826086956,0.0244719489721279,0.854374166879137,0.0243922764968403,0.709223348293947,0.0484167980213348,0.709223348293947,0.0484167980213348,3,0
"Austra","test","Boosting","Extended Chi2",2.3,0.219426862868128,13.1016168117523,0.345035084021467,0,0,0.847826086956522,0.0246592477151587,0.847203278572366,0.0240055488410728,0.846086956521739,0.0265518163182947,0.8457345642026,0.0254126735029079,0.691810638102009,0.0506412583243557,0.691810638102009,0.0506412583243557,2.3,0.219426862868128
"Austra","test","Boosting","Forest_disc_100",4,0,9.66372079849243,2.71755079620807,0,0,0.852657004830918,0.0238031328487834,0.852269110237232,0.023415379794877,0.850869565217391,0.0256239097544209,0.850593455842695,0.0246395748382114,0.701537382686266,0.0491538867334309,0.701537382686266,0.0491538867334309,4,0
"Austra","test","Boosting","Forest_disc_125",4,0,9.6809508562088,1.94855841812943,0,0,0.853140096618358,0.0206471116583892,0.85282375386479,0.0192229302068062,0.850760869565218,0.0233635257896596,0.850876678589842,0.0218184337408336,0.702098191698215,0.0433514537359005,0.702098191698215,0.0433514537359005,4,0
"Austra","test","Boosting","Forest_disc_150",4,0,10.9781643629074,1.64526826019517,0,0,0.851690821256039,0.0223188638164363,0.851595161292076,0.0211722239119993,0.84945652173913,0.0236771966421652,0.849480121289486,0.0230442940977814,0.69936552545633,0.0457280766596525,0.69936552545633,0.0457280766596525,4,0
"Austra","test","Boosting","Forest_disc_175",4,0,12.4389100551605,3.33140551582289,0,0,0.847826086956522,0.0238031328487834,0.847114789321204,0.0230128577931168,0.845652173913044,0.0252949415589957,0.845641569580885,0.0246113423387223,0.691580960737398,0.048987245440974,0.691580960737398,0.048987245440974,4,0
"Austra","test","Boosting","Forest_disc_200",4,0,13.911253619194,2.41074385717561,0,0,0.848309178743961,0.0261841888878297,0.848010078371723,0.0246977373554495,0.846630434782609,0.028337178655997,0.846162971250475,0.0271800142965962,0.692790158568526,0.0539588079095662,0.692790158568526,0.0539588079095662,4,0
"Austra","test","Boosting","Forest_disc_25",4,0,12.2514341592789,2.72277127207614,0,0,0.84975845410628,0.0199118743248305,0.849882880198866,0.0181069087744183,0.847173913043478,0.0223007172794582,0.847356795389168,0.021127147018449,0.695177435751956,0.0418015932729134,0.695177435751956,0.0418015932729134,4,0
"Austra","test","Boosting","Forest_disc_50",4,0,9.28912365436554,1.63465542400133,0,0,0.848792270531401,0.0228924121674537,0.849112608889576,0.021908015853694,0.846630434782609,0.0242913099249546,0.846518394859974,0.0235991835568419,0.693556212218626,0.0468442684787737,0.693556212218626,0.0468442684787737,4,0
"Austra","test","Boosting","Forest_disc_75",4,0,9.49613025188446,2.35852616186227,0,0,0.849275362318841,0.0248217054660196,0.849279237732747,0.0237154337903608,0.847391304347826,0.0255644122256461,0.847138240845773,0.0253698915507974,0.694754469539842,0.050349953435047,0.694754469539842,0.050349953435047,4,0
"Austra","test","Boosting","MDLP",1.95,0.137212100391427,0.409731340408325,0.0420333053323635,0,0,0.847826086956522,0.0197549825223596,0.847313274079498,0.0188340335724444,0.845760869565217,0.0214071879484955,0.845655088651919,0.0204960736727702,0.691651162248131,0.0407102991214397,0.691651162248131,0.0407102991214397,1.95,0.137212100391427
"Austra","test","Boosting","Modified Chi2",1.98333333333333,0.199536499956311,9.34310619831085,0.250434478001125,0,0,0.850724637681159,0.0250970200266773,0.850469633848829,0.0240081397205059,0.849347826086957,0.0271144276449908,0.848706020030601,0.025922942470755,0.697863922483728,0.05158229067915,0.697863922483728,0.05158229067915,1.98333333333333,0.199536499956311
"Austra","test","Boosting","OneR",5.96666666666667,0.710590086903088,0.114859533309937,0.0271658789056713,0,0,0.853140096618358,0.0203943835091627,0.853033050574589,0.0206510815254866,0.850978260869565,0.0208164708064744,0.851036822506568,0.0206997862079656,0.702413073463094,0.0412860802376848,0.702413073463094,0.0412860802376848,5.96666666666667,0.710590086903088
"Austra","test","Boosting","RDGR",4.55,0.112491426285092,1.94151906967163,0.138117168123723,0,0,0.856521739130435,0.026660170196716,0.855850722025606,0.0265897275889154,0.854565217391304,0.0286199778056277,0.854486711055231,0.0274137235535828,0.709207717516461,0.0548050991844964,0.709207717516461,0.0548050991844964,4.55,0.112491426285092
"Austra","test","Boosting","RSTGDH",2.66666666666667,0,0.0713588953018189,0.0069839328069418,0,0,0.855555555555556,0.0222490444676187,0.855037203544738,0.0218995885239506,0.853369565217391,0.0240687181338474,0.853450682548303,0.0229173260820881,0.707156590522124,0.0457797887817655,0.707156590522124,0.0457797887817655,2.66666666666667,0
"Austra","test","Boosting","RSTI",5,0,0.0184459924697876,0.00996967490230883,0,0,0.857971014492754,0.0252771875946519,0.857874544046606,0.0248815565489705,0.857282608695652,0.0267088218313928,0.856227647672337,0.0260128330954171,0.712924901543366,0.0518340058212685,0.712924901543366,0.0518340058212685,5,0
"Austra","test","Boosting","RSTLDH",3,0,0.0191175699234009,0.00190002678987664,0,0,0.854106280193237,0.0200869128882611,0.854111348193884,0.0194834668417296,0.8525,0.0203998699601722,0.852137112087043,0.0203031143004329,0.704701315747156,0.0403067269970868,0.704701315747156,0.0403067269970868,3,0
"Austra","test","Boosting","RSTQ",4.66666666666667,0,0.0142478704452515,0.00163294399839916,0,0,0.852173913043478,0.0253795662542294,0.852145059280925,0.0241848622165906,0.850108695652174,0.0269407874447899,0.849983723457068,0.0262586152833666,0.700415081897381,0.0521367093906743,0.700415081897381,0.0521367093906743,4.66666666666667,0
"Austra","test","Boosting","cont",NA,NA,0,0,0,0,0.854106280193237,0.0269263187968805,0.85381752847623,0.0273635936836227,0.853152173913043,0.0257600796878436,0.852420350282923,0.0268601601925065,0.705232444511744,0.0535022479139593,0.705232444511744,0.0535022479139593,NA,NA
