"name","data","class_method","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_exe_time_pervar","std_exe_time_pervar","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw"
"bupa","test","Boosting","AMEVA",2.73333333333333,0.386500602909469,0.214074659347534,0.0497286404787775,0.0356791098912557,0.00828810674646292,0,0,0.651456310679612,0.0410506031596805,0.643139723703118,0.0412779418486547,0.634941860465116,0.0370909115058729,0.634642668463033,0.0397641046057357,0.274176802364837,0.0775431990255839,0.274176802364837,0.0775431990255839
"bupa","test","Boosting","CACC",6.25,3.12422829977833,0.601277565956116,0.392181969607406,0.100212927659353,0.0653636616012344,0,0,0.627184466019417,0.032102515903268,0.618938276106369,0.029855108551093,0.615426356589147,0.028752097175017,0.613795750325628,0.0302045574625489,0.231771185858974,0.0585628003666887,0.231771185858974,0.0585628003666887
"bupa","test","Boosting","CAIM",2,0,0.190385270118713,0.0244615507482231,0.0317308783531189,0.00407692512470385,0,0,0.633009708737864,0.0505103249582568,0.630734418175092,0.0521833025991961,0.61515503875969,0.0376513364920162,0.611485123864046,0.0419178992845375,0.235749049695222,0.0830765949384183,0.235749049695222,0.0830765949384183
"bupa","test","Boosting","Chi2",7.33333333333333,0.86066296582387,1.21065268516541,0.0765061438984276,0.201775447527568,0.0127510239830713,0,0,0.624271844660194,0.0503545727374367,0.615640151656534,0.0502834893380811,0.613585271317829,0.0489664466193355,0.612007064197807,0.0510445751059992,0.227595669646613,0.0995243940686143,0.227595669646613,0.0995243940686143
"bupa","test","Boosting","ChiMerge",6.36666666666667,1.01166041245245,0.761887335777283,0.077173201783313,0.126981222629547,0.0128622002972188,0,0,0.630097087378641,0.0427992762799006,0.620825772147041,0.0425823637137336,0.619903100775194,0.0427548106029922,0.618989334300573,0.0436065144845248,0.239840385519266,0.0857138192774464,0.239840385519266,0.0857138192774464
"bupa","test","Boosting","ClusterDisc",3,0,0.0028921365737915,0.00159074631409427,0.000482022762298584,0.000265124385682379,0,0,0.592233009708738,0.0393706312640661,0.587071732554854,0.0439473039474286,0.588391472868217,0.0457804327482987,0.583751837508693,0.0450483646363075,0.173138051697616,0.0891128114594799,0.173138051697616,0.0891128114594799
"bupa","test","Boosting","Extended Chi2",2.16666666666667,0.136082763487954,1.86118104457855,0.162636494410953,0.310196840763092,0.0271060824018255,0,0,0.600970873786408,0.0469980469140662,0.596287432647061,0.0406772106684576,0.58468992248062,0.0340336907074772,0.576769017350726,0.0412144560147265,0.17243648660169,0.0709944374157761,0.17243648660169,0.0709944374157761
"bupa","test","Boosting","Forest_disc_100",4,0,7.59717383384705,1.16357746816688,1.26619563897451,0.193929578027814,0,0,0.630097087378641,0.0384146620730717,0.618490947501645,0.0418048548930597,0.61562015503876,0.0406538872766359,0.615233993160854,0.0423295973110774,0.232908676258942,0.0822840693705343,0.232908676258942,0.0822840693705343
"bupa","test","Boosting","Forest_disc_125",4,0,9.92796669006348,1.97553658957199,1.65466111501058,0.329256098261998,0,0,0.624271844660194,0.0473532568568458,0.613144431075289,0.0491144999296134,0.611279069767442,0.0474684281838466,0.611493965898644,0.0480992499385901,0.223846897916773,0.0962130446195404,0.223846897916773,0.0962130446195404
"bupa","test","Boosting","Forest_disc_150",4,0,9.17745604515076,0.974504772781826,1.52957600752513,0.162417462130304,0,0,0.631067961165048,0.0354512982203991,0.620687117313788,0.0364662323863885,0.618100775193798,0.0360911941857272,0.617653847408037,0.0363906165062027,0.237424052162498,0.0723684919088306,0.237424052162498,0.0723684919088306
