"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","forest","mean_opt_value","std_opt_value"
"pageblocks","test","Forest_disc_100",4,0,23.8198653697968,2.61050988386889,0,0,0.947939504669103,0.0135427278058827,0.809242952961936,0.109059206712537,0.662855409653917,0.0539798559313695,0.693961583319146,0.0671193806124823,0.712274049589921,0.052174893483948,0.666237095953968,0.0423686072686355,"Forest_disc_100",2.5501916942652e-19,2.87659489871907e-19
"pageblocks","test","Forest_disc_125",4,0,25.635231256485,2.43434232830584,0,0,0.94642712139667,0.0161488204257575,0.799379085005878,0.110667887183952,0.659758719031107,0.0608064063231858,0.690795315243411,0.0756273874253428,0.706889491810692,0.0609301921168441,0.663010409877806,0.0524356414686589,"Forest_disc_125",2.91663423792808e-19,1.47481589251807e-19
"pageblocks","test","Forest_disc_150",4,0,26.6406795978546,1.75659188223537,0,0,0.948853024766544,0.0115337030025707,0.805686482811904,0.108588480732993,0.663441157377724,0.0592044046807581,0.694947796586127,0.0711834720340638,0.714131205607013,0.0487946208032881,0.669874105510569,0.0521107942425838,"Forest_disc_150",4.01347003554152e-19,2.80321348483085e-19
"pageblocks","test","Forest_disc_175",4,0,27.7043532848358,1.28066636106113,0,0,0.947431993503857,0.0146727663749465,0.801987146450835,0.109281385170897,0.663362742426175,0.055521383569889,0.693799854984522,0.0708473140305279,0.710218031690273,0.0566171293964196,0.669752585171098,0.0447664029102805,"Forest_disc_175",3.68391994888575e-19,2.38184239535741e-19
"pageblocks","test","Forest_disc_200",4,0,29.1313220262527,2.08358907269627,0,0,0.946457572066585,0.0152607164056747,0.80654687391032,0.114655261730348,0.661805165674568,0.0651912740523221,0.693080339833356,0.0734694345700846,0.704410632208235,0.0586840106852354,0.663087216083079,0.0531251821203106,"Forest_disc_200",2.33962094886396e-19,1.32340341702742e-19
"pageblocks","test","Forest_disc_25",4,0,21.414138007164,1.50219034790038,0,0,0.94762484774665,0.0183798342630434,0.801153753661776,0.117549404000816,0.668292923356356,0.065916355555602,0.69493060095889,0.0792185132307898,0.7159086286808,0.0667466038656762,0.67081186399734,0.0542216174720489,"Forest_disc_25",3.20484899206099e-19,1.42620544971808e-19
"pageblocks","test","Forest_disc_50",4,0,21.8059105396271,1.98601640087488,0,0,0.94880227365002,0.0141605705771524,0.808208799823574,0.104799549052086,0.669831097316172,0.0582079840648956,0.69969119502071,0.0678645493998603,0.717740303123126,0.0540023219617185,0.67226572512844,0.0440031755529959,"Forest_disc_50",2.93423043670477e-19,1.69843971659409e-19
"pageblocks","test","Forest_disc_75",4,0,22.5571161985397,2.01526932684562,0,0,0.947228989037758,0.0164239769731247,0.806087220977406,0.11541947964909,0.666168486985651,0.0580083813652124,0.698643319387737,0.072689497732511,0.711695612664118,0.0625113455087927,0.668380516480207,0.0560393847635753,"Forest_disc_75",4.16504461253379e-19,3.2443615311115e-19
"pageblocks","test","Forest_disc_DIR100",3.53,0.196839433833428,7.04560041427612,0.0908817279283779,0,0,0.949604141291108,0.0164628955437701,0.762191455913703,0.120994094583639,0.677016405098495,0.0859246519743803,0.68692507547239,0.0958891754179874,0.734073048308626,0.0679218719023691,0.700322784319892,0.0646032932638376,NA,NA,NA
"pageblocks","test","Forest_disc_DIR200",3.6,0.255117121657313,11.25960521698,0.180650207849013,0,0,0.950436459602111,0.0169477594723248,0.765037608748707,0.121186657906403,0.682631704945138,0.105284868930315,0.689303179710477,0.108200753716806,0.737248161583178,0.070550558812688,0.699580590038363,0.0663427036221784,NA,NA,NA
"pageblocks","test","Forest_disc_DIR50",3.63,0.225719189574951,5.92326397895813,0.126911474831475,0,0,0.950761266747869,0.0172509637567769,0.781628921267306,0.129126598199997,0.681823077972332,0.105451827662688,0.692289845945131,0.105918832068264,0.739497662661458,0.0728882395235991,0.696250908682707,0.072332059227094,NA,NA,NA
"pageblocks","test","Forest_disc_NLD100",6.71000000000001,0.367630986687577,4.72387568950653,0.0946866431664035,0,0,0.950365408038977,0.0142824101334877,0.776282185934444,0.127127178813041,0.674854083727218,0.0896057836688519,0.691836862174479,0.100243618906553,0.728925481311875,0.0670769070497839,0.687698929755879,0.0810061392490853,NA,NA,NA
"pageblocks","test","Forest_disc_NLD200",6.49,0.424144203172395,9.40425474643707,0.742102492512829,0,0,0.949817295980511,0.0167000644637269,0.75633945531871,0.136181243896576,0.678379191703819,0.107631715932096,0.686604000792154,0.112338270720347,0.727275523326534,0.0802024954496942,0.680629795524806,0.0986031101148444,NA,NA,NA
"pageblocks","test","Forest_disc_NLD50",6.94,0.428319538567462,3.66052033901215,0.151436490196007,0,0,0.951958993097848,0.0150394698486322,0.775586454300626,0.136487958724501,0.688641640559551,0.101425936830573,0.706791391586443,0.111455526696619,0.737975873747593,0.0729441726798108,0.697616006120108,0.0876168409790735,NA,NA,NA
