"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precision","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","mean_NB_interval..22","std_NB_interval..23"
"mammographic","test","AMEVA",2.04,0.0806751174543378,0.0516640424728394,0.0021051711907794,0,0,0.8234375,0.0297377133825421,0.824896880935502,0.0258495629149307,0.823339396879295,0.0276821728425099,0.822320275285919,0.030124047454929,0.645721211609833,0.0572446727336331,0.645721211609833,0.0572446727336331,2.04,0.0806751174543378
"mammographic","test","CACC",2.18,0.141181455545091,0.0665651082992554,0.0116287835563809,0,0,0.821064814814815,0.0292432595193139,0.822660991083368,0.0272982383510819,0.820343600937828,0.0275191937827649,0.819780054722895,0.029159403441014,0.640481717072629,0.0566826452984285,0.640481717072629,0.0566826452984285,2.18,0.141181455545091
"mammographic","test","CAIM",2,0,0.0579747915267944,0.00498796181926333,0,0,0.815914351851852,0.0434644884583818,0.817814117533946,0.0413854716509347,0.814891664645485,0.041662403208013,0.814408657375638,0.0437598920984867,0.63005655349247,0.0846214548601747,0.63005655349247,0.0846214548601747,2,0
"mammographic","test","Chi2",10.16,0.901072806930623,2.64161729812622,0.17519461941768,0,0,0.824247685185185,0.0311556410919005,0.824624275085875,0.0309294262128819,0.823718570620099,0.0310780453845216,0.823184990118296,0.0312939357112939,0.646822450784452,0.0623600781299747,0.646822450784452,0.0623600781299747,7.18,0.210568238466411
"mammographic","test","ChiMerge",3.82,0.505830413063174,0.201435995101929,0.00916192306692124,0,0,0.824074074074074,0.026961483665607,0.824899562326625,0.025328439948045,0.823904115126526,0.0257152508672957,0.823078901066097,0.0269271855519656,0.646841288546854,0.0528290199595123,0.646841288546854,0.0528290199595123,3.82,0.505830413063174
"mammographic","test","ClusterDisc",3,0,0.00389137268066406,0.00030163521356229,0,0,0.800636574074074,0.0383161883694214,0.80232207875827,0.0361400204283582,0.799586466165414,0.0389895850989661,0.798808046468057,0.0398097262529854,0.598961236719965,0.07740359759004,0.598961236719965,0.07740359759004,3,0
"mammographic","test","Extended Chi2",2.4,0.0901975233603394,6.37483065128326,0.374504576613733,0,0,0.820833333333334,0.0319080895232617,0.822820317539302,0.0286488998800301,0.820155226776619,0.0296822500436604,0.819482529392986,0.0319779026006398,0.640128107335864,0.0614993939146131,0.640128107335864,0.0614993939146131,2.4,0.0901975233603394
"mammographic","test","Forest_disc_100",4,0,21.4175463914871,2.84183320316669,0,0,0.819675925925926,0.0313372830728147,0.820375037533607,0.0312493995191565,0.81970248201148,0.030771295622192,0.818763375288344,0.031250916146571,0.638116184445069,0.0622744998529898,0.638116184445069,0.0622744998529898,4,0
"mammographic","test","Forest_disc_125",4,0,22.1447415113449,3.29516516340746,0,0,0.817534722222222,0.0379363659308415,0.818280328680086,0.0377761385641119,0.817784380305603,0.0375895390163527,0.816656058950632,0.0380856038551305,0.633982594748157,0.075777494862068,0.633982594748157,0.075777494862068,4,0
"mammographic","test","Forest_disc_150",4,0,22.2558887958527,2.87961013927294,0,0,0.817303240740741,0.0352889928684966,0.818352505163192,0.0344467900421197,0.817391462527286,0.035223305100469,0.816257230443177,0.0358141271442766,0.633354119418597,0.0707710584428926,0.633354119418597,0.0707710584428926,4,0
"mammographic","test","Forest_disc_175",4,0,22.0982970952988,2.14135337158824,0,0,0.81712962962963,0.0392195025233916,0.817845676455911,0.0389445474280068,0.817603686635945,0.0387946951629304,0.816333691431386,0.0393169173899607,0.633351266823141,0.0782508036699365,0.633351266823141,0.0782508036699365,4,0
"mammographic","test","Forest_disc_200",4,0,23.2699727058411,2.8750349439371,0,0,0.818287037037037,0.0366277209515939,0.81911102554914,0.0361082453408796,0.818616703047943,0.0364430302447388,0.817383353202617,0.0370138801147573,0.635519439510502,0.0733409194674099,0.635519439510502,0.0733409194674099,4,0
"mammographic","test","Forest_disc_25",4,0,19.360050034523,2.73305579288796,0,0,0.816145833333334,0.0343222311785048,0.817222039661451,0.0335058512113986,0.81640512571752,0.0337358542868709,0.815197100145815,0.0345447641088187,0.631229752545052,0.0683281352160729,0.631229752545052,0.0683281352160729,4,0
"mammographic","test","Forest_disc_50",4,0,19.899147105217,2.74996991822363,0,0,0.818113425925926,0.0395123987905489,0.818939586350911,0.0393289157121312,0.818330907914949,0.0391643326221989,0.817219617683998,0.0396314118900589,0.635123247491617,0.0789108072330527,0.635123247491617,0.0789108072330527,4,0
"mammographic","test","Forest_disc_75",4,0,21.7163599967957,2.59233839642919,0,0,0.81875,0.0361624562538291,0.819728135487002,0.0357024299671574,0.819304713396394,0.0356107848995175,0.817944959043173,0.0362505415468477,0.636660307577857,0.0719825009563994,0.636660307577857,0.0719825009563994,4,0
"mammographic","test","GLMDisc",1,0,35.4597980499268,4.74889909730284,0.0684027777777778,0.00829351362049029,0.793865740740741,0.0394340999162782,0.795633817068008,0.0379840992336131,0.795608375778155,0.0379561410830531,0.793328388690373,0.0392329404345863,0.588006922287059,0.0775440743360139,0.588006922287059,0.0775440743360139,1,0
"mammographic","test","MDLP",2.62,0.108612200831635,0.0620312690734863,0.0204729307365106,0,0,0.8234375,0.0287880163534597,0.825280180328968,0.0251969389051207,0.823090387258469,0.0264708519019081,0.82222897709886,0.0288552976324514,0.645565011055672,0.055311910301786,0.645565011055672,0.055311910301786,2.62,0.108612200831635
"mammographic","test","Modified Chi2",2.32,0.098806436351114,0.30104079246521,0.00929978631987502,0,0,0.817303240740741,0.0425022716093637,0.82043447931413,0.0346037639753688,0.816822297679683,0.0392022592453421,0.815510596805488,0.0446999531145495,0.633460136284532,0.0805283320429337,0.633460136284532,0.0805283320429337,2.32,0.098806436351114
